project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1048,Project PAIM-1048 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Maharashtra,1695.86,2372.31,1261.34,60.0,2016-08-01,2021-05-07,2024-09-27,2024-08-19,59,39.89,1
PAIM-1061,Project PAIM-1061 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NHAI,Andhra Pradesh,806.13,876.46,777.18,83.5,2022-07-01,2024-07-20,2025-05-31,2024-08-19,15,14.28,1
PAIM-1063,Project PAIM-1063 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Andhra Pradesh,6743.98,7030.0,3610.94,52.9,2023-03-01,2025-04-19,2025-11-15,2024-08-22,10,10.91,1
PAIM-1068,Project PAIM-1068 - Solar Park Development,Railways,Ministry of Railways,POWERGRID,Tamil Nadu,3925.86,3925.86,3877.04,94.8,2021-11-01,2024-09-16,2024-09-16,2024-08-17,0,4.9,0
PAIM-1069,Project PAIM-1069 - Bridge Construction,Power & Renewable Energy,Ministry of Power,Indian Railways,Rajasthan,5718.32,6723.53,6023.92,84.7,2020-07-01,2022-01-22,2022-07-09,2024-08-09,8,17.58,1
PAIM-1082,Project PAIM-1082 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Haryana,5181.32,5181.32,2603.03,48.5,2023-03-01,2026-04-14,2026-04-14,2024-08-22,0,1.4,0
PAIM-1085,Project PAIM-1085 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Karnataka,2183.04,2375.06,1674.01,65.0,2018-08-01,2023-08-05,2026-08-21,2024-08-29,53,8.8,1
PAIM-1104,Project PAIM-1104 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Odisha,990.32,990.32,990.32,100.0,2021-03-01,2023-03-21,2023-03-21,2024-08-12,0,2.6,0
PAIM-1128,Project PAIM-1128 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Odisha,1025.15,1025.15,652.28,58.9,2022-07-01,2026-03-12,2026-03-12,2024-08-19,0,0.6,0
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,300.09,100.0,2021-03-01,2024-05-14,2024-05-14,2024-08-12,0,-1.9,0
PAIM-1240,Project PAIM-1240 - Solar Park Development,Water Resources,Ministry of Jal Shakti,POWERGRID,Haryana,6342.59,6342.59,5802.26,100.0,2016-08-01,2021-10-04,2021-10-04,2024-08-19,0,2.7,0
PAIM-1332,Project PAIM-1332 - Gas Pipeline Expansion,Coal,Ministry of Coal,Coal India Limited,Assam,7890.48,7890.48,5288.51,60.2,2021-11-01,2026-08-07,2026-08-07,2024-08-17,0,3.7,0
PAIM-1373,Project PAIM-1373 - Expressway,Telecommunications,Ministry of Communications,NHAI,Uttar Pradesh,2509.22,2675.93,1335.81,58.2,2023-03-01,2025-01-19,2025-10-19,2024-08-22,13,17.08,1
PAIM-1382,Project PAIM-1382 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,GAIL,Haryana,7488.66,7488.66,7488.66,100.0,2020-07-01,2024-01-12,2024-01-12,2024-08-09,0,-1.8,0
PAIM-1398,Project PAIM-1398 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Telangana,6531.53,8627.31,4686.68,60.0,2019-03-01,2023-12-05,2026-12-01,2024-08-01,52,32.09,1
PAIM-1434,Project PAIM-1434 - Bridge Construction,Telecommunications,Ministry of Communications,Coal India Limited,Madhya Pradesh,6620.28,6620.28,6560.39,100.0,2016-08-01,2020-02-12,2020-02-12,2024-08-19,0,-1.1,0
PAIM-1444,Project PAIM-1444 - Gas Pipeline Expansion,Coal,Ministry of Coal,RVNL,Bihar,8303.79,12145.49,7655.64,60.0,2016-08-01,2019-04-18,2022-04-14,2024-08-19,52,46.26,1
