project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1006,Project PAIM-1006 - Bridge Construction,Coal,Ministry of Coal,NHPC,Andhra Pradesh,2060.46,2328.1,1428.53,64.2,2007-11-01,2012-05-08,2013-04-09,2015-03-24,16,12.99,1
PAIM-1045,Project PAIM-1045 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Haryana,8369.76,8770.6,6284.11,65.2,2013-02-01,2015-09-19,2016-06-18,2015-03-23,13,7.84,1
PAIM-1052,Project PAIM-1052 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,POWERGRID,Madhya Pradesh,7533.06,10124.27,6584.07,60.0,2011-02-01,2013-04-21,2015-04-04,2015-03-12,34,34.4,1
PAIM-1120,Project PAIM-1120 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Bihar,7473.71,8617.4,7900.08,85.0,2012-06-01,2014-07-21,2015-10-05,2015-03-18,21,18.36,1
PAIM-1154,Project PAIM-1154 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Andhra Pradesh,2663.73,3628.64,2039.49,60.0,2007-11-01,2011-06-13,2013-12-22,2015-03-24,44,36.22,1
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,3615.92,69.3,2011-02-01,2014-02-15,2016-01-08,2015-03-12,33,9.52,1
PAIM-1188,Project PAIM-1188 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Andhra Pradesh,1987.74,1987.74,1249.18,55.6,2013-02-01,2017-01-11,2017-01-11,2015-03-23,0,4.7,0
PAIM-1212,Project PAIM-1212 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Rajasthan,3271.3,3271.3,3271.3,100.0,2007-11-01,2009-12-20,2009-12-20,2015-03-24,0,-1.6,0
PAIM-1251,Project PAIM-1251 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Andhra Pradesh,3868.04,4310.72,1064.75,27.1,2013-10-01,2016-10-15,2018-10-20,2015-03-25,35,29.43,1
PAIM-1273,Project PAIM-1273 - Railway Line Electrification,Coal,Ministry of Coal,NTPC,Maharashtra,5374.18,6375.56,3332.78,60.0,2008-07-01,2013-01-06,2016-05-29,2015-03-27,59,18.63,1
PAIM-1280,Project PAIM-1280 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,6677.44,7172.26,5011.92,74.2,2009-10-01,2012-12-14,2014-07-04,2015-03-04,27,7.41,1
PAIM-1282,Project PAIM-1282 - Bridge Construction,Coal,Ministry of Coal,RVNL,Uttar Pradesh,1506.97,1631.16,1046.88,60.0,2009-03-01,2014-05-04,2016-03-06,2015-03-30,32,8.24,1
PAIM-1294,Project PAIM-1294 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Madhya Pradesh,2363.14,2363.14,2363.14,100.0,2010-06-01,2012-01-22,2012-01-22,2015-03-07,0,3.6,0
PAIM-1331,Project PAIM-1331 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Tamil Nadu,4408.38,4965.39,2850.76,60.0,2009-03-01,2012-09-11,2014-01-06,2015-03-30,23,12.64,1
PAIM-1372,Project PAIM-1372 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Tamil Nadu,4019.31,4704.28,3444.38,70.8,2009-02-01,2011-04-22,2011-10-07,2015-03-02,8,17.04,1
PAIM-1380,Project PAIM-1380 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Maharashtra,5235.39,5235.39,4715.25,100.0,2009-10-01,2011-09-21,2011-09-21,2015-03-04,0,3.0,0
PAIM-1478,Project PAIM-1478 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,CPWD,Tamil Nadu,2864.86,3469.92,1789.71,60.0,2010-06-01,2012-05-21,2013-10-28,2015-03-07,25,21.12,1
PAIM-1500,Project PAIM-1500 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Uttar Pradesh,1436.04,1665.14,854.26,60.0,2007-11-01,2012-01-09,2014-07-20,2015-03-24,44,15.95,1
