project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,2767.28,52.2,2022-10-01,2028-05-02,2028-05-02,2025-07-17,0,0.5,0
PAIM-1097,Project PAIM-1097 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Odisha,2420.78,2420.78,1278.19,55.9,2022-10-01,2027-12-04,2027-12-04,2025-07-17,0,-1.7,0
PAIM-1101,Project PAIM-1101 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,ONGC,Rajasthan,7014.56,9132.95,5178.54,60.0,2018-11-01,2023-09-06,2025-10-22,2025-07-27,37,30.2,1
PAIM-1179,Project PAIM-1179 - Expressway,Coal,Ministry of Coal,NTPC,Uttar Pradesh,5726.7,7209.37,4858.57,65.0,2019-07-01,2022-02-15,2023-07-25,2025-07-29,25,25.89,1
PAIM-1202,Project PAIM-1202 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,Coal India Limited,Bihar,4768.48,4768.48,4024.57,83.6,2022-02-01,2026-03-12,2026-03-12,2025-07-15,0,0.2,0
PAIM-1206,Project PAIM-1206 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Karnataka,3456.08,4087.69,2169.44,60.0,2017-07-01,2020-12-12,2021-10-23,2025-07-19,15,18.28,1
PAIM-1207,Project PAIM-1207 - Expressway,Power & Renewable Energy,Ministry of Power,DMRC,Odisha,5276.73,6880.16,4156.68,63.5,2021-06-01,2025-10-08,2028-03-08,2025-07-10,42,30.39,1
PAIM-1217,Project PAIM-1217 - Solar Park Development,Railways,Ministry of Railways,CPWD,Maharashtra,3109.05,3109.05,3109.05,100.0,2019-07-01,2023-02-10,2023-02-10,2025-07-29,0,2.0,0
PAIM-1227,Project PAIM-1227 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Rajasthan,5260.27,6441.16,3561.33,62.0,2022-02-01,2023-09-24,2024-10-06,2025-07-15,18,22.45,1
PAIM-1292,Project PAIM-1292 - Solar Park Development,Power & Renewable Energy,Ministry of Power,NHPC,Odisha,1573.99,1573.99,1497.84,100.0,2017-07-01,2020-05-16,2020-05-16,2025-07-19,0,1.1,0
PAIM-1315,Project PAIM-1315 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,Indian Railways,Bihar,6103.67,6692.5,5252.61,68.7,2017-07-01,2018-12-23,2019-05-18,2025-07-19,7,9.65,1
PAIM-1330,Project PAIM-1330 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Bihar,842.34,842.34,842.34,100.0,2021-06-01,2024-04-16,2024-04-16,2025-07-10,0,1.4,0
PAIM-1336,Project PAIM-1336 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,ONGC,Uttar Pradesh,3527.5,3931.48,2682.36,64.2,2018-03-01,2022-10-06,2024-02-21,2025-07-22,24,11.45,1
PAIM-1343,Project PAIM-1343 - Solar Park Development,Railways,Ministry of Railways,ONGC,Tamil Nadu,1018.06,1018.06,808.42,80.9,2021-06-01,2026-07-05,2026-07-05,2025-07-10,0,3.1,0
PAIM-1346,Project PAIM-1346 - Gas Pipeline Expansion,Coal,Ministry of Coal,POWERGRID,Punjab,3545.41,5134.77,1990.93,39.5,2020-10-01,2026-05-03,2032-08-29,2025-07-07,110,44.83,1
PAIM-1357,Project PAIM-1357 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Karnataka,3913.4,5753.09,3265.96,60.0,2018-11-01,2024-07-02,2027-08-31,2025-07-27,55,47.01,1
PAIM-1367,Project PAIM-1367 - Expressway,Telecommunications,Ministry of Communications,DMRC,Karnataka,4187.41,4828.55,3598.16,79.3,2020-02-01,2025-01-05,2026-10-18,2025-07-04,31,15.31,1
PAIM-1413,Project PAIM-1413 - Solar Park Development,Railways,Ministry of Railways,GAIL,Rajasthan,3744.62,3744.62,3744.62,100.0,2022-10-01,2025-02-17,2025-02-17,2025-07-17,0,3.7,0
PAIM-1446,Project PAIM-1446 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Karnataka,1900.67,2054.99,686.35,33.1,2022-02-01,2027-12-02,2030-08-15,2025-07-15,47,8.12,1
