project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1001,Project PAIM-1001 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Madhya Pradesh,5148.8,5283.73,4233.94,87.7,2007-10-01,2009-11-19,2010-07-28,2009-11-19,12,4.29,1
PAIM-1024,Project PAIM-1024 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Telangana,766.2,766.2,715.03,100.0,2003-03-01,2008-11-29,2008-11-29,2009-11-24,0,1.2,0
PAIM-1033,Project PAIM-1033 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,RVNL,Rajasthan,7183.32,9905.65,5417.54,60.0,2003-03-01,2004-08-22,2005-08-13,2009-11-24,17,37.9,1
PAIM-1066,Project PAIM-1066 - Metro Line Phase II,Coal,Ministry of Coal,RVNL,Rajasthan,3149.6,3418.97,2387.18,71.3,2002-07-01,2004-08-19,2005-04-27,2009-11-21,12,8.55,1
PAIM-1079,Project PAIM-1079 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,4500.0,5753.02,3765.87,74.7,2006-06-01,2008-03-22,2009-06-26,2009-11-12,22,27.84,1
PAIM-1142,Project PAIM-1142 - Bridge Construction,Telecommunications,Ministry of Communications,DMRC,Gujarat,2687.92,2687.92,2687.92,100.0,2003-03-01,2004-10-21,2004-10-21,2009-11-24,0,2.5,0
PAIM-1269,Project PAIM-1269 - Thermal Power Unit,Telecommunications,Ministry of Communications,Indian Railways,Assam,5555.31,7067.26,4272.56,60.0,2003-03-01,2007-07-08,2009-06-20,2009-11-24,34,27.22,1
PAIM-1281,Project PAIM-1281 - Bridge Construction,Railways,Ministry of Railways,Indian Railways,Gujarat,4325.28,6127.24,3265.88,51.3,2006-06-01,2010-03-12,2012-11-23,2009-11-12,47,41.66,1
PAIM-1284,Project PAIM-1284 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Rajasthan,1968.0,2274.75,1604.92,75.0,2006-06-01,2009-12-12,2012-01-07,2009-11-12,36,15.59,1
PAIM-1289,Project PAIM-1289 - Expressway,Railways,Ministry of Railways,NTPC,Tamil Nadu,4478.35,5342.48,3569.56,68.5,2005-02-01,2009-04-11,2012-04-07,2009-11-07,52,19.3,1
PAIM-1321,Project PAIM-1321 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Maharashtra,6432.09,6432.09,6159.76,100.0,2003-11-01,2007-07-13,2007-07-13,2009-11-29,0,2.8,0
PAIM-1349,Project PAIM-1349 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,GAIL,Gujarat,1203.38,1418.74,963.32,71.3,2002-07-01,2004-01-22,2004-07-29,2009-11-21,9,17.9,1
PAIM-1365,Project PAIM-1365 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Gujarat,1643.32,1851.46,1565.21,84.2,2006-06-01,2008-12-17,2010-03-23,2009-11-12,22,12.67,1
PAIM-1372,Project PAIM-1372 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Tamil Nadu,4019.31,4019.31,767.76,21.5,2009-02-01,2011-04-22,2011-04-22,2009-11-28,8,17.04,1
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,6565.07,100.0,2004-06-01,2007-04-17,2007-04-17,2009-11-02,0,2.7,0
PAIM-1438,Project PAIM-1438 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Gujarat,3566.79,3566.79,3566.79,100.0,2002-07-01,2006-05-11,2006-05-11,2009-11-21,0,-0.8,0
PAIM-1460,Project PAIM-1460 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Madhya Pradesh,1577.39,2085.67,1229.69,60.0,2002-07-01,2006-11-07,2008-09-29,2009-11-21,33,32.22,1
