project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1151,Project PAIM-1151 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,DMRC,Uttar Pradesh,923.42,923.42,241.79,25.5,2021-09-01,2025-01-13,2025-01-13,2022-06-28,0,-1.9,0
PAIM-1153,Project PAIM-1153 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,RVNL,Tamil Nadu,6585.7,8698.07,5565.82,64.0,2017-09-01,2020-01-19,2021-11-21,2022-06-07,32,32.08,1
PAIM-1167,Project PAIM-1167 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Gujarat,3509.5,4040.48,3302.0,85.0,2019-09-01,2021-05-23,2021-11-07,2022-06-17,8,18.16,1
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,6059.03,63.8,2017-01-01,2020-08-13,2022-11-09,2022-06-04,39,21.76,1
PAIM-1203,Project PAIM-1203 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,2822.23,3033.84,838.43,27.0,2021-01-01,2024-03-16,2025-01-03,2022-06-25,14,19.28,1
PAIM-1223,Project PAIM-1223 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Uttar Pradesh,1874.95,1874.95,1711.83,84.9,2020-05-01,2022-10-18,2022-10-18,2022-06-20,0,3.5,0
PAIM-1226,Project PAIM-1226 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,RVNL,Rajasthan,6140.83,6731.89,5115.01,76.7,2016-06-01,2018-03-23,2018-09-28,2022-06-30,9,9.63,1
PAIM-1267,Project PAIM-1267 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NTPC,Punjab,2626.09,3195.41,1987.14,60.0,2015-10-01,2019-02-12,2021-02-16,2022-06-26,35,21.68,1
PAIM-1293,Project PAIM-1293 - Expressway,Coal,Ministry of Coal,DMRC,Andhra Pradesh,6345.66,6872.81,3991.5,67.5,2015-10-01,2020-11-03,2022-06-13,2022-06-26,28,8.31,1
PAIM-1304,Project PAIM-1304 - Expressway,Railways,Ministry of Railways,NTPC,Assam,4046.8,4046.8,3937.49,93.5,2017-01-01,2022-10-02,2022-10-02,2022-06-04,0,-1.3,0
PAIM-1317,Project PAIM-1317 - Metro Line Phase II,Coal,Ministry of Coal,NHPC,Maharashtra,3877.06,3877.06,679.62,16.0,2021-09-01,2027-05-03,2027-05-03,2022-06-28,0,-0.2,0
PAIM-1318,Project PAIM-1318 - Expressway,Water Resources,Ministry of Jal Shakti,Indian Railways,West Bengal,5684.26,5684.26,5684.26,100.0,2015-10-01,2018-01-18,2018-01-18,2022-06-26,0,3.5,0
PAIM-1327,Project PAIM-1327 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,Gujarat,4866.43,5272.31,4359.65,73.2,2018-05-01,2020-03-21,2021-02-20,2022-06-09,16,8.34,1
PAIM-1393,Project PAIM-1393 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,DMRC,Assam,3551.83,3551.83,3551.83,100.0,2018-05-01,2021-06-14,2021-06-14,2022-06-09,0,-1.6,0
PAIM-1401,Project PAIM-1401 - Thermal Power Unit,Railways,Ministry of Railways,ONGC,Punjab,3464.03,3464.03,3038.16,100.0,2015-02-01,2019-02-10,2019-02-10,2022-06-24,0,2.0,0
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,847.34,60.0,2017-01-01,2020-07-14,2023-02-13,2022-06-04,45,35.69,1
PAIM-1467,Project PAIM-1467 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Odisha,815.13,1182.4,675.13,60.0,2017-09-01,2021-09-10,2026-03-05,2022-06-07,78,45.06,1
PAIM-1487,Project PAIM-1487 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,West Bengal,4006.32,4006.32,3191.71,75.6,2019-09-01,2023-05-13,2023-05-13,2022-06-17,0,3.3,0
PAIM-1488,Project PAIM-1488 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Bihar,1716.55,1912.5,1358.72,77.2,2021-01-01,2022-07-25,2023-08-07,2022-06-25,18,29.35,1
