project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1009,Project PAIM-1009 - Thermal Power Unit,Telecommunications,Ministry of Communications,NTPC,Karnataka,5537.19,5537.19,468.2,7.5,2020-09-01,2025-03-09,2025-03-09,2021-06-28,18,5.59,1
PAIM-1030,Project PAIM-1030 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NHAI,Gujarat,3997.5,3997.5,3997.5,100.0,2014-02-01,2016-01-22,2016-01-22,2021-06-24,0,1.4,0
PAIM-1046,Project PAIM-1046 - Solar Park Development,Railways,Ministry of Railways,GAIL,Gujarat,3349.21,3744.84,2066.05,64.2,2014-02-01,2016-03-22,2016-09-27,2021-06-24,9,11.81,1
PAIM-1072,Project PAIM-1072 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Tamil Nadu,1556.51,1883.36,1353.45,67.5,2014-10-01,2019-08-06,2021-11-01,2021-06-26,39,21.0,1
PAIM-1121,Project PAIM-1121 - Bridge Construction,Telecommunications,Ministry of Communications,ONGC,Rajasthan,8132.99,8132.99,8132.99,100.0,2016-09-01,2018-05-24,2018-05-24,2021-06-07,0,-0.3,0
PAIM-1149,Project PAIM-1149 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,1587.12,1866.79,1122.23,65.0,2015-06-01,2017-02-20,2017-07-16,2021-06-29,7,17.62,1
PAIM-1150,Project PAIM-1150 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Punjab,1929.26,2003.81,1486.35,75.3,2019-05-01,2021-08-18,2022-06-29,2021-06-19,15,6.32,1
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6377.04,100.0,2016-01-01,2020-01-10,2020-01-10,2021-06-03,0,4.7,0
PAIM-1177,Project PAIM-1177 - Gas Pipeline Expansion,Coal,Ministry of Coal,POWERGRID,Maharashtra,4413.35,4413.35,527.94,10.6,2020-09-01,2024-03-14,2024-03-14,2021-06-28,16,19.93,1
PAIM-1181,Project PAIM-1181 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Madhya Pradesh,6975.36,8118.22,6132.81,79.3,2016-01-01,2017-06-24,2017-10-27,2021-06-03,6,16.38,1
PAIM-1216,Project PAIM-1216 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Maharashtra,7102.31,7889.1,390.21,5.7,2020-01-01,2025-09-01,2029-11-11,2021-06-24,73,28.49,1
PAIM-1250,Project PAIM-1250 - Railway Line Electrification,Coal,Ministry of Coal,Coal India Limited,Rajasthan,2873.52,2873.52,2325.93,92.4,2016-01-01,2021-10-31,2021-10-31,2021-06-03,0,3.4,0
PAIM-1253,Project PAIM-1253 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Assam,7377.52,7377.52,7377.52,100.0,2014-10-01,2019-03-09,2019-03-09,2021-06-26,0,-1.5,0
PAIM-1274,Project PAIM-1274 - Gas Pipeline Expansion,Coal,Ministry of Coal,ONGC,Rajasthan,8085.06,8676.36,6408.9,80.7,2020-01-01,2021-07-24,2021-11-26,2021-06-24,6,18.81,1
PAIM-1313,Project PAIM-1313 - Solar Park Development,Telecommunications,Ministry of Communications,NTPC,Odisha,7858.46,9251.4,7891.26,74.2,2016-01-01,2021-03-05,2023-08-04,2021-06-03,42,17.73,1
PAIM-1326,Project PAIM-1326 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Andhra Pradesh,2930.19,2930.19,1997.06,76.2,2020-01-01,2021-11-21,2021-11-21,2021-06-24,0,5.0,0
PAIM-1379,Project PAIM-1379 - Expressway,Railways,Ministry of Railways,NHPC,Rajasthan,777.94,947.93,608.42,60.0,2013-06-01,2017-01-11,2019-02-06,2021-06-19,36,21.85,1
PAIM-1396,Project PAIM-1396 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Telangana,3198.53,3198.53,3040.74,100.0,2016-09-01,2021-03-09,2021-03-09,2021-06-07,0,2.1,0
PAIM-1406,Project PAIM-1406 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,NHAI,Odisha,5608.03,5608.03,5608.03,100.0,2015-06-01,2019-01-11,2019-01-11,2021-06-29,0,-1.8,0
PAIM-1431,Project PAIM-1431 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,4593.31,4593.31,954.32,24.0,2020-09-01,2024-04-13,2024-04-13,2021-06-28,0,-1.4,0
PAIM-1437,Project PAIM-1437 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Odisha,6076.87,6423.41,2432.85,40.0,2020-01-01,2022-07-19,2023-08-21,2021-06-24,19,14.66,1
PAIM-1468,Project PAIM-1468 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Telangana,5288.6,5704.99,3753.63,77.0,2017-05-01,2020-07-14,2022-03-14,2021-06-09,29,7.87,1
PAIM-1469,Project PAIM-1469 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,8261.89,10038.75,4229.94,38.9,2018-09-01,2022-08-11,2026-04-16,2021-06-17,64,25.81,1
