project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1058,Project PAIM-1058 - Railway Line Electrification,Telecommunications,Ministry of Communications,ONGC,West Bengal,1246.65,1564.87,297.62,20.1,2003-01-01,2008-10-01,2012-07-17,2005-10-17,66,30.63,1
PAIM-1103,Project PAIM-1103 - Bridge Construction,Power & Renewable Energy,Ministry of Power,POWERGRID,Assam,5885.29,6419.61,6054.59,87.5,2003-01-01,2004-07-24,2005-04-23,2005-10-17,13,10.89,1
PAIM-1152,Project PAIM-1152 - Bridge Construction,Telecommunications,Ministry of Communications,ONGC,Punjab,396.36,424.16,346.68,84.7,2001-09-01,2003-02-23,2003-06-28,2005-10-10,6,7.01,0
PAIM-1229,Project PAIM-1229 - Expressway,Power & Renewable Energy,Ministry of Power,NHAI,Odisha,534.63,551.36,76.01,13.5,2004-05-01,2008-09-07,2010-07-11,2005-10-23,32,8.05,1
PAIM-1268,Project PAIM-1268 - Bridge Construction,Coal,Ministry of Coal,NHPC,West Bengal,3378.92,4253.89,1532.32,31.9,2002-05-01,2007-07-04,2009-09-29,2005-10-12,39,25.9,1
PAIM-1283,Project PAIM-1283 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Odisha,5394.05,5394.05,609.52,12.4,2005-01-01,2008-04-15,2008-04-15,2005-10-28,15,10.83,1
PAIM-1324,Project PAIM-1324 - Railway Line Electrification,Coal,Ministry of Coal,CPWD,Telangana,6392.44,6392.44,2748.46,47.6,2003-09-01,2008-05-07,2008-05-07,2005-10-20,0,-0.8,0
PAIM-1325,Project PAIM-1325 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Punjab,2356.9,2356.9,704.16,30.3,2004-05-01,2009-08-03,2009-08-03,2005-10-23,0,0.0,0
PAIM-1385,Project PAIM-1385 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Karnataka,6371.96,7704.56,5127.09,71.5,2002-05-01,2003-10-23,2004-10-13,2005-10-12,17,20.91,1
PAIM-1394,Project PAIM-1394 - Railway Line Electrification,Coal,Ministry of Coal,DMRC,Uttar Pradesh,965.12,1038.65,711.02,77.5,2003-01-01,2005-03-21,2006-06-25,2005-10-17,22,9.14,1
PAIM-1453,Project PAIM-1453 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,7880.33,7880.33,3689.5,41.6,2004-05-01,2008-01-11,2008-01-11,2005-10-23,0,4.2,0
PAIM-1462,Project PAIM-1462 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Indian Railways,Gujarat,3626.52,3626.52,1751.36,50.2,2003-01-01,2008-10-31,2008-10-31,2005-10-17,0,4.7,0
