project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,248.63,69.6,2019-10-01,2023-06-12,2025-08-17,2023-03-14,38,25.83,1
PAIM-1060,Project PAIM-1060 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Madhya Pradesh,4029.4,5001.93,3183.45,60.0,2018-06-01,2021-02-15,2022-01-17,2023-03-07,16,24.14,1
PAIM-1064,Project PAIM-1064 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Telangana,1604.51,1604.51,589.57,33.1,2021-10-01,2026-07-07,2026-07-07,2023-03-25,0,4.9,0
PAIM-1065,Project PAIM-1065 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Rajasthan,2461.51,2461.51,1458.13,64.3,2019-10-01,2025-04-02,2025-04-02,2023-03-14,0,3.1,0
PAIM-1095,Project PAIM-1095 - Expressway,Railways,Ministry of Railways,DMRC,Karnataka,4292.99,5394.32,3579.08,60.0,2015-11-01,2020-05-08,2027-03-12,2023-03-24,119,25.65,1
PAIM-1116,Project PAIM-1116 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Telangana,206.03,220.56,135.13,71.3,2015-11-01,2019-02-13,2019-11-13,2023-03-24,13,7.05,1
PAIM-1122,Project PAIM-1122 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Bihar,2477.64,3010.22,1577.29,60.0,2015-03-01,2020-12-29,2022-03-15,2023-03-19,21,21.5,1
PAIM-1155,Project PAIM-1155 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,RVNL,Odisha,4621.87,4930.1,459.27,9.3,2021-10-01,2026-11-04,2030-12-25,2023-03-25,72,17.15,1
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2403.07,60.0,2016-07-01,2019-02-16,2020-10-16,2023-03-27,29,27.27,1
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,361.18,77.5,2018-06-01,2020-10-18,2021-10-09,2023-03-07,17,21.57,1
PAIM-1218,Project PAIM-1218 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Gujarat,4887.71,4887.71,2151.64,41.6,2021-10-01,2025-06-12,2025-06-12,2023-03-25,0,4.4,0
PAIM-1221,Project PAIM-1221 - Solar Park Development,Railways,Ministry of Railways,GAIL,Karnataka,2371.08,3468.3,1899.59,60.0,2015-03-01,2019-02-08,2023-08-25,2023-03-19,79,46.28,1
PAIM-1235,Project PAIM-1235 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,Coal India Limited,Odisha,880.18,880.18,880.18,100.0,2018-06-01,2021-09-13,2021-09-13,2023-03-07,0,4.7,0
PAIM-1249,Project PAIM-1249 - Solar Park Development,Telecommunications,Ministry of Communications,GAIL,Odisha,4956.8,6601.42,4265.58,60.0,2016-07-01,2020-07-10,2023-02-09,2023-03-27,45,33.18,1
PAIM-1252,Project PAIM-1252 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Gujarat,3778.33,4154.09,876.26,22.5,2021-02-01,2025-11-07,2028-01-13,2023-03-23,38,16.27,1
PAIM-1257,Project PAIM-1257 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,4399.81,4979.57,4077.52,80.0,2020-06-01,2023-02-16,2024-04-11,2023-03-18,20,15.81,1
PAIM-1258,Project PAIM-1258 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,4093.09,4093.09,4093.09,100.0,2016-07-01,2019-09-14,2019-09-14,2023-03-27,0,2.4,0
PAIM-1270,Project PAIM-1270 - Expressway,Power & Renewable Energy,Ministry of Power,GAIL,Gujarat,3116.62,3116.62,1097.12,34.2,2021-10-01,2026-05-08,2026-05-08,2023-03-25,0,2.6,0
PAIM-1285,Project PAIM-1285 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,West Bengal,3145.61,4029.27,2337.34,60.0,2017-03-01,2019-01-20,2019-10-20,2023-03-30,13,28.09,1
PAIM-1291,Project PAIM-1291 - Expressway,Coal,Ministry of Coal,NHAI,Rajasthan,4437.87,4920.02,4245.64,79.3,2017-10-01,2021-07-12,2022-07-03,2023-03-04,17,10.86,1
PAIM-1300,Project PAIM-1300 - Bridge Construction,Telecommunications,Ministry of Communications,POWERGRID,Haryana,1995.95,1995.95,1741.38,92.0,2019-10-01,2023-06-12,2023-06-12,2023-03-14,0,-1.9,0
