project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4640.42,3902.21,87.5,2015-01-01,2017-04-20,2018-03-22,2017-10-17,16,8.1,1
PAIM-1052,Project PAIM-1052 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,POWERGRID,Madhya Pradesh,7533.06,10124.27,6773.96,60.0,2011-02-01,2013-04-21,2015-04-04,2017-10-27,34,34.4,1
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2932.59,60.0,2011-02-01,2014-02-15,2016-01-08,2017-10-27,33,9.52,1
PAIM-1185,Project PAIM-1185 - Expressway,Railways,Ministry of Railways,GAIL,West Bengal,7646.16,9338.21,8133.56,77.5,2015-01-01,2016-10-22,2017-05-20,2017-10-17,10,26.56,1
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,6983.48,644.72,9.2,2017-01-01,2020-08-13,2020-08-13,2017-10-28,39,21.76,1
PAIM-1275,Project PAIM-1275 - Thermal Power Unit,Railways,Ministry of Railways,NTPC,West Bengal,7623.89,8212.41,4385.4,47.6,2015-09-01,2018-08-16,2020-12-24,2017-10-20,41,12.63,1
PAIM-1276,Project PAIM-1276 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,8046.72,8948.51,7436.8,82.0,2013-01-01,2016-07-14,2017-07-27,2017-10-07,18,11.21,1
PAIM-1280,Project PAIM-1280 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,6677.44,7172.26,4993.57,60.8,2009-10-01,2012-12-14,2014-07-04,2017-10-19,27,7.41,1
PAIM-1294,Project PAIM-1294 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Madhya Pradesh,2363.14,2363.14,2081.22,100.0,2010-06-01,2012-01-22,2012-01-22,2017-10-22,0,3.6,0
PAIM-1304,Project PAIM-1304 - Expressway,Railways,Ministry of Railways,NTPC,Assam,4046.8,4046.8,567.6,15.8,2017-01-01,2022-10-02,2022-10-02,2017-10-28,0,-1.3,0
PAIM-1306,Project PAIM-1306 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Punjab,1521.66,1631.52,587.92,31.6,2015-01-01,2020-02-04,2022-07-25,2017-10-17,43,8.66,1
PAIM-1309,Project PAIM-1309 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Odisha,7511.66,7511.66,7511.66,100.0,2012-05-01,2017-03-06,2017-03-06,2017-10-02,0,-1.1,0
PAIM-1368,Project PAIM-1368 - Gas Pipeline Expansion,Railways,Ministry of Railways,NTPC,Gujarat,5934.89,6454.05,1970.04,28.4,2016-05-01,2019-04-16,2020-12-14,2017-10-23,29,22.49,1
PAIM-1380,Project PAIM-1380 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Maharashtra,5235.39,5235.39,4979.7,100.0,2009-10-01,2011-09-21,2011-09-21,2017-10-19,0,3.0,0
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1034.4,75.87,8.6,2017-01-01,2020-07-14,2020-07-14,2017-10-28,45,35.69,1
PAIM-1454,Project PAIM-1454 - Bridge Construction,Telecommunications,Ministry of Communications,NHAI,Haryana,1705.75,1705.75,838.67,49.7,2016-05-01,2019-05-16,2019-05-16,2017-10-23,0,-0.7,0
PAIM-1478,Project PAIM-1478 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,CPWD,Tamil Nadu,2864.86,3469.92,2323.09,60.0,2010-06-01,2012-05-21,2013-10-28,2017-10-22,25,21.12,1
