project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,967.6,730.62,71.3,2003-07-01,2005-03-22,2005-11-07,2004-12-22,11,7.95,1
PAIM-1040,Project PAIM-1040 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,DMRC,Uttar Pradesh,4038.6,4038.6,2847.34,62.7,2002-11-01,2006-04-14,2006-04-14,2004-12-20,0,-0.8,0
PAIM-1076,Project PAIM-1076 - Railway Line Electrification,Railways,Ministry of Railways,CPWD,Haryana,1333.82,1449.74,203.13,15.9,2003-07-01,2008-01-06,2009-11-08,2004-12-22,32,22.35,1
PAIM-1084,Project PAIM-1084 - Bridge Construction,Coal,Ministry of Coal,DMRC,Gujarat,242.11,265.53,124.4,45.1,2002-11-01,2006-02-13,2006-11-13,2004-12-20,13,15.83,1
PAIM-1219,Project PAIM-1219 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Haryana,1024.04,1024.04,372.7,39.3,2003-07-01,2007-06-10,2007-06-10,2004-12-22,0,0.5,0
PAIM-1231,Project PAIM-1231 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,GAIL,Uttar Pradesh,3997.13,4831.39,637.17,15.0,2003-07-01,2007-02-10,2010-03-20,2004-12-22,54,53.67,1
PAIM-1387,Project PAIM-1387 - Bridge Construction,Railways,Ministry of Railways,NHAI,Karnataka,4915.05,6044.43,1944.18,32.3,2002-11-01,2006-02-13,2008-02-18,2004-12-20,35,37.6,1
PAIM-1422,Project PAIM-1422 - Solar Park Development,Telecommunications,Ministry of Communications,ONGC,Rajasthan,4968.4,5286.27,3119.39,62.2,2003-07-01,2005-04-21,2006-09-06,2004-12-22,24,16.45,1
PAIM-1449,Project PAIM-1449 - Expressway,Power & Renewable Energy,Ministry of Power,NHPC,Bihar,4976.93,6285.76,3488.12,57.6,2001-07-01,2005-04-11,2007-07-08,2004-12-12,39,26.3,1
PAIM-1498,Project PAIM-1498 - Metro Line Phase II,Railways,Ministry of Railways,RVNL,Tamil Nadu,1783.81,1783.81,1585.72,96.5,2002-11-01,2004-12-20,2004-12-20,2004-12-20,0,-0.9,0
