project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1003,Project PAIM-1003 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,GAIL,Karnataka,1693.53,2048.76,1548.65,74.7,2018-10-01,2022-03-14,2023-07-30,2022-03-14,24,20.98,1
PAIM-1011,Project PAIM-1011 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Tamil Nadu,8280.09,9635.69,7514.17,77.0,2018-02-01,2021-09-13,2022-06-13,2022-03-12,13,16.37,1
PAIM-1031,Project PAIM-1031 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Uttar Pradesh,6391.38,7182.37,4814.31,60.0,2014-11-01,2017-05-19,2018-12-27,2022-03-24,28,12.38,1
PAIM-1054,Project PAIM-1054 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Madhya Pradesh,5959.21,6755.86,4337.96,60.0,2016-10-01,2020-07-12,2024-11-03,2022-03-04,75,13.37,1
PAIM-1071,Project PAIM-1071 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Haryana,7879.38,8950.47,1904.55,20.6,2019-06-01,2024-11-01,2027-06-24,2022-03-17,46,16.31,1
PAIM-1083,Project PAIM-1083 - Expressway,Power & Renewable Energy,Ministry of Power,Coal India Limited,Bihar,6685.51,6685.51,6648.68,100.0,2014-03-01,2016-05-19,2016-05-19,2022-03-19,0,-0.4,0
PAIM-1094,Project PAIM-1094 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,5464.7,6620.91,1767.91,29.0,2019-06-01,2023-12-07,2027-09-02,2022-03-17,65,25.39,1
PAIM-1098,Project PAIM-1098 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,Indian Railways,Madhya Pradesh,4728.48,6613.06,4229.72,60.0,2015-07-01,2018-09-13,2020-08-26,2022-03-26,34,39.86,1
PAIM-1105,Project PAIM-1105 - Railway Line Electrification,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Madhya Pradesh,181.87,205.78,137.1,61.0,2015-07-01,2017-09-18,2018-03-26,2022-03-26,9,13.15,1
PAIM-1144,Project PAIM-1144 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Assam,6859.38,7373.01,4950.65,67.5,2015-07-01,2017-06-20,2017-10-23,2022-03-26,6,7.49,0
PAIM-1207,Project PAIM-1207 - Expressway,Power & Renewable Energy,Ministry of Power,DMRC,Odisha,5276.73,5276.73,307.12,6.5,2021-06-01,2025-10-08,2025-10-08,2022-03-28,42,30.39,1
PAIM-1237,Project PAIM-1237 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Telangana,1854.13,1854.13,1741.76,100.0,2014-11-01,2019-11-05,2019-11-05,2022-03-24,0,0.4,0
PAIM-1279,Project PAIM-1279 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Haryana,8331.36,9830.25,9652.34,87.3,2018-10-01,2020-08-21,2021-04-29,2022-03-14,12,17.99,1
PAIM-1330,Project PAIM-1330 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Bihar,842.34,842.34,263.71,29.5,2021-06-01,2024-04-16,2024-04-16,2022-03-28,0,1.4,0
PAIM-1337,Project PAIM-1337 - Expressway,Coal,Ministry of Coal,NHPC,Tamil Nadu,7616.42,8291.95,5911.96,68.5,2017-06-01,2022-02-05,2024-02-10,2022-03-07,35,8.87,1
PAIM-1343,Project PAIM-1343 - Solar Park Development,Railways,Ministry of Railways,ONGC,Tamil Nadu,1018.06,1018.06,167.77,17.6,2021-06-01,2026-07-05,2026-07-05,2022-03-28,0,3.1,0
PAIM-1346,Project PAIM-1346 - Gas Pipeline Expansion,Coal,Ministry of Coal,POWERGRID,Punjab,3545.41,4163.49,91.83,2.5,2020-10-01,2026-05-03,2032-08-29,2022-03-25,110,44.83,1
PAIM-1351,Project PAIM-1351 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,RVNL,Andhra Pradesh,8271.43,10560.98,7177.17,60.0,2016-02-01,2019-06-15,2021-04-17,2022-03-01,32,27.68,1
PAIM-1367,Project PAIM-1367 - Expressway,Telecommunications,Ministry of Communications,DMRC,Karnataka,4187.41,4579.22,1206.15,24.7,2020-02-01,2025-01-05,2026-10-18,2022-03-22,31,15.31,1
PAIM-1371,Project PAIM-1371 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,NHAI,Madhya Pradesh,1065.46,1065.46,1065.46,100.0,2016-02-01,2018-02-20,2018-02-20,2022-03-01,0,1.8,0
PAIM-1392,Project PAIM-1392 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,1269.9,1269.9,1213.04,100.0,2015-07-01,2018-03-17,2018-03-17,2022-03-26,0,4.9,0
PAIM-1400,Project PAIM-1400 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Uttar Pradesh,5549.29,7608.23,5062.02,60.0,2014-11-01,2020-01-04,2022-10-07,2022-03-24,48,37.1,1
PAIM-1407,Project PAIM-1407 - Expressway,Telecommunications,Ministry of Communications,NHAI,Bihar,7407.17,8663.0,1417.39,16.6,2019-06-01,2024-12-31,2027-02-16,2022-03-17,37,20.35,1
PAIM-1415,Project PAIM-1415 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,6053.71,7006.96,4338.14,60.0,2015-07-01,2018-01-16,2019-08-06,2022-03-26,27,15.75,1
PAIM-1441,Project PAIM-1441 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,NHPC,West Bengal,4632.85,4632.85,2514.1,55.9,2019-06-01,2024-08-03,2024-08-03,2022-03-17,0,1.7,0
PAIM-1447,Project PAIM-1447 - Solar Park Development,Coal,Ministry of Coal,Coal India Limited,West Bengal,2743.52,3853.28,2544.66,60.0,2014-11-01,2019-04-09,2020-10-27,2022-03-24,27,40.45,1
PAIM-1461,Project PAIM-1461 - Expressway,Coal,Ministry of Coal,Coal India Limited,Tamil Nadu,4848.05,6079.47,4276.44,62.5,2019-06-01,2021-11-17,2024-12-03,2022-03-17,53,30.48,1
