project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1003,Project PAIM-1003 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,GAIL,Karnataka,1693.53,2048.76,1146.65,60.0,2018-10-01,2022-03-14,2023-07-30,2024-10-29,24,20.98,1
PAIM-1009,Project PAIM-1009 - Thermal Power Unit,Telecommunications,Ministry of Communications,NTPC,Karnataka,5537.19,5846.64,4202.03,70.7,2020-09-01,2025-03-09,2026-03-22,2024-10-10,18,5.59,1
PAIM-1011,Project PAIM-1011 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Tamil Nadu,8280.09,9635.69,6036.24,61.0,2018-02-01,2021-09-13,2022-06-13,2024-10-27,13,16.37,1
PAIM-1054,Project PAIM-1054 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Madhya Pradesh,5959.21,6755.86,3636.82,60.0,2016-10-01,2020-07-12,2024-11-03,2024-10-19,75,13.37,1
PAIM-1134,Project PAIM-1134 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Uttar Pradesh,5532.34,6101.14,4170.41,67.8,2022-09-01,2025-01-18,2026-10-31,2024-10-20,31,16.82,1
PAIM-1150,Project PAIM-1150 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Punjab,1929.26,2051.25,1488.59,69.0,2019-05-01,2021-08-18,2022-06-29,2024-10-01,15,6.32,1
PAIM-1177,Project PAIM-1177 - Gas Pipeline Expansion,Coal,Ministry of Coal,POWERGRID,Maharashtra,4413.35,5292.81,4066.19,80.8,2020-09-01,2024-03-14,2025-02-13,2024-10-10,16,19.93,1
PAIM-1183,Project PAIM-1183 - Thermal Power Unit,Coal,Ministry of Coal,Coal India Limited,Odisha,4966.76,5520.88,3152.15,54.5,2023-05-01,2025-04-20,2026-07-05,2024-10-22,21,28.69,1
PAIM-1216,Project PAIM-1216 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Maharashtra,7102.31,9125.49,3707.14,38.0,2020-01-01,2025-09-01,2029-11-11,2024-10-06,73,28.49,1
PAIM-1232,Project PAIM-1232 - Expressway,Railways,Ministry of Railways,RVNL,Punjab,1694.08,1835.15,1261.29,60.5,2022-09-01,2025-05-18,2026-09-12,2024-10-20,23,13.63,1
PAIM-1274,Project PAIM-1274 - Gas Pipeline Expansion,Coal,Ministry of Coal,ONGC,Rajasthan,8085.06,9605.55,8384.84,77.5,2020-01-01,2021-07-24,2021-11-26,2024-10-06,6,18.81,1
PAIM-1279,Project PAIM-1279 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Haryana,8331.36,9830.25,8619.74,76.7,2018-10-01,2020-08-21,2021-04-29,2024-10-29,12,17.99,1
PAIM-1296,Project PAIM-1296 - Gas Pipeline Expansion,Coal,Ministry of Coal,ONGC,Telangana,282.36,290.58,120.62,40.0,2023-05-01,2025-11-16,2026-05-03,2024-10-22,8,7.49,1
PAIM-1326,Project PAIM-1326 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Andhra Pradesh,2930.19,2930.19,2930.19,100.0,2020-01-01,2021-11-21,2021-11-21,2024-10-06,0,5.0,0
PAIM-1337,Project PAIM-1337 - Expressway,Coal,Ministry of Coal,NHPC,Tamil Nadu,7616.42,8291.95,5716.68,60.0,2017-06-01,2022-02-05,2024-02-10,2024-10-22,35,8.87,1
PAIM-1345,Project PAIM-1345 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NTPC,Assam,4211.48,4959.64,4363.64,87.5,2022-01-01,2024-03-21,2025-03-12,2024-10-17,17,21.32,1
PAIM-1408,Project PAIM-1408 - Bridge Construction,Coal,Ministry of Coal,NTPC,Telangana,3693.65,3693.65,3693.65,100.0,2021-05-01,2024-09-12,2024-09-12,2024-10-12,0,3.5,0
PAIM-1431,Project PAIM-1431 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,4593.31,4593.31,3957.88,100.0,2020-09-01,2024-04-13,2024-04-13,2024-10-10,0,-1.4,0
PAIM-1437,Project PAIM-1437 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Odisha,6076.87,6967.98,6148.07,77.5,2020-01-01,2022-07-19,2023-08-21,2024-10-06,19,14.66,1
PAIM-1450,Project PAIM-1450 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHAI,Punjab,1545.57,1545.57,999.17,74.2,2022-01-01,2025-10-12,2025-10-12,2024-10-17,0,2.7,0
