project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1003,Project PAIM-1003 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,GAIL,Karnataka,1693.53,1693.53,170.41,10.0,2018-10-01,2022-03-14,2022-03-14,2019-07-28,24,20.98,1
PAIM-1011,Project PAIM-1011 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Tamil Nadu,8280.09,8807.27,1859.98,22.0,2018-02-01,2021-09-13,2022-06-13,2019-07-26,13,16.37,1
PAIM-1030,Project PAIM-1030 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NHAI,Gujarat,3997.5,3997.5,3997.5,100.0,2014-02-01,2016-01-22,2016-01-22,2019-07-05,0,1.4,0
PAIM-1041,Project PAIM-1041 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Maharashtra,2651.63,2959.49,2262.12,70.8,2013-07-01,2016-11-12,2018-03-09,2019-07-30,23,11.61,1
PAIM-1046,Project PAIM-1046 - Solar Park Development,Railways,Ministry of Railways,GAIL,Gujarat,3349.21,3744.84,3142.81,74.2,2014-02-01,2016-03-22,2016-09-27,2019-07-05,9,11.81,1
PAIM-1054,Project PAIM-1054 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Madhya Pradesh,5959.21,6623.09,2530.03,37.4,2016-10-01,2020-07-12,2024-11-03,2019-07-18,75,13.37,1
PAIM-1072,Project PAIM-1072 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Tamil Nadu,1556.51,1883.36,1333.11,73.1,2014-10-01,2019-08-06,2021-11-01,2019-07-07,39,21.0,1
PAIM-1149,Project PAIM-1149 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,1587.12,1866.79,1511.62,77.0,2015-06-01,2017-02-20,2017-07-16,2019-07-10,7,17.62,1
PAIM-1162,Project PAIM-1162 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Tamil Nadu,5754.16,7226.56,3948.63,60.0,2012-11-01,2015-01-20,2016-07-19,2019-07-28,26,25.59,1
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7735.38,100.0,2012-03-01,2013-12-21,2013-12-21,2019-07-23,0,3.8,0
PAIM-1253,Project PAIM-1253 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Assam,7377.52,7377.52,7377.52,100.0,2014-10-01,2019-03-09,2019-03-09,2019-07-07,0,-1.5,0
PAIM-1279,Project PAIM-1279 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Haryana,8331.36,8331.36,2092.78,27.5,2018-10-01,2020-08-21,2020-08-21,2019-07-28,12,17.99,1
PAIM-1337,Project PAIM-1337 - Expressway,Coal,Ministry of Coal,NHPC,Tamil Nadu,7616.42,8029.24,1462.02,21.4,2017-06-01,2022-02-05,2024-02-10,2019-07-21,35,8.87,1
PAIM-1351,Project PAIM-1351 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,RVNL,Andhra Pradesh,8271.43,10560.98,7153.33,74.7,2016-02-01,2019-06-15,2021-04-17,2019-07-15,32,27.68,1
PAIM-1371,Project PAIM-1371 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,NHAI,Madhya Pradesh,1065.46,1065.46,933.63,100.0,2016-02-01,2018-02-20,2018-02-20,2019-07-15,0,1.8,0
PAIM-1376,Project PAIM-1376 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Gujarat,7287.08,7287.08,7287.08,100.0,2012-03-01,2014-05-20,2014-05-20,2019-07-23,0,-1.1,0
PAIM-1378,Project PAIM-1378 - Metro Line Phase II,Telecommunications,Ministry of Communications,CPWD,Rajasthan,5157.53,5764.75,3399.98,60.8,2011-07-01,2017-01-30,2019-04-28,2019-07-19,39,11.77,1
PAIM-1406,Project PAIM-1406 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,NHAI,Odisha,5608.03,5608.03,5608.03,100.0,2015-06-01,2019-01-11,2019-01-11,2019-07-10,0,-1.8,0
