project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1053,Project PAIM-1053 - Solar Park Development,Power & Renewable Energy,Ministry of Power,GAIL,Tamil Nadu,6481.29,7299.63,1348.71,19.1,2017-08-01,2023-01-02,2023-12-24,2019-09-20,17,20.66,1
PAIM-1087,Project PAIM-1087 - Expressway,Coal,Ministry of Coal,ONGC,Gujarat,3386.42,3796.16,2461.66,60.0,2014-04-01,2017-03-16,2018-05-31,2019-09-02,21,12.1,1
PAIM-1141,Project PAIM-1141 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Gujarat,3991.02,5076.87,2298.87,46.8,2015-08-01,2020-09-03,2022-10-20,2019-09-09,37,27.21,1
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,2842.55,69.3,2015-08-01,2017-11-18,2019-10-11,2019-09-09,33,8.84,1
PAIM-1182,Project PAIM-1182 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Andhra Pradesh,4265.04,4265.04,4265.04,100.0,2014-04-01,2018-12-06,2018-12-06,2019-09-02,0,0.5,0
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,194.99,60.0,2014-12-01,2018-01-14,2020-05-24,2019-09-06,41,30.79,1
PAIM-1211,Project PAIM-1211 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Assam,7049.95,7871.44,2078.21,27.1,2018-04-01,2021-04-15,2023-03-08,2019-09-23,33,29.96,1
PAIM-1215,Project PAIM-1215 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Odisha,4716.86,4716.86,2027.05,46.6,2018-12-01,2020-08-22,2020-08-22,2019-09-27,0,4.9,0
PAIM-1220,Project PAIM-1220 - Expressway,Railways,Ministry of Railways,GAIL,Tamil Nadu,1524.58,1524.58,949.94,58.4,2016-12-01,2021-11-05,2021-11-05,2019-09-17,0,2.1,0
PAIM-1224,Project PAIM-1224 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,DMRC,Madhya Pradesh,6933.46,6933.46,536.41,8.3,2018-12-01,2023-01-09,2023-01-09,2019-09-27,34,18.74,1
PAIM-1276,Project PAIM-1276 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,8046.72,8948.51,5956.27,74.0,2013-01-01,2016-07-14,2017-07-27,2019-09-27,18,11.21,1
PAIM-1290,Project PAIM-1290 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Madhya Pradesh,6161.97,6161.97,918.27,13.4,2018-12-01,2021-12-15,2021-12-15,2019-09-27,13,17.49,1
PAIM-1309,Project PAIM-1309 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Odisha,7511.66,7511.66,7511.66,100.0,2012-05-01,2017-03-06,2017-03-06,2019-09-22,0,-1.1,0
PAIM-1338,Project PAIM-1338 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Telangana,5083.31,6044.04,4108.71,60.0,2011-09-01,2013-10-20,2014-08-09,2019-09-19,14,18.9,1
