project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1004,Project PAIM-1004 - Expressway,Telecommunications,Ministry of Communications,CPWD,Madhya Pradesh,3447.26,4470.9,2731.83,60.0,2008-08-01,2010-01-23,2010-10-23,2015-12-23,13,29.69,1
PAIM-1025,Project PAIM-1025 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Telangana,799.08,799.08,799.08,100.0,2009-04-01,2015-01-30,2015-01-30,2015-12-26,0,3.7,0
PAIM-1029,Project PAIM-1029 - Gas Pipeline Expansion,Coal,Ministry of Coal,Indian Railways,Andhra Pradesh,1896.24,1896.24,1896.24,100.0,2011-11-01,2013-08-22,2013-08-22,2015-12-10,0,-1.0,0
PAIM-1038,Project PAIM-1038 - Bridge Construction,Power & Renewable Energy,Ministry of Power,NTPC,Karnataka,4681.75,5171.84,3747.27,84.7,2011-11-01,2014-10-16,2015-06-24,2015-12-10,12,10.47,1
PAIM-1047,Project PAIM-1047 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Maharashtra,4294.66,4653.46,2283.0,53.1,2013-11-01,2016-10-16,2018-01-20,2015-12-21,22,13.67,1
PAIM-1056,Project PAIM-1056 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,225.75,225.75,225.75,100.0,2013-03-01,2015-02-19,2015-02-19,2015-12-16,0,3.9,0
PAIM-1112,Project PAIM-1112 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,7449.76,8420.7,6950.72,89.0,2013-11-01,2015-06-24,2016-01-20,2015-12-21,10,21.33,1
PAIM-1122,Project PAIM-1122 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Bihar,2477.64,2477.64,103.59,3.8,2015-03-01,2020-12-29,2020-12-29,2015-12-26,21,21.5,1
PAIM-1130,Project PAIM-1130 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Karnataka,862.6,1127.19,724.24,60.0,2011-03-01,2015-08-07,2017-04-06,2015-12-05,29,30.67,1
PAIM-1156,Project PAIM-1156 - Thermal Power Unit,Telecommunications,Ministry of Communications,DMRC,Bihar,7321.12,8349.85,5338.67,60.0,2010-07-01,2015-09-03,2019-03-28,2015-12-02,62,14.05,1
PAIM-1221,Project PAIM-1221 - Solar Park Development,Railways,Ministry of Railways,GAIL,Karnataka,2371.08,2371.08,107.53,5.3,2015-03-01,2019-02-08,2019-02-08,2015-12-26,79,46.28,1
PAIM-1222,Project PAIM-1222 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Odisha,7762.91,8365.17,4992.82,61.0,2009-04-01,2012-12-11,2014-12-16,2015-12-26,35,7.76,1
PAIM-1238,Project PAIM-1238 - Solar Park Development,Railways,Ministry of Railways,Indian Railways,Bihar,2200.35,2456.77,1730.1,74.0,2009-04-01,2014-11-01,2016-09-23,2015-12-26,33,11.65,1
PAIM-1262,Project PAIM-1262 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Odisha,2734.07,3196.74,2339.66,84.2,2012-07-01,2015-10-14,2016-08-02,2015-12-13,14,16.92,1
PAIM-1266,Project PAIM-1266 - Metro Line Phase II,Railways,Ministry of Railways,Indian Railways,Uttar Pradesh,3875.52,3875.52,3339.25,100.0,2012-07-01,2015-04-17,2015-04-17,2015-12-13,0,2.3,0
PAIM-1308,Project PAIM-1308 - Solar Park Development,Railways,Ministry of Railways,ONGC,Odisha,1889.12,1889.12,1638.76,100.0,2012-07-01,2015-09-14,2015-09-14,2015-12-13,0,4.4,0
PAIM-1316,Project PAIM-1316 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,Karnataka,3291.52,4041.52,2722.49,60.0,2008-08-01,2012-04-12,2014-07-31,2015-12-23,40,22.79,1
PAIM-1341,Project PAIM-1341 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Odisha,5695.24,5695.24,5681.35,100.0,2010-07-01,2015-03-07,2015-03-07,2015-12-02,0,-0.9,0
PAIM-1344,Project PAIM-1344 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,West Bengal,6464.55,7171.05,1542.44,21.5,2013-11-01,2019-03-05,2020-08-11,2015-12-21,25,17.88,1
PAIM-1443,Project PAIM-1443 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Punjab,7470.31,7470.31,505.35,6.9,2015-03-01,2019-12-05,2019-12-05,2015-12-26,17,14.81,1
PAIM-1477,Project PAIM-1477 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Uttar Pradesh,706.34,706.34,489.88,73.5,2011-11-01,2017-07-02,2017-07-02,2015-12-10,0,1.4,0
