project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,4636.08,86.8,2003-12-01,2007-11-10,2007-11-10,2007-05-14,0,-1.4,0
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,8106.5,1633.47,21.3,2005-12-01,2009-04-14,2012-03-19,2007-05-25,51,24.92,1
PAIM-1035,Project PAIM-1035 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NTPC,Haryana,1040.94,1075.87,84.69,7.7,2005-12-01,2011-09-01,2013-07-24,2007-05-25,33,8.63,1
PAIM-1077,Project PAIM-1077 - Metro Line Phase II,Coal,Ministry of Coal,NHAI,Telangana,714.56,750.16,321.63,40.8,2005-12-01,2008-05-19,2009-06-01,2007-05-25,18,12.81,1
PAIM-1080,Project PAIM-1080 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Punjab,8434.52,10743.81,7275.78,62.3,2005-04-01,2007-08-19,2009-03-28,2007-05-21,28,44.8,1
PAIM-1102,Project PAIM-1102 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Assam,8362.4,9212.4,8366.42,79.3,2001-12-01,2004-03-20,2004-08-13,2007-05-04,7,10.16,1
PAIM-1106,Project PAIM-1106 - Thermal Power Unit,Railways,Ministry of Railways,DMRC,Assam,151.57,151.57,134.63,100.0,2002-08-01,2005-09-14,2005-09-14,2007-05-07,0,0.9,0
PAIM-1111,Project PAIM-1111 - Expressway,Railways,Ministry of Railways,NHAI,Tamil Nadu,1787.42,1787.42,1787.42,100.0,2003-04-01,2005-08-18,2005-08-18,2007-05-10,0,-0.5,0
PAIM-1123,Project PAIM-1123 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Assam,3062.65,3062.65,2592.36,85.2,2003-12-01,2007-12-10,2007-12-10,2007-05-14,0,4.1,0
PAIM-1135,Project PAIM-1135 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,NHAI,Maharashtra,8060.75,8060.75,1729.39,19.0,2006-08-01,2011-04-07,2011-04-07,2007-05-28,0,2.8,0
PAIM-1140,Project PAIM-1140 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Madhya Pradesh,4993.74,4993.74,3652.72,73.2,2003-12-01,2008-09-05,2008-09-05,2007-05-14,0,4.6,0
PAIM-1199,Project PAIM-1199 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5768.27,6654.29,3630.16,53.8,2004-08-01,2008-03-13,2010-02-24,2007-05-18,34,18.43,1
PAIM-1248,Project PAIM-1248 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Assam,2504.02,2504.02,2082.67,97.3,2001-12-01,2007-06-03,2007-06-03,2007-05-04,0,2.3,0
PAIM-1263,Project PAIM-1263 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,DMRC,West Bengal,8110.11,8110.11,6483.06,93.8,2003-12-01,2007-07-13,2007-07-13,2007-05-14,0,-1.4,0
PAIM-1353,Project PAIM-1353 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,GAIL,Punjab,6032.52,6945.53,4502.22,74.2,2001-12-01,2005-10-11,2007-02-05,2007-05-04,23,15.13,1
PAIM-1381,Project PAIM-1381 - Gas Pipeline Expansion,Railways,Ministry of Railways,POWERGRID,Tamil Nadu,4406.47,4406.47,589.74,12.9,2006-08-01,2009-08-15,2009-08-15,2007-05-28,19,8.96,1
PAIM-1399,Project PAIM-1399 - Solar Park Development,Power & Renewable Energy,Ministry of Power,Coal India Limited,Madhya Pradesh,7690.86,9613.74,4838.52,50.9,2004-08-01,2008-02-12,2009-12-15,2007-05-18,32,30.0,1
PAIM-1455,Project PAIM-1455 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Indian Railways,Maharashtra,2556.57,2556.57,1013.25,40.0,2005-12-01,2009-10-11,2009-10-11,2007-05-25,0,2.4,0
PAIM-1463,Project PAIM-1463 - Expressway,Water Resources,Ministry of Jal Shakti,GAIL,Andhra Pradesh,3590.15,3590.15,3590.15,100.0,2001-12-01,2005-02-13,2005-02-13,2007-05-04,0,2.5,0
PAIM-1465,Project PAIM-1465 - Solar Park Development,Water Resources,Ministry of Jal Shakti,Indian Railways,West Bengal,7328.21,7328.21,1913.37,24.0,2006-08-01,2008-08-20,2008-08-20,2007-05-28,7,16.01,1
