project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1008,Project PAIM-1008 - Expressway,Railways,Ministry of Railways,NTPC,Haryana,1359.87,1566.31,210.15,12.9,2012-10-01,2018-08-01,2020-08-26,2014-11-20,36,24.84,1
PAIM-1030,Project PAIM-1030 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NHAI,Gujarat,3997.5,3997.5,1748.2,41.4,2014-02-01,2016-01-22,2016-01-22,2014-11-28,0,1.4,0
PAIM-1046,Project PAIM-1046 - Solar Park Development,Railways,Ministry of Railways,GAIL,Gujarat,3349.21,3349.21,712.08,22.7,2014-02-01,2016-03-22,2016-03-22,2014-11-28,9,11.81,1
PAIM-1059,Project PAIM-1059 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,CPWD,Maharashtra,911.22,1103.62,779.39,70.8,2008-11-01,2014-01-04,2014-12-06,2014-11-30,16,21.11,1
PAIM-1089,Project PAIM-1089 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Rajasthan,943.35,943.35,943.35,100.0,2008-11-01,2012-09-11,2012-09-11,2014-11-30,0,4.5,0
PAIM-1090,Project PAIM-1090 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Rajasthan,5628.95,5628.95,3688.59,73.2,2011-06-01,2016-03-06,2016-03-06,2014-11-12,0,-1.2,0
PAIM-1091,Project PAIM-1091 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,CPWD,Gujarat,1486.6,1736.89,1152.41,73.2,2010-10-01,2012-03-24,2012-08-17,2014-11-09,7,16.84,1
PAIM-1115,Project PAIM-1115 - Expressway,Coal,Ministry of Coal,DMRC,Odisha,5078.88,5949.44,4071.2,70.7,2012-02-01,2015-03-17,2015-11-02,2014-11-17,11,20.57,1
PAIM-1118,Project PAIM-1118 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Rajasthan,3827.69,3827.69,3827.69,100.0,2010-02-01,2012-09-18,2012-09-18,2014-11-07,0,-0.1,0
PAIM-1171,Project PAIM-1171 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Uttar Pradesh,743.14,743.14,680.0,84.9,2012-10-01,2015-03-20,2015-03-20,2014-11-20,0,-0.8,0
PAIM-1173,Project PAIM-1173 - Expressway,Telecommunications,Ministry of Communications,GAIL,Gujarat,3645.37,4333.87,2788.83,60.0,2009-06-01,2014-02-05,2018-01-24,2014-11-02,69,18.89,1
PAIM-1208,Project PAIM-1208 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Karnataka,6281.95,6975.85,6592.64,84.2,2011-06-01,2013-02-20,2013-10-08,2014-11-12,11,11.05,1
PAIM-1350,Project PAIM-1350 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHAI,Bihar,5517.18,6401.71,3317.69,48.7,2010-10-01,2016-03-03,2018-08-02,2014-11-09,42,16.03,1
PAIM-1355,Project PAIM-1355 - Metro Line Phase II,Coal,Ministry of Coal,NHPC,Tamil Nadu,1223.64,1334.88,863.35,68.7,2006-11-01,2009-05-19,2010-01-04,2014-11-19,11,9.09,1
PAIM-1379,Project PAIM-1379 - Expressway,Railways,Ministry of Railways,NHPC,Rajasthan,777.94,844.05,169.34,18.5,2013-06-01,2017-01-11,2019-02-06,2014-11-23,36,21.85,1
PAIM-1391,Project PAIM-1391 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Odisha,7413.91,7413.91,7413.91,100.0,2006-11-01,2011-04-09,2011-04-09,2014-11-19,0,3.1,0
PAIM-1403,Project PAIM-1403 - Thermal Power Unit,Telecommunications,Ministry of Communications,NHPC,Telangana,8126.28,8126.28,8126.28,100.0,2008-11-01,2013-09-06,2013-09-06,2014-11-30,0,-0.4,0
PAIM-1440,Project PAIM-1440 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Punjab,7947.72,7947.72,7947.72,100.0,2006-11-01,2011-12-05,2011-12-05,2014-11-19,0,0.9,0
