project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,141.53,33.1,2019-12-01,2024-09-05,2024-09-05,2021-05-24,0,1.0,0
PAIM-1048,Project PAIM-1048 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Maharashtra,1695.86,2372.31,1407.5,57.8,2016-08-01,2021-05-07,2024-09-27,2021-05-07,59,39.89,1
PAIM-1075,Project PAIM-1075 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Gujarat,2672.21,2672.21,1874.68,65.5,2019-04-01,2022-07-14,2022-07-14,2021-05-20,0,1.2,0
PAIM-1081,Project PAIM-1081 - Expressway,Coal,Ministry of Coal,DMRC,Maharashtra,7855.02,8448.98,5325.81,64.2,2014-01-01,2018-02-09,2019-05-16,2021-05-24,22,7.56,1
PAIM-1085,Project PAIM-1085 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Karnataka,2183.04,2343.06,768.05,30.0,2018-08-01,2023-08-05,2026-08-21,2021-05-17,53,8.8,1
PAIM-1107,Project PAIM-1107 - Solar Park Development,Telecommunications,Ministry of Communications,CPWD,Assam,5395.79,5567.82,5204.76,90.8,2019-04-01,2021-03-21,2021-09-05,2021-05-20,8,5.22,1
PAIM-1117,Project PAIM-1117 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,West Bengal,6464.38,9386.51,5701.87,60.0,2015-05-01,2018-01-15,2019-09-15,2021-05-29,29,45.2,1
PAIM-1139,Project PAIM-1139 - Metro Line Phase II,Coal,Ministry of Coal,NTPC,Tamil Nadu,8090.25,8090.25,7562.31,100.0,2014-01-01,2018-12-06,2018-12-06,2021-05-24,0,2.6,0
PAIM-1204,Project PAIM-1204 - Solar Park Development,Power & Renewable Energy,Ministry of Power,CPWD,West Bengal,2717.87,2717.87,2364.57,100.0,2015-05-01,2020-05-04,2020-05-04,2021-05-29,0,1.7,0
PAIM-1239,Project PAIM-1239 - Bridge Construction,Power & Renewable Energy,Ministry of Power,CPWD,Andhra Pradesh,2296.47,3198.73,1828.18,60.0,2015-12-01,2018-05-19,2019-08-23,2021-05-03,22,39.29,1
PAIM-1240,Project PAIM-1240 - Solar Park Development,Water Resources,Ministry of Jal Shakti,POWERGRID,Haryana,6342.59,6342.59,5876.6,91.4,2016-08-01,2021-10-04,2021-10-04,2021-05-07,0,2.7,0
PAIM-1363,Project PAIM-1363 - Expressway,Water Resources,Ministry of Jal Shakti,DMRC,Uttar Pradesh,3215.87,3215.87,868.28,24.0,2020-08-01,2022-08-21,2022-08-21,2021-05-28,13,17.5,1
PAIM-1421,Project PAIM-1421 - Metro Line Phase II,Telecommunications,Ministry of Communications,Indian Railways,Maharashtra,1467.89,1551.87,519.12,38.8,2019-12-01,2022-06-18,2023-11-03,2021-05-24,24,14.71,1
PAIM-1434,Project PAIM-1434 - Bridge Construction,Telecommunications,Ministry of Communications,Coal India Limited,Madhya Pradesh,6620.28,6620.28,6620.28,100.0,2016-08-01,2020-02-12,2020-02-12,2021-05-07,0,-1.1,0
PAIM-1444,Project PAIM-1444 - Gas Pipeline Expansion,Coal,Ministry of Coal,RVNL,Bihar,8303.79,12145.49,7932.69,60.0,2016-08-01,2019-04-18,2022-04-14,2021-05-07,52,46.26,1
PAIM-1452,Project PAIM-1452 - Bridge Construction,Water Resources,Ministry of Jal Shakti,POWERGRID,Haryana,4123.82,4781.95,2960.67,65.0,2015-12-01,2021-08-31,2023-07-24,2021-05-03,33,15.96,1
PAIM-1481,Project PAIM-1481 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Gujarat,4039.18,4039.18,1629.48,39.9,2020-08-01,2022-08-21,2022-08-21,2021-05-28,0,4.4,0
PAIM-1482,Project PAIM-1482 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Punjab,6983.66,6983.66,6068.3,100.0,2013-05-01,2015-08-19,2015-08-19,2021-05-19,0,1.7,0
PAIM-1485,Project PAIM-1485 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Bihar,1145.56,1145.56,513.04,46.6,2020-08-01,2022-04-23,2022-04-23,2021-05-28,0,4.1,0
