project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1019,Project PAIM-1019 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,Andhra Pradesh,938.6,1013.18,725.7,79.3,2003-07-01,2005-03-22,2005-11-07,2008-12-01,11,7.95,1
PAIM-1042,Project PAIM-1042 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Odisha,7643.54,11004.06,7039.81,60.0,2002-12-01,2007-12-05,2012-09-11,2008-12-29,83,43.97,1
PAIM-1073,Project PAIM-1073 - Thermal Power Unit,Telecommunications,Ministry of Communications,Coal India Limited,Telangana,8121.41,8121.41,8121.41,100.0,2004-11-01,2007-12-16,2007-12-16,2008-12-10,0,-0.8,0
PAIM-1076,Project PAIM-1076 - Railway Line Electrification,Railways,Ministry of Railways,CPWD,Haryana,1333.82,1631.89,1354.06,74.2,2003-07-01,2008-01-06,2009-11-08,2008-12-01,32,22.35,1
PAIM-1099,Project PAIM-1099 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHAI,Maharashtra,8337.32,9205.75,7157.05,76.7,2002-12-01,2007-08-07,2008-05-06,2008-12-29,13,10.42,1
PAIM-1109,Project PAIM-1109 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,690.14,690.14,666.23,100.0,2001-08-01,2005-04-12,2005-04-12,2008-12-22,0,3.4,0
PAIM-1161,Project PAIM-1161 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,RVNL,Assam,6050.4,6050.4,5331.03,100.0,2004-11-01,2007-11-16,2007-11-16,2008-12-10,0,0.7,0
PAIM-1175,Project PAIM-1175 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Madhya Pradesh,3249.27,3721.88,715.16,19.1,2006-03-01,2011-10-01,2015-01-30,2008-12-15,58,17.45,1
PAIM-1219,Project PAIM-1219 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Haryana,1024.04,1024.04,967.54,100.0,2003-07-01,2007-06-10,2007-06-10,2008-12-01,0,0.5,0
PAIM-1231,Project PAIM-1231 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,GAIL,Uttar Pradesh,3997.13,6142.38,4037.98,60.0,2003-07-01,2007-02-10,2010-03-20,2008-12-01,54,53.67,1
PAIM-1242,Project PAIM-1242 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Haryana,4939.25,5700.9,4828.5,76.7,2002-12-01,2007-04-09,2008-03-30,2008-12-29,17,15.42,1
PAIM-1247,Project PAIM-1247 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Punjab,3671.3,3671.3,3434.73,100.0,2002-04-01,2005-09-12,2005-09-12,2008-12-25,0,0.2,0
PAIM-1302,Project PAIM-1302 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Maharashtra,6108.62,6108.62,6108.62,100.0,2001-08-01,2003-08-21,2003-08-21,2008-12-22,0,0.1,0
PAIM-1311,Project PAIM-1311 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Bihar,6111.55,6111.55,6111.55,100.0,2002-04-01,2005-12-11,2005-12-11,2008-12-25,0,2.1,0
PAIM-1348,Project PAIM-1348 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Rajasthan,7354.14,8930.92,4682.82,60.0,2001-08-01,2004-06-16,2006-06-21,2008-12-22,35,21.44,1
PAIM-1355,Project PAIM-1355 - Metro Line Phase II,Coal,Ministry of Coal,NHPC,Tamil Nadu,1223.64,1291.62,1006.74,68.3,2006-11-01,2009-05-19,2010-01-04,2008-12-20,11,9.09,1
PAIM-1386,Project PAIM-1386 - Expressway,Water Resources,Ministry of Jal Shakti,Coal India Limited,Punjab,2416.09,2812.78,1617.89,64.2,2001-08-01,2006-03-08,2008-06-03,2008-12-22,39,16.42,1
PAIM-1391,Project PAIM-1391 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Odisha,7413.91,7413.91,3172.6,50.0,2006-11-01,2011-04-09,2011-04-09,2008-12-20,0,3.1,0
PAIM-1422,Project PAIM-1422 - Solar Park Development,Telecommunications,Ministry of Communications,ONGC,Rajasthan,4968.4,5785.77,3483.48,60.0,2003-07-01,2005-04-21,2006-09-06,2008-12-01,24,16.45,1
PAIM-1423,Project PAIM-1423 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHAI,Bihar,4938.72,6242.62,3256.2,60.0,2002-04-01,2004-10-17,2006-10-22,2008-12-25,35,26.4,1
PAIM-1440,Project PAIM-1440 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Punjab,7947.72,7947.72,3908.31,44.2,2006-11-01,2011-12-05,2011-12-05,2008-12-20,0,0.9,0
PAIM-1459,Project PAIM-1459 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,GAIL,Haryana,2440.09,2784.97,2041.08,82.5,2006-03-01,2008-03-20,2008-11-05,2008-12-15,11,16.96,1
PAIM-1474,Project PAIM-1474 - Metro Line Phase II,Railways,Ministry of Railways,NTPC,Telangana,4812.51,4812.51,2651.05,55.9,2006-03-01,2011-05-04,2011-05-04,2008-12-15,0,0.3,0
