project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1001,Project PAIM-1001 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Madhya Pradesh,5148.8,5369.59,3458.88,68.7,2007-10-01,2009-11-19,2010-07-28,2015-10-19,12,4.29,1
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4347.02,1003.97,20.4,2015-01-01,2017-04-20,2017-04-20,2015-10-28,16,8.1,1
PAIM-1096,Project PAIM-1096 - Solar Park Development,Coal,Ministry of Coal,Coal India Limited,Karnataka,6852.07,8130.24,5152.0,74.2,2010-05-01,2014-12-06,2017-03-03,2015-10-02,39,18.65,1
PAIM-1185,Project PAIM-1185 - Expressway,Railways,Ministry of Railways,GAIL,West Bengal,7646.16,7646.16,1837.72,26.8,2015-01-01,2016-10-22,2016-10-22,2015-10-28,10,26.56,1
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2015-10-07,0,-1.4,0
PAIM-1276,Project PAIM-1276 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,8046.72,8798.22,5281.55,60.9,2013-01-01,2016-07-14,2017-07-27,2015-10-18,18,11.21,1
PAIM-1280,Project PAIM-1280 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,6677.44,7172.26,5052.27,70.8,2009-10-01,2012-12-14,2014-07-04,2015-10-30,27,7.41,1
PAIM-1306,Project PAIM-1306 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Punjab,1521.66,1521.66,73.44,5.6,2015-01-01,2020-02-04,2020-02-04,2015-10-28,43,8.66,1
PAIM-1309,Project PAIM-1309 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Odisha,7511.66,7511.66,4656.3,72.1,2012-05-01,2017-03-06,2017-03-06,2015-10-13,0,-1.1,0
PAIM-1338,Project PAIM-1338 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Telangana,5083.31,6044.04,3616.03,60.0,2011-09-01,2013-10-20,2014-08-09,2015-10-10,14,18.9,1
PAIM-1372,Project PAIM-1372 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Tamil Nadu,4019.31,4704.28,2782.64,67.5,2009-02-01,2011-04-22,2011-10-07,2015-10-28,8,17.04,1
PAIM-1380,Project PAIM-1380 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Maharashtra,5235.39,5235.39,5235.39,100.0,2009-10-01,2011-09-21,2011-09-21,2015-10-30,0,3.0,0
PAIM-1491,Project PAIM-1491 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,CPWD,Punjab,1233.51,1652.65,933.36,60.0,2010-05-01,2012-03-21,2013-11-19,2015-10-02,29,33.98,1
