project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1042,Project PAIM-1042 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Odisha,7643.54,11004.06,2063.27,19.7,2002-12-01,2007-12-05,2012-09-11,2006-05-14,83,43.97,1
PAIM-1099,Project PAIM-1099 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHAI,Maharashtra,8337.32,9205.75,5078.09,52.5,2002-12-01,2007-08-07,2008-05-06,2006-05-14,13,10.42,1
PAIM-1109,Project PAIM-1109 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,690.14,690.14,690.14,100.0,2001-08-01,2005-04-12,2005-04-12,2006-05-07,0,3.4,0
PAIM-1145,Project PAIM-1145 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Tamil Nadu,6681.13,7601.06,2232.15,30.0,2003-08-01,2008-08-04,2010-10-10,2006-05-17,38,16.52,1
PAIM-1242,Project PAIM-1242 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Haryana,4939.25,5700.9,3202.09,59.0,2002-12-01,2007-04-09,2008-03-30,2006-05-14,17,15.42,1
PAIM-1247,Project PAIM-1247 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Punjab,3671.3,3671.3,3671.3,100.0,2002-04-01,2005-09-12,2005-09-12,2006-05-10,0,0.2,0
PAIM-1254,Project PAIM-1254 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Punjab,6139.98,6854.59,936.34,15.9,2004-12-01,2008-06-13,2012-11-16,2006-05-25,77,29.93,1
PAIM-1255,Project PAIM-1255 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,Indian Railways,Haryana,1227.74,1227.74,640.42,45.5,2004-04-01,2009-03-06,2009-03-06,2006-05-21,0,0.3,0
PAIM-1297,Project PAIM-1297 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,DMRC,Haryana,4839.31,4839.31,2644.72,63.8,2004-12-01,2007-03-21,2007-03-21,2006-05-25,0,-1.2,0
PAIM-1302,Project PAIM-1302 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Maharashtra,6108.62,6108.62,6108.62,100.0,2001-08-01,2003-08-21,2003-08-21,2006-05-07,0,0.1,0
PAIM-1311,Project PAIM-1311 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Bihar,6111.55,6111.55,6111.55,100.0,2002-04-01,2005-12-11,2005-12-11,2006-05-10,0,2.1,0
PAIM-1348,Project PAIM-1348 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Rajasthan,7354.14,8930.92,5868.15,60.0,2001-08-01,2004-06-16,2006-06-21,2006-05-07,35,21.44,1
PAIM-1359,Project PAIM-1359 - Bridge Construction,Coal,Ministry of Coal,NHAI,Uttar Pradesh,3664.49,3664.49,337.1,8.3,2005-08-01,2009-09-09,2009-09-09,2006-05-28,20,14.97,1
PAIM-1386,Project PAIM-1386 - Expressway,Water Resources,Ministry of Jal Shakti,Coal India Limited,Punjab,2416.09,2812.78,1933.11,77.5,2001-08-01,2006-03-08,2008-06-03,2006-05-07,39,16.42,1
PAIM-1405,Project PAIM-1405 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,Punjab,5517.66,6744.73,1411.4,20.8,2003-08-01,2009-04-01,2011-05-18,2006-05-17,37,26.69,1
PAIM-1423,Project PAIM-1423 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHAI,Bihar,4938.72,6242.62,4572.49,69.3,2002-04-01,2004-10-17,2006-10-22,2006-05-10,35,26.4,1
PAIM-1426,Project PAIM-1426 - Solar Park Development,Telecommunications,Ministry of Communications,CPWD,Uttar Pradesh,7770.08,8202.31,3456.88,49.1,2004-04-01,2007-04-16,2008-01-14,2006-05-21,13,9.1,1
PAIM-1472,Project PAIM-1472 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Bihar,5525.3,5525.3,1788.31,35.9,2005-08-01,2007-02-22,2007-02-22,2006-05-28,9,12.12,1
