project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1003,Project PAIM-1003 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,GAIL,Karnataka,1693.53,1910.62,803.19,38.1,2018-10-01,2022-03-14,2023-07-30,2020-11-19,24,20.98,1
PAIM-1011,Project PAIM-1011 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Tamil Nadu,8280.09,9409.75,5397.99,53.8,2018-02-01,2021-09-13,2022-06-13,2020-11-17,13,16.37,1
PAIM-1031,Project PAIM-1031 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Uttar Pradesh,6391.38,7182.37,4086.41,60.0,2014-11-01,2017-05-19,2018-12-27,2020-11-29,28,12.38,1
PAIM-1041,Project PAIM-1041 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Maharashtra,2651.63,2959.49,1805.58,64.2,2013-07-01,2016-11-12,2018-03-09,2020-11-21,23,11.61,1
PAIM-1054,Project PAIM-1054 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Madhya Pradesh,5959.21,6755.86,4106.75,60.0,2016-10-01,2020-07-12,2024-11-03,2020-11-09,75,13.37,1
PAIM-1071,Project PAIM-1071 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Haryana,7879.38,8379.22,619.93,7.8,2019-06-01,2024-11-01,2027-06-24,2020-11-22,46,16.31,1
PAIM-1083,Project PAIM-1083 - Expressway,Power & Renewable Energy,Ministry of Power,Coal India Limited,Bihar,6685.51,6685.51,6393.16,100.0,2014-03-01,2016-05-19,2016-05-19,2020-11-24,0,-0.4,0
PAIM-1094,Project PAIM-1094 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,5464.7,6004.26,596.29,11.2,2019-06-01,2023-12-07,2027-09-02,2020-11-22,65,25.39,1
PAIM-1149,Project PAIM-1149 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,1587.12,1866.79,1298.04,69.0,2015-06-01,2017-02-20,2017-07-16,2020-11-01,7,17.62,1
PAIM-1162,Project PAIM-1162 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Tamil Nadu,5754.16,7226.56,3999.68,60.0,2012-11-01,2015-01-20,2016-07-19,2020-11-19,26,25.59,1
PAIM-1237,Project PAIM-1237 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Telangana,1854.13,1854.13,1620.83,100.0,2014-11-01,2019-11-05,2019-11-05,2020-11-29,0,0.4,0
PAIM-1279,Project PAIM-1279 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Haryana,8331.36,9247.35,8991.12,92.7,2018-10-01,2020-08-21,2021-04-29,2020-11-19,12,17.99,1
PAIM-1337,Project PAIM-1337 - Expressway,Coal,Ministry of Coal,NHPC,Tamil Nadu,7616.42,8291.95,3895.84,43.0,2017-06-01,2022-02-05,2024-02-10,2020-11-12,35,8.87,1
PAIM-1351,Project PAIM-1351 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,RVNL,Andhra Pradesh,8271.43,10560.98,6181.62,64.0,2016-02-01,2019-06-15,2021-04-17,2020-11-06,32,27.68,1
PAIM-1367,Project PAIM-1367 - Expressway,Telecommunications,Ministry of Communications,DMRC,Karnataka,4187.41,4187.41,246.86,6.5,2020-02-01,2025-01-05,2025-01-05,2020-11-27,31,15.31,1
PAIM-1371,Project PAIM-1371 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,NHAI,Madhya Pradesh,1065.46,1065.46,1065.46,100.0,2016-02-01,2018-02-20,2018-02-20,2020-11-06,0,1.8,0
PAIM-1400,Project PAIM-1400 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Uttar Pradesh,5549.29,7608.23,4771.46,60.0,2014-11-01,2020-01-04,2022-10-07,2020-11-29,48,37.1,1
PAIM-1406,Project PAIM-1406 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,NHAI,Odisha,5608.03,5608.03,5608.03,100.0,2015-06-01,2019-01-11,2019-01-11,2020-11-01,0,-1.8,0
PAIM-1407,Project PAIM-1407 - Expressway,Telecommunications,Ministry of Communications,NHAI,Bihar,7407.17,7993.22,540.44,6.0,2019-06-01,2024-12-31,2027-02-16,2020-11-22,37,20.35,1
PAIM-1441,Project PAIM-1441 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,NHPC,West Bengal,4632.85,4632.85,1597.91,30.8,2019-06-01,2024-08-03,2024-08-03,2020-11-22,0,1.7,0
PAIM-1447,Project PAIM-1447 - Solar Park Development,Coal,Ministry of Coal,Coal India Limited,West Bengal,2743.52,3853.28,2019.44,60.0,2014-11-01,2019-04-09,2020-10-27,2020-11-29,27,40.45,1
PAIM-1461,Project PAIM-1461 - Expressway,Coal,Ministry of Coal,Coal India Limited,Tamil Nadu,4848.05,5422.71,1532.45,30.3,2019-06-01,2021-11-17,2024-12-03,2020-11-22,53,30.48,1
