project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1055,Project PAIM-1055 - Expressway,Coal,Ministry of Coal,NHPC,Andhra Pradesh,5973.89,6500.72,4575.01,64.0,2010-04-01,2014-06-09,2017-08-07,2015-01-05,55,8.82,1
PAIM-1057,Project PAIM-1057 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Haryana,8278.63,8278.63,4674.16,66.4,2012-04-01,2016-07-09,2016-07-09,2015-01-16,0,3.8,0
PAIM-1087,Project PAIM-1087 - Expressway,Coal,Ministry of Coal,ONGC,Gujarat,3386.42,3386.42,425.91,12.0,2014-04-01,2017-03-16,2017-03-16,2015-01-26,21,12.1,1
PAIM-1157,Project PAIM-1157 - Expressway,Water Resources,Ministry of Jal Shakti,NHPC,Odisha,7511.88,7511.88,7511.88,100.0,2010-12-01,2014-12-10,2014-12-10,2015-01-09,0,-0.8,0
PAIM-1182,Project PAIM-1182 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Andhra Pradesh,4265.04,4265.04,699.8,19.0,2014-04-01,2018-12-06,2018-12-06,2015-01-26,0,0.5,0
PAIM-1256,Project PAIM-1256 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Coal India Limited,Haryana,478.67,478.67,462.76,100.0,2009-01-01,2013-11-06,2013-11-06,2015-01-30,0,1.0,0
PAIM-1260,Project PAIM-1260 - Solar Park Development,Power & Renewable Energy,Ministry of Power,DMRC,Assam,3006.28,3006.28,3006.28,100.0,2012-04-01,2014-09-18,2014-09-18,2015-01-16,0,-1.9,0
PAIM-1261,Project PAIM-1261 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Assam,3443.9,4651.52,2043.47,50.8,2009-08-01,2015-05-02,2019-10-25,2015-01-02,78,35.07,1
PAIM-1287,Project PAIM-1287 - Solar Park Development,Power & Renewable Energy,Ministry of Power,GAIL,Assam,3543.96,4225.82,3212.48,85.0,2012-04-01,2014-01-21,2014-07-29,2015-01-16,9,23.09,1
PAIM-1314,Project PAIM-1314 - Railway Line Electrification,Railways,Ministry of Railways,NHPC,Madhya Pradesh,2872.99,3159.1,1907.87,60.0,2007-09-01,2010-03-19,2011-05-13,2015-01-22,20,9.96,1
PAIM-1334,Project PAIM-1334 - Railway Line Electrification,Railways,Ministry of Railways,NHPC,Madhya Pradesh,927.44,1126.35,674.04,63.7,2012-04-01,2015-04-16,2018-01-17,2015-01-16,48,25.74,1
PAIM-1340,Project PAIM-1340 - Bridge Construction,Coal,Ministry of Coal,Indian Railways,Telangana,425.11,425.11,170.96,40.8,2013-08-01,2017-05-12,2017-05-12,2015-01-23,0,1.4,0
PAIM-1369,Project PAIM-1369 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Madhya Pradesh,7145.98,7145.98,5954.81,77.5,2010-12-01,2016-04-03,2016-04-03,2015-01-09,0,2.7,0
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6536.53,3545.41,60.0,2009-08-01,2013-11-08,2017-06-02,2015-01-02,62,10.97,1
PAIM-1417,Project PAIM-1417 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Madhya Pradesh,5474.82,5920.74,844.43,13.0,2012-12-01,2017-07-08,2019-08-24,2015-01-20,37,13.33,1
PAIM-1430,Project PAIM-1430 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Assam,5259.4,6198.97,1247.68,19.4,2012-12-01,2017-06-08,2020-02-20,2015-01-20,47,29.23,1
PAIM-1445,Project PAIM-1445 - Solar Park Development,Coal,Ministry of Coal,DMRC,West Bengal,4668.7,4985.44,4227.78,87.5,2012-04-01,2013-10-23,2014-02-05,2015-01-16,5,8.14,0
PAIM-1471,Project PAIM-1471 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,ONGC,Odisha,6080.53,6686.37,3205.49,46.9,2012-12-01,2016-02-14,2017-03-18,2015-01-20,19,16.3,1
PAIM-1484,Project PAIM-1484 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Bihar,936.93,1024.66,615.58,60.8,2007-01-01,2008-11-21,2009-03-06,2015-01-19,5,9.36,0
PAIM-1492,Project PAIM-1492 - Metro Line Phase II,Telecommunications,Ministry of Communications,Coal India Limited,Bihar,600.89,701.52,176.66,23.1,2012-12-01,2017-02-08,2018-06-26,2015-01-20,24,27.4,1
PAIM-1494,Project PAIM-1494 - Expressway,Coal,Ministry of Coal,NHAI,Gujarat,6072.42,6530.61,5172.51,81.3,2011-08-01,2015-02-11,2016-02-24,2015-01-12,18,7.55,1
PAIM-1495,Project PAIM-1495 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Uttar Pradesh,8485.62,10969.78,7246.83,77.5,2012-04-01,2014-12-17,2016-07-26,2015-01-16,28,35.13,1
