project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1004,Project PAIM-1004 - Expressway,Telecommunications,Ministry of Communications,CPWD,Madhya Pradesh,3447.26,4470.9,2756.01,60.0,2008-08-01,2010-01-23,2010-10-23,2014-08-30,13,29.69,1
PAIM-1029,Project PAIM-1029 - Gas Pipeline Expansion,Coal,Ministry of Coal,Indian Railways,Andhra Pradesh,1896.24,1896.24,1896.24,100.0,2011-11-01,2013-08-22,2013-08-22,2014-08-17,0,-1.0,0
PAIM-1038,Project PAIM-1038 - Bridge Construction,Power & Renewable Energy,Ministry of Power,NTPC,Karnataka,4681.75,5090.16,4043.63,79.3,2011-11-01,2014-10-16,2015-06-24,2014-08-17,12,10.47,1
PAIM-1047,Project PAIM-1047 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Maharashtra,4294.66,4294.66,635.24,14.0,2013-11-01,2016-10-16,2016-10-16,2014-08-28,22,13.67,1
PAIM-1056,Project PAIM-1056 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,225.75,225.75,149.56,73.3,2013-03-01,2015-02-19,2015-02-19,2014-08-23,0,3.9,0
PAIM-1112,Project PAIM-1112 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,7449.76,7449.76,2690.52,32.4,2013-11-01,2015-06-24,2015-06-24,2014-08-28,10,21.33,1
PAIM-1130,Project PAIM-1130 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Karnataka,862.6,1127.19,529.49,41.4,2011-03-01,2015-08-07,2017-04-06,2014-08-12,29,30.67,1
PAIM-1135,Project PAIM-1135 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,NHAI,Maharashtra,8060.75,8060.75,8060.75,100.0,2006-08-01,2011-04-07,2011-04-07,2014-08-19,0,2.8,0
PAIM-1156,Project PAIM-1156 - Thermal Power Unit,Telecommunications,Ministry of Communications,DMRC,Bihar,7321.12,8349.85,2824.29,37.6,2010-07-01,2015-09-03,2019-03-28,2014-08-09,62,14.05,1
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1717.76,1130.61,60.0,2007-04-01,2012-12-30,2017-12-09,2014-08-22,86,18.12,1
PAIM-1262,Project PAIM-1262 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Odisha,2734.07,3016.81,1192.65,45.1,2012-07-01,2015-10-14,2016-08-02,2014-08-20,14,16.92,1
PAIM-1266,Project PAIM-1266 - Metro Line Phase II,Railways,Ministry of Railways,Indian Railways,Uttar Pradesh,3875.52,3875.52,3050.81,75.8,2012-07-01,2015-04-17,2015-04-17,2014-08-20,0,2.3,0
PAIM-1282,Project PAIM-1282 - Bridge Construction,Coal,Ministry of Coal,RVNL,Uttar Pradesh,1506.97,1631.16,961.87,60.0,2009-03-01,2014-05-04,2016-03-06,2014-08-02,32,8.24,1
PAIM-1308,Project PAIM-1308 - Solar Park Development,Railways,Ministry of Railways,ONGC,Odisha,1889.12,1889.12,1451.15,67.0,2012-07-01,2015-09-14,2015-09-14,2014-08-20,0,4.4,0
PAIM-1316,Project PAIM-1316 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,Karnataka,3291.52,4041.52,2412.46,60.0,2008-08-01,2012-04-12,2014-07-31,2014-08-30,40,22.79,1
PAIM-1331,Project PAIM-1331 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Tamil Nadu,4408.38,4965.39,3216.32,60.0,2009-03-01,2012-09-11,2014-01-06,2014-08-02,23,12.64,1
PAIM-1341,Project PAIM-1341 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Odisha,5695.24,5695.24,4395.1,87.3,2010-07-01,2015-03-07,2015-03-07,2014-08-09,0,-0.9,0
PAIM-1344,Project PAIM-1344 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,West Bengal,6464.55,6464.55,398.37,5.7,2013-11-01,2019-03-05,2019-03-05,2014-08-28,25,17.88,1
PAIM-1377,Project PAIM-1377 - Bridge Construction,Coal,Ministry of Coal,NTPC,West Bengal,4275.0,4589.93,2666.44,64.2,2007-04-01,2009-03-21,2009-11-27,2014-08-22,12,7.37,1
PAIM-1381,Project PAIM-1381 - Gas Pipeline Expansion,Railways,Ministry of Railways,POWERGRID,Tamil Nadu,4406.47,4801.21,3167.28,60.0,2006-08-01,2009-08-15,2010-09-17,2014-08-19,19,8.96,1
PAIM-1402,Project PAIM-1402 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NTPC,Tamil Nadu,6125.78,6125.78,5985.98,100.0,2009-11-01,2013-11-10,2013-11-10,2014-08-07,0,0.6,0
PAIM-1429,Project PAIM-1429 - Railway Line Electrification,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,West Bengal,2359.39,2784.04,2065.47,73.0,2009-11-01,2011-04-25,2012-01-23,2014-08-07,13,18.0,1
