project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1053,Project PAIM-1053 - Solar Park Development,Power & Renewable Energy,Ministry of Power,GAIL,Tamil Nadu,6481.29,7002.05,781.13,11.3,2017-08-01,2023-01-02,2023-12-24,2019-01-23,17,20.66,1
PAIM-1087,Project PAIM-1087 - Expressway,Coal,Ministry of Coal,ONGC,Gujarat,3386.42,3796.16,2137.92,60.0,2014-04-01,2017-03-16,2018-05-31,2019-01-05,21,12.1,1
PAIM-1141,Project PAIM-1141 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Gujarat,3991.02,5076.87,2075.46,36.2,2015-08-01,2020-09-03,2022-10-20,2019-01-12,37,27.21,1
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3894.68,74.7,2015-08-01,2017-11-18,2019-10-11,2019-01-12,33,8.84,1
PAIM-1182,Project PAIM-1182 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Andhra Pradesh,4265.04,4265.04,4265.04,100.0,2014-04-01,2018-12-06,2018-12-06,2019-01-05,0,0.5,0
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,145.27,60.0,2014-12-01,2018-01-14,2020-05-24,2019-01-09,41,30.79,1
PAIM-1193,Project PAIM-1193 - Bridge Construction,Water Resources,Ministry of Jal Shakti,RVNL,Telangana,3708.11,3708.11,3708.11,100.0,2011-01-01,2013-05-20,2013-05-20,2019-01-19,0,-1.4,0
PAIM-1211,Project PAIM-1211 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Assam,7049.95,7049.95,863.75,11.9,2018-04-01,2021-04-15,2021-04-15,2019-01-26,33,29.96,1
PAIM-1220,Project PAIM-1220 - Expressway,Railways,Ministry of Railways,GAIL,Tamil Nadu,1524.58,1524.58,626.53,45.5,2016-12-01,2021-11-05,2021-11-05,2019-01-20,0,2.1,0
PAIM-1276,Project PAIM-1276 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,8046.72,8948.51,6321.67,76.7,2013-01-01,2016-07-14,2017-07-27,2019-01-30,18,11.21,1
PAIM-1309,Project PAIM-1309 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Odisha,7511.66,7511.66,6528.24,100.0,2012-05-01,2017-03-06,2017-03-06,2019-01-25,0,-1.1,0
PAIM-1338,Project PAIM-1338 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Telangana,5083.31,6044.04,4073.37,60.0,2011-09-01,2013-10-20,2014-08-09,2019-01-22,14,18.9,1
PAIM-1340,Project PAIM-1340 - Bridge Construction,Coal,Ministry of Coal,Indian Railways,Telangana,425.11,425.11,396.47,100.0,2013-08-01,2017-05-12,2017-05-12,2019-01-02,0,1.4,0
