project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1059,Project PAIM-1059 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,CPWD,Maharashtra,911.22,1071.56,290.25,30.6,2008-11-01,2014-01-04,2014-12-06,2011-08-18,16,21.11,1
PAIM-1089,Project PAIM-1089 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Rajasthan,943.35,943.35,787.13,72.7,2008-11-01,2012-09-11,2012-09-11,2011-08-18,0,4.5,0
PAIM-1138,Project PAIM-1138 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Gujarat,3297.83,3297.83,1002.25,32.9,2010-11-01,2012-06-23,2012-06-23,2011-08-28,13,9.44,1
PAIM-1145,Project PAIM-1145 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Tamil Nadu,6681.13,7785.04,5202.6,60.0,2003-08-01,2008-08-04,2010-10-10,2011-08-19,38,16.52,1
PAIM-1175,Project PAIM-1175 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Madhya Pradesh,3249.27,3816.4,2149.07,54.3,2006-03-01,2011-10-01,2015-01-30,2011-08-02,58,17.45,1
PAIM-1254,Project PAIM-1254 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Punjab,6139.98,7977.56,4645.38,60.0,2004-12-01,2008-06-13,2012-11-16,2011-08-27,77,29.93,1
PAIM-1255,Project PAIM-1255 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,Indian Railways,Haryana,1227.74,1227.74,1079.19,100.0,2004-04-01,2009-03-06,2009-03-06,2011-08-23,0,0.3,0
PAIM-1297,Project PAIM-1297 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,DMRC,Haryana,4839.31,4839.31,4839.31,100.0,2004-12-01,2007-03-21,2007-03-21,2011-08-27,0,-1.2,0
PAIM-1355,Project PAIM-1355 - Metro Line Phase II,Coal,Ministry of Coal,NHPC,Tamil Nadu,1223.64,1334.88,1077.1,82.0,2006-11-01,2009-05-19,2010-01-04,2011-08-07,11,9.09,1
PAIM-1359,Project PAIM-1359 - Bridge Construction,Coal,Ministry of Coal,NHAI,Uttar Pradesh,3664.49,4212.92,2647.27,70.8,2005-08-01,2009-09-09,2010-11-03,2011-08-30,20,14.97,1
PAIM-1391,Project PAIM-1391 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Odisha,7413.91,7413.91,7413.91,100.0,2006-11-01,2011-04-09,2011-04-09,2011-08-07,0,3.1,0
PAIM-1403,Project PAIM-1403 - Thermal Power Unit,Telecommunications,Ministry of Communications,NHPC,Telangana,8126.28,8126.28,4265.02,59.3,2008-11-01,2013-09-06,2013-09-06,2011-08-18,0,-0.4,0
PAIM-1405,Project PAIM-1405 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,Punjab,5517.66,6990.15,4451.91,60.0,2003-08-01,2009-04-01,2011-05-18,2011-08-19,37,26.69,1
PAIM-1426,Project PAIM-1426 - Solar Park Development,Telecommunications,Ministry of Communications,CPWD,Uttar Pradesh,7770.08,8477.36,4492.04,60.0,2004-04-01,2007-04-16,2008-01-14,2011-08-23,13,9.1,1
PAIM-1432,Project PAIM-1432 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Karnataka,2701.56,2701.56,370.48,12.9,2010-11-01,2013-12-15,2013-12-15,2011-08-28,17,11.09,1
PAIM-1440,Project PAIM-1440 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Punjab,7947.72,7947.72,7811.4,92.7,2006-11-01,2011-12-05,2011-12-05,2011-08-07,0,0.9,0
PAIM-1459,Project PAIM-1459 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,GAIL,Haryana,2440.09,2853.95,1752.81,63.8,2006-03-01,2008-03-20,2008-11-05,2011-08-02,11,16.96,1
PAIM-1472,Project PAIM-1472 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Bihar,5525.3,6194.8,4840.74,76.7,2005-08-01,2007-02-22,2007-08-30,2011-08-30,9,12.12,1
PAIM-1474,Project PAIM-1474 - Metro Line Phase II,Railways,Ministry of Railways,NTPC,Telangana,4812.51,4812.51,4133.28,100.0,2006-03-01,2011-05-04,2011-05-04,2011-08-02,0,0.3,0
