project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1016,Project PAIM-1016 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Haryana,492.91,492.91,259.97,46.9,2019-12-01,2024-09-05,2024-09-05,2022-01-19,0,1.0,0
PAIM-1021,Project PAIM-1021 - Solar Park Development,Coal,Ministry of Coal,NTPC,Telangana,2894.35,2894.35,77.77,3.1,2021-04-01,2026-12-01,2026-12-01,2022-01-26,81,35.89,1
PAIM-1048,Project PAIM-1048 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Maharashtra,1695.86,2372.31,1636.62,60.0,2016-08-01,2021-05-07,2024-09-27,2022-01-02,59,39.89,1
PAIM-1075,Project PAIM-1075 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Gujarat,2672.21,2672.21,2491.93,84.1,2019-04-01,2022-07-14,2022-07-14,2022-01-15,0,1.2,0
PAIM-1081,Project PAIM-1081 - Expressway,Coal,Ministry of Coal,DMRC,Maharashtra,7855.02,8448.98,4529.27,60.8,2014-01-01,2018-02-09,2019-05-16,2022-01-19,22,7.56,1
PAIM-1085,Project PAIM-1085 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Karnataka,2183.04,2375.06,843.81,40.7,2018-08-01,2023-08-05,2026-08-21,2022-01-12,53,8.8,1
PAIM-1107,Project PAIM-1107 - Solar Park Development,Telecommunications,Ministry of Communications,CPWD,Assam,5395.79,5630.38,4626.91,87.5,2019-04-01,2021-03-21,2021-09-05,2022-01-15,8,5.22,1
PAIM-1117,Project PAIM-1117 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,Indian Railways,West Bengal,6464.38,9386.51,5047.56,60.0,2015-05-01,2018-01-15,2019-09-15,2022-01-24,29,45.2,1
PAIM-1139,Project PAIM-1139 - Metro Line Phase II,Coal,Ministry of Coal,NTPC,Tamil Nadu,8090.25,8090.25,8090.25,100.0,2014-01-01,2018-12-06,2018-12-06,2022-01-19,0,2.6,0
PAIM-1163,Project PAIM-1163 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Telangana,6377.04,6377.04,6306.47,100.0,2016-01-01,2020-01-10,2020-01-10,2022-01-29,0,4.7,0
PAIM-1181,Project PAIM-1181 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Madhya Pradesh,6975.36,8118.22,6095.84,76.7,2016-01-01,2017-06-24,2017-10-27,2022-01-29,6,16.38,1
PAIM-1204,Project PAIM-1204 - Solar Park Development,Power & Renewable Energy,Ministry of Power,CPWD,West Bengal,2717.87,2717.87,2349.4,100.0,2015-05-01,2020-05-04,2020-05-04,2022-01-24,0,1.7,0
PAIM-1240,Project PAIM-1240 - Solar Park Development,Water Resources,Ministry of Jal Shakti,POWERGRID,Haryana,6342.59,6342.59,5779.49,100.0,2016-08-01,2021-10-04,2021-10-04,2022-01-02,0,2.7,0
PAIM-1250,Project PAIM-1250 - Railway Line Electrification,Coal,Ministry of Coal,Coal India Limited,Rajasthan,2873.52,2873.52,2873.52,100.0,2016-01-01,2021-10-31,2021-10-31,2022-01-29,0,3.4,0
PAIM-1313,Project PAIM-1313 - Solar Park Development,Telecommunications,Ministry of Communications,NTPC,Odisha,7858.46,9251.4,5616.26,70.8,2016-01-01,2021-03-05,2023-08-04,2022-01-29,42,17.73,1
PAIM-1363,Project PAIM-1363 - Expressway,Water Resources,Ministry of Jal Shakti,DMRC,Uttar Pradesh,3215.87,3434.75,1994.63,54.7,2020-08-01,2022-08-21,2023-05-21,2022-01-23,13,17.5,1
PAIM-1421,Project PAIM-1421 - Metro Line Phase II,Telecommunications,Ministry of Communications,Indian Railways,Maharashtra,1467.89,1599.86,916.59,64.6,2019-12-01,2022-06-18,2023-11-03,2022-01-19,24,14.71,1
PAIM-1434,Project PAIM-1434 - Bridge Construction,Telecommunications,Ministry of Communications,Coal India Limited,Madhya Pradesh,6620.28,6620.28,6620.28,100.0,2016-08-01,2020-02-12,2020-02-12,2022-01-02,0,-1.1,0
PAIM-1444,Project PAIM-1444 - Gas Pipeline Expansion,Coal,Ministry of Coal,RVNL,Bihar,8303.79,12145.49,8312.7,60.0,2016-08-01,2019-04-18,2022-04-14,2022-01-02,52,46.26,1
PAIM-1481,Project PAIM-1481 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Gujarat,4039.18,4039.18,3050.83,70.7,2020-08-01,2022-08-21,2022-08-21,2022-01-23,0,4.4,0
PAIM-1485,Project PAIM-1485 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Bihar,1145.56,1145.56,825.49,82.7,2020-08-01,2022-04-23,2022-04-23,2022-01-23,0,4.1,0
PAIM-1489,Project PAIM-1489 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Punjab,387.62,387.62,66.46,15.8,2021-04-01,2026-12-31,2026-12-31,2022-01-26,0,4.3,0
