project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,2758.57,60.8,2015-01-01,2017-04-20,2018-03-22,2023-01-19,16,8.1,1
PAIM-1023,Project PAIM-1023 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,4921.8,5571.69,915.92,16.3,2020-12-01,2025-10-06,2028-01-02,2023-01-20,39,21.61,1
PAIM-1053,Project PAIM-1053 - Solar Park Development,Power & Renewable Energy,Ministry of Power,GAIL,Tamil Nadu,6481.29,7820.4,4859.38,72.2,2017-08-01,2023-01-02,2023-12-24,2023-01-02,17,20.66,1
PAIM-1067,Project PAIM-1067 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Bihar,1544.8,1869.35,1423.16,83.5,2020-12-01,2022-06-24,2023-09-28,2023-01-20,22,34.38,1
PAIM-1119,Project PAIM-1119 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Tamil Nadu,1830.96,1830.96,1687.38,86.4,2021-08-01,2023-03-24,2023-03-24,2023-01-23,0,4.7,0
PAIM-1125,Project PAIM-1125 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,Indian Railways,Telangana,2109.36,2208.0,895.82,36.4,2021-08-01,2024-04-17,2025-06-11,2023-01-23,20,12.03,1
PAIM-1185,Project PAIM-1185 - Expressway,Railways,Ministry of Railways,GAIL,West Bengal,7646.16,9676.62,5290.83,60.0,2015-01-01,2016-10-22,2017-05-20,2023-01-19,10,26.56,1
PAIM-1195,Project PAIM-1195 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,DMRC,Andhra Pradesh,3029.23,3029.23,2598.69,97.3,2020-04-01,2023-01-16,2023-01-16,2023-01-16,0,4.1,0
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,8503.12,5781.33,60.0,2017-01-01,2020-08-13,2022-11-09,2023-01-30,39,21.76,1
PAIM-1211,Project PAIM-1211 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Assam,7049.95,9162.35,6084.95,64.0,2018-04-01,2021-04-15,2023-03-08,2023-01-05,33,29.96,1
PAIM-1214,Project PAIM-1214 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Haryana,2537.27,2537.27,2537.27,100.0,2019-08-01,2022-11-13,2022-11-13,2023-01-12,0,0.3,0
PAIM-1215,Project PAIM-1215 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Odisha,4716.86,4716.86,4589.04,100.0,2018-12-01,2020-08-22,2020-08-22,2023-01-09,0,4.9,0
PAIM-1224,Project PAIM-1224 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,DMRC,Madhya Pradesh,6933.46,8232.72,5576.14,78.2,2018-12-01,2023-01-09,2024-12-22,2023-01-09,34,18.74,1
PAIM-1246,Project PAIM-1246 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Assam,6688.05,6688.05,4888.54,84.9,2020-12-01,2023-05-20,2023-05-20,2023-01-20,0,-1.6,0
PAIM-1275,Project PAIM-1275 - Thermal Power Unit,Railways,Ministry of Railways,NTPC,West Bengal,7623.89,8586.92,4697.15,60.0,2015-09-01,2018-08-16,2020-12-24,2023-01-22,41,12.63,1
PAIM-1290,Project PAIM-1290 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Madhya Pradesh,6161.97,7239.64,5722.47,80.8,2018-12-01,2021-12-15,2022-09-14,2023-01-09,13,17.49,1
PAIM-1304,Project PAIM-1304 - Expressway,Railways,Ministry of Railways,NTPC,Assam,4046.8,4046.8,4046.8,100.0,2017-01-01,2022-10-02,2022-10-02,2023-01-30,0,-1.3,0
PAIM-1306,Project PAIM-1306 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Punjab,1521.66,1653.49,1022.59,60.8,2015-01-01,2020-02-04,2022-07-25,2023-01-19,43,8.66,1
PAIM-1339,Project PAIM-1339 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Punjab,5167.99,5167.99,4955.15,93.8,2019-08-01,2023-03-13,2023-03-13,2023-01-12,0,1.0,0
PAIM-1368,Project PAIM-1368 - Gas Pipeline Expansion,Railways,Ministry of Railways,NTPC,Gujarat,5934.89,7269.86,3830.19,60.0,2016-05-01,2019-04-16,2020-12-14,2023-01-25,29,22.49,1
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1403.59,881.41,60.0,2017-01-01,2020-07-14,2023-02-13,2023-01-30,45,35.69,1
PAIM-1454,Project PAIM-1454 - Bridge Construction,Telecommunications,Ministry of Communications,NHAI,Haryana,1705.75,1705.75,1705.75,100.0,2016-05-01,2019-05-16,2019-05-16,2023-01-25,0,-0.7,0
