project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1037,Project PAIM-1037 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,POWERGRID,Assam,6734.79,7723.08,6670.63,79.3,2006-09-01,2009-06-17,2010-04-06,2012-02-02,14,14.67,1
PAIM-1051,Project PAIM-1051 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Madhya Pradesh,2418.59,2533.69,828.14,30.7,2010-09-01,2013-08-16,2014-10-10,2012-02-23,20,12.24,1
PAIM-1070,Project PAIM-1070 - Railway Line Electrification,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Odisha,7405.36,10343.3,5364.84,60.0,2008-01-01,2009-07-24,2010-06-25,2012-02-09,16,39.67,1
PAIM-1100,Project PAIM-1100 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Punjab,4302.09,5002.88,3520.44,82.0,2007-05-01,2009-06-19,2009-11-12,2012-02-04,7,16.29,1
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,7497.2,4672.14,58.0,2006-09-01,2012-02-02,2016-07-27,2012-02-02,78,31.11,1
PAIM-1172,Project PAIM-1172 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Gujarat,1570.46,1732.1,991.97,60.8,2004-02-01,2007-01-16,2008-01-07,2012-02-19,17,10.29,1
PAIM-1174,Project PAIM-1174 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Rajasthan,5982.73,6847.73,3833.66,50.6,2008-01-01,2013-02-03,2015-12-20,2012-02-09,50,14.46,1
PAIM-1230,Project PAIM-1230 - Bridge Construction,Railways,Ministry of Railways,NHAI,Maharashtra,1144.82,1578.84,1024.94,60.0,2004-02-01,2005-10-23,2007-02-17,2012-02-19,23,37.91,1
PAIM-1244,Project PAIM-1244 - Railway Line Electrification,Coal,Ministry of Coal,Indian Railways,Odisha,6093.35,8530.74,5361.53,60.0,2004-02-01,2008-10-07,2011-06-21,2012-02-19,47,40.0,1
PAIM-1271,Project PAIM-1271 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Odisha,2192.87,2192.87,2192.87,100.0,2006-09-01,2012-01-03,2012-01-03,2012-02-02,0,-1.3,0
PAIM-1286,Project PAIM-1286 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,DMRC,Punjab,3582.91,3711.42,3096.07,76.0,2010-09-01,2012-03-24,2013-01-11,2012-02-23,14,9.22,1
PAIM-1288,Project PAIM-1288 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Rajasthan,2302.45,2302.45,2043.83,100.0,2008-09-01,2010-02-23,2010-02-23,2012-02-13,0,4.7,0
PAIM-1307,Project PAIM-1307 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,Rajasthan,4867.35,4867.35,4626.89,87.3,2008-01-01,2012-09-06,2012-09-06,2012-02-09,0,1.9,0
PAIM-1323,Project PAIM-1323 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHAI,Odisha,6717.97,6717.97,5188.3,78.6,2008-01-01,2013-04-04,2013-04-04,2012-02-09,0,0.9,0
PAIM-1356,Project PAIM-1356 - Solar Park Development,Railways,Ministry of Railways,GAIL,Madhya Pradesh,3856.2,3856.2,3284.07,100.0,2004-10-01,2009-02-07,2009-02-07,2012-02-22,0,3.1,0
PAIM-1364,Project PAIM-1364 - Railway Line Electrification,Coal,Ministry of Coal,NHPC,Maharashtra,769.37,889.36,504.83,60.0,2006-09-01,2011-11-04,2016-09-02,2012-02-02,84,15.6,1
PAIM-1410,Project PAIM-1410 - Thermal Power Unit,Telecommunications,Ministry of Communications,CPWD,Gujarat,3651.89,3971.59,1440.77,40.2,2009-05-01,2013-10-07,2015-04-06,2012-02-15,26,10.51,1
PAIM-1425,Project PAIM-1425 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Assam,942.28,1013.14,51.09,5.2,2010-01-01,2015-08-03,2019-07-22,2012-02-20,69,12.31,1
PAIM-1439,Project PAIM-1439 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Andhra Pradesh,2534.98,2923.6,2382.67,77.5,2007-05-01,2008-11-21,2009-05-29,2012-02-04,9,15.33,1
