project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1002,Project PAIM-1002 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NTPC,Telangana,4443.86,4443.86,3823.13,100.0,2003-05-01,2007-06-09,2007-06-09,2008-10-01,0,4.8,0
PAIM-1027,Project PAIM-1027 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHAI,Tamil Nadu,2444.01,2444.01,2444.01,100.0,2004-01-01,2008-06-08,2008-06-08,2008-10-06,0,2.7,0
PAIM-1037,Project PAIM-1037 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,POWERGRID,Assam,6734.79,7338.75,4803.48,59.7,2006-09-01,2009-06-17,2010-04-06,2008-10-20,14,14.67,1
PAIM-1044,Project PAIM-1044 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,2388.33,2388.33,2388.33,100.0,2005-05-01,2008-08-13,2008-08-13,2008-10-12,0,4.6,0
PAIM-1070,Project PAIM-1070 - Railway Line Electrification,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Odisha,7405.36,7405.36,2287.09,31.9,2008-01-01,2009-07-24,2009-07-24,2008-10-27,16,39.67,1
PAIM-1100,Project PAIM-1100 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Punjab,4302.09,4574.62,2689.01,52.9,2007-05-01,2009-06-19,2009-11-12,2008-10-22,7,16.29,1
PAIM-1113,Project PAIM-1113 - Expressway,Telecommunications,Ministry of Communications,ONGC,Uttar Pradesh,2293.4,2293.4,2198.4,100.0,2004-01-01,2007-06-14,2007-06-14,2008-10-06,0,3.3,0
PAIM-1126,Project PAIM-1126 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Uttar Pradesh,2456.02,2671.63,2578.02,87.5,2006-01-01,2007-09-23,2008-06-22,2008-10-17,13,10.53,1
PAIM-1147,Project PAIM-1147 - Solar Park Development,Power & Renewable Energy,Ministry of Power,Coal India Limited,Assam,3587.32,3780.69,2167.88,62.9,2006-01-01,2009-05-15,2010-05-06,2008-10-17,17,6.47,1
PAIM-1165,Project PAIM-1165 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Haryana,5718.18,6805.36,946.83,13.6,2006-09-01,2012-02-02,2016-07-27,2008-10-20,78,31.11,1
