project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1059,Project PAIM-1059 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,CPWD,Maharashtra,911.22,1103.62,617.48,53.0,2008-11-01,2014-01-04,2014-12-06,2012-12-10,16,21.11,1
PAIM-1089,Project PAIM-1089 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Rajasthan,943.35,943.35,891.54,100.0,2008-11-01,2012-09-11,2012-09-11,2012-12-10,0,4.5,0
PAIM-1137,Project PAIM-1137 - Thermal Power Unit,Telecommunications,Ministry of Communications,POWERGRID,West Bengal,5346.57,6505.48,4738.43,67.5,2006-04-01,2011-05-05,2012-11-22,2012-12-25,27,21.68,1
PAIM-1138,Project PAIM-1138 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Gujarat,3297.83,3488.12,3488.12,90.8,2010-11-01,2012-06-23,2013-03-23,2012-12-20,13,9.44,1
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,3906.89,44.7,2012-03-01,2013-12-21,2013-12-21,2012-12-26,0,3.8,0
PAIM-1254,Project PAIM-1254 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Punjab,6139.98,7977.56,5273.98,60.0,2004-12-01,2008-06-13,2012-11-16,2012-12-19,77,29.93,1
PAIM-1297,Project PAIM-1297 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,DMRC,Haryana,4839.31,4839.31,4839.31,100.0,2004-12-01,2007-03-21,2007-03-21,2012-12-19,0,-1.2,0
PAIM-1329,Project PAIM-1329 - Thermal Power Unit,Telecommunications,Ministry of Communications,GAIL,Rajasthan,3897.91,5151.78,2908.72,60.0,2006-04-01,2008-09-17,2010-01-12,2012-12-25,23,32.17,1
PAIM-1359,Project PAIM-1359 - Bridge Construction,Coal,Ministry of Coal,NHAI,Uttar Pradesh,3664.49,4212.92,2750.8,64.2,2005-08-01,2009-09-09,2010-11-03,2012-12-22,20,14.97,1
PAIM-1362,Project PAIM-1362 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,6659.09,8233.49,5267.05,60.0,2006-04-01,2011-05-05,2015-01-08,2012-12-25,64,23.64,1
PAIM-1376,Project PAIM-1376 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Gujarat,7287.08,7287.08,2965.84,37.2,2012-03-01,2014-05-20,2014-05-20,2012-12-26,0,-1.1,0
PAIM-1378,Project PAIM-1378 - Metro Line Phase II,Telecommunications,Ministry of Communications,CPWD,Rajasthan,5157.53,5393.67,498.31,10.7,2011-07-01,2017-01-30,2019-04-28,2012-12-22,39,11.77,1
PAIM-1403,Project PAIM-1403 - Thermal Power Unit,Telecommunications,Ministry of Communications,NHPC,Telangana,8126.28,8126.28,6480.15,84.6,2008-11-01,2013-09-06,2013-09-06,2012-12-10,0,-0.4,0
PAIM-1432,Project PAIM-1432 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Karnataka,2701.56,2884.72,1551.67,48.9,2010-11-01,2013-12-15,2014-12-06,2012-12-20,17,11.09,1
PAIM-1472,Project PAIM-1472 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Bihar,5525.3,6194.8,4042.2,71.3,2005-08-01,2007-02-22,2007-08-30,2012-12-22,9,12.12,1
