project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1036,Project PAIM-1036 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Uttar Pradesh,6968.61,7600.23,4574.98,67.5,2007-08-01,2010-09-14,2011-10-17,2014-04-26,19,9.06,1
PAIM-1041,Project PAIM-1041 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Maharashtra,2651.63,2651.63,332.81,11.4,2013-07-01,2016-11-12,2016-11-12,2014-04-27,23,11.61,1
PAIM-1050,Project PAIM-1050 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Rajasthan,3527.45,4084.0,2633.24,67.5,2007-08-01,2011-06-11,2013-04-13,2014-04-26,32,15.78,1
PAIM-1059,Project PAIM-1059 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,CPWD,Maharashtra,911.22,1103.62,745.32,74.2,2008-11-01,2014-01-04,2014-12-06,2014-04-04,16,21.11,1
PAIM-1074,Project PAIM-1074 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Rajasthan,4535.11,5234.45,3495.56,74.0,2007-08-01,2012-07-05,2013-04-24,2014-04-26,14,15.42,1
PAIM-1089,Project PAIM-1089 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Rajasthan,943.35,943.35,874.98,100.0,2008-11-01,2012-09-11,2012-09-11,2014-04-04,0,4.5,0
PAIM-1137,Project PAIM-1137 - Thermal Power Unit,Telecommunications,Ministry of Communications,POWERGRID,West Bengal,5346.57,6505.48,4077.63,60.8,2006-04-01,2011-05-05,2012-11-22,2014-04-19,27,21.68,1
PAIM-1138,Project PAIM-1138 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Gujarat,3297.83,3609.21,3404.89,84.2,2010-11-01,2012-06-23,2013-03-23,2014-04-14,13,9.44,1
PAIM-1162,Project PAIM-1162 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Tamil Nadu,5754.16,6326.76,3084.6,46.6,2012-11-01,2015-01-20,2016-07-19,2014-04-25,26,25.59,1
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7683.15,100.0,2012-03-01,2013-12-21,2013-12-21,2014-04-20,0,3.8,0
PAIM-1259,Project PAIM-1259 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,POWERGRID,Maharashtra,7519.84,8611.44,5816.98,70.8,2008-04-01,2013-12-31,2015-06-09,2014-04-30,25,14.52,1
PAIM-1299,Project PAIM-1299 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Bihar,6667.78,6667.78,6667.78,100.0,2007-08-01,2009-11-18,2009-11-18,2014-04-26,0,-1.2,0
PAIM-1329,Project PAIM-1329 - Thermal Power Unit,Telecommunications,Ministry of Communications,GAIL,Rajasthan,3897.91,5151.78,2794.0,60.0,2006-04-01,2008-09-17,2010-01-12,2014-04-19,23,32.17,1
PAIM-1360,Project PAIM-1360 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Odisha,4838.34,5788.5,3774.61,60.0,2008-04-01,2010-09-18,2012-03-17,2014-04-30,26,19.64,1
PAIM-1362,Project PAIM-1362 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,6659.09,8233.49,5524.16,60.0,2006-04-01,2011-05-05,2015-01-08,2014-04-19,64,23.64,1
PAIM-1376,Project PAIM-1376 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Gujarat,7287.08,7287.08,6856.42,93.3,2012-03-01,2014-05-20,2014-05-20,2014-04-20,0,-1.1,0
PAIM-1378,Project PAIM-1378 - Metro Line Phase II,Telecommunications,Ministry of Communications,CPWD,Rajasthan,5157.53,5663.54,1487.17,26.6,2011-07-01,2017-01-30,2019-04-28,2014-04-16,39,11.77,1
PAIM-1403,Project PAIM-1403 - Thermal Power Unit,Telecommunications,Ministry of Communications,NHPC,Telangana,8126.28,8126.28,7392.68,100.0,2008-11-01,2013-09-06,2013-09-06,2014-04-04,0,-0.4,0
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4562.78,60.0,2008-04-01,2011-05-16,2012-05-06,2014-04-30,17,24.54,1
PAIM-1432,Project PAIM-1432 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Karnataka,2701.56,3001.27,2693.52,84.2,2010-11-01,2013-12-15,2014-12-06,2014-04-14,17,11.09,1
PAIM-1496,Project PAIM-1496 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,West Bengal,1458.52,1619.8,946.75,67.5,2007-08-01,2009-04-22,2009-10-28,2014-04-26,9,11.06,1
