project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1026,Project PAIM-1026 - Expressway,Water Resources,Ministry of Jal Shakti,NHAI,Uttar Pradesh,8393.76,9945.18,6450.54,63.8,2017-11-01,2021-12-10,2024-08-01,2023-04-04,46,18.48,1
PAIM-1032,Project PAIM-1032 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Bihar,4311.99,4827.67,2624.23,60.0,2015-04-01,2019-02-09,2020-01-31,2023-04-19,17,11.96,1
PAIM-1048,Project PAIM-1048 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Maharashtra,1695.86,2372.31,1411.95,60.0,2016-08-01,2021-05-07,2024-09-27,2023-04-27,59,39.89,1
PAIM-1061,Project PAIM-1061 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NHAI,Andhra Pradesh,806.13,806.13,156.31,22.0,2022-07-01,2024-07-20,2024-07-20,2023-04-27,15,14.28,1
PAIM-1068,Project PAIM-1068 - Solar Park Development,Railways,Ministry of Railways,POWERGRID,Tamil Nadu,3925.86,3925.86,1744.94,52.2,2021-11-01,2024-09-16,2024-09-16,2023-04-25,0,4.9,0
PAIM-1069,Project PAIM-1069 - Bridge Construction,Power & Renewable Energy,Ministry of Power,Indian Railways,Rajasthan,5718.32,6556.0,6552.06,90.0,2020-07-01,2022-01-22,2022-07-09,2023-04-17,8,17.58,1
PAIM-1104,Project PAIM-1104 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Odisha,990.32,990.32,990.32,100.0,2021-03-01,2023-03-21,2023-03-21,2023-04-20,0,2.6,0
PAIM-1128,Project PAIM-1128 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Odisha,1025.15,1025.15,231.5,23.5,2022-07-01,2026-03-12,2026-03-12,2023-04-27,0,0.6,0
PAIM-1166,Project PAIM-1166 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Tamil Nadu,337.26,337.26,239.94,67.0,2021-03-01,2024-05-14,2024-05-14,2023-04-20,0,-1.9,0
PAIM-1239,Project PAIM-1239 - Bridge Construction,Power & Renewable Energy,Ministry of Power,CPWD,Andhra Pradesh,2296.47,3198.73,1840.5,60.0,2015-12-01,2018-05-19,2019-08-23,2023-04-23,22,39.29,1
PAIM-1240,Project PAIM-1240 - Solar Park Development,Water Resources,Ministry of Jal Shakti,POWERGRID,Haryana,6342.59,6342.59,6342.59,100.0,2016-08-01,2021-10-04,2021-10-04,2023-04-27,0,2.7,0
PAIM-1245,Project PAIM-1245 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,West Bengal,4810.73,4810.73,3661.85,87.6,2018-07-01,2023-12-02,2023-12-02,2023-04-06,0,3.9,0
PAIM-1332,Project PAIM-1332 - Gas Pipeline Expansion,Coal,Ministry of Coal,Coal India Limited,Assam,7890.48,7890.48,2354.88,33.1,2021-11-01,2026-08-07,2026-08-07,2023-04-25,0,3.7,0
PAIM-1342,Project PAIM-1342 - Gas Pipeline Expansion,Railways,Ministry of Railways,CPWD,Haryana,1589.12,1923.8,1149.61,58.5,2018-07-01,2024-01-01,2024-12-02,2023-04-06,16,21.06,1
PAIM-1382,Project PAIM-1382 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,GAIL,Haryana,7488.66,7488.66,6143.68,78.8,2020-07-01,2024-01-12,2024-01-12,2023-04-17,0,-1.8,0
PAIM-1398,Project PAIM-1398 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Telangana,6531.53,8627.31,3713.3,49.6,2019-03-01,2023-12-05,2026-12-01,2023-04-09,52,32.09,1
PAIM-1434,Project PAIM-1434 - Bridge Construction,Telecommunications,Ministry of Communications,Coal India Limited,Madhya Pradesh,6620.28,6620.28,6033.4,100.0,2016-08-01,2020-02-12,2020-02-12,2023-04-27,0,-1.1,0
PAIM-1444,Project PAIM-1444 - Gas Pipeline Expansion,Coal,Ministry of Coal,RVNL,Bihar,8303.79,12145.49,7448.31,60.0,2016-08-01,2019-04-18,2022-04-14,2023-04-27,52,46.26,1
PAIM-1452,Project PAIM-1452 - Bridge Construction,Water Resources,Ministry of Jal Shakti,POWERGRID,Haryana,4123.82,4781.95,3287.04,64.2,2015-12-01,2021-08-31,2023-07-24,2023-04-23,33,15.96,1
PAIM-1458,Project PAIM-1458 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Uttar Pradesh,5049.95,5049.95,5049.95,100.0,2015-04-01,2016-12-21,2016-12-21,2023-04-19,0,0.4,0
PAIM-1480,Project PAIM-1480 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Punjab,5763.16,6811.06,4232.96,60.0,2017-11-01,2023-03-05,2027-10-30,2023-04-04,81,18.18,1
