project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1009,Project PAIM-1009 - Thermal Power Unit,Telecommunications,Ministry of Communications,NTPC,Karnataka,5537.19,5726.3,1513.48,28.5,2020-09-01,2025-03-09,2026-03-22,2022-10-21,18,5.59,1
PAIM-1054,Project PAIM-1054 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Madhya Pradesh,5959.21,6755.86,4079.37,60.0,2016-10-01,2020-07-12,2024-11-03,2022-10-30,75,13.37,1
PAIM-1072,Project PAIM-1072 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Tamil Nadu,1556.51,1883.36,1255.83,60.8,2014-10-01,2019-08-06,2021-11-01,2022-10-19,39,21.0,1
PAIM-1149,Project PAIM-1149 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,1587.12,1866.79,1010.56,60.0,2015-06-01,2017-02-20,2017-07-16,2022-10-22,7,17.62,1
PAIM-1150,Project PAIM-1150 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Punjab,1929.26,2051.25,1611.19,81.0,2019-05-01,2021-08-18,2022-06-29,2022-10-12,15,6.32,1
PAIM-1177,Project PAIM-1177 - Gas Pipeline Expansion,Coal,Ministry of Coal,POWERGRID,Maharashtra,4413.35,4950.8,2166.96,40.2,2020-09-01,2024-03-14,2025-02-13,2022-10-21,16,19.93,1
PAIM-1216,Project PAIM-1216 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Maharashtra,7102.31,8788.29,1500.57,15.8,2020-01-01,2025-09-01,2029-11-11,2022-10-17,73,28.49,1
PAIM-1253,Project PAIM-1253 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Assam,7377.52,7377.52,7304.21,100.0,2014-10-01,2019-03-09,2019-03-09,2022-10-19,0,-1.5,0
PAIM-1274,Project PAIM-1274 - Gas Pipeline Expansion,Coal,Ministry of Coal,ONGC,Rajasthan,8085.06,9352.14,7073.68,87.5,2020-01-01,2021-07-24,2021-11-26,2022-10-17,6,18.81,1
PAIM-1326,Project PAIM-1326 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Andhra Pradesh,2930.19,2930.19,2930.19,100.0,2020-01-01,2021-11-21,2021-11-21,2022-10-17,0,5.0,0
PAIM-1345,Project PAIM-1345 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NTPC,Assam,4211.48,4211.48,1026.97,21.5,2022-01-01,2024-03-21,2024-03-21,2022-10-28,17,21.32,1
PAIM-1351,Project PAIM-1351 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,RVNL,Andhra Pradesh,8271.43,10560.98,6371.74,60.0,2016-02-01,2019-06-15,2021-04-17,2022-10-27,32,27.68,1
PAIM-1371,Project PAIM-1371 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,NHAI,Madhya Pradesh,1065.46,1065.46,930.8,100.0,2016-02-01,2018-02-20,2018-02-20,2022-10-27,0,1.8,0
PAIM-1406,Project PAIM-1406 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,NHAI,Odisha,5608.03,5608.03,5327.21,100.0,2015-06-01,2019-01-11,2019-01-11,2022-10-22,0,-1.8,0
PAIM-1408,Project PAIM-1408 - Bridge Construction,Coal,Ministry of Coal,NTPC,Telangana,3693.65,3693.65,1741.07,45.3,2021-05-01,2024-09-12,2024-09-12,2022-10-23,0,3.5,0
PAIM-1431,Project PAIM-1431 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,4593.31,4593.31,2407.98,60.1,2020-09-01,2024-04-13,2024-04-13,2022-10-21,0,-1.4,0
PAIM-1437,Project PAIM-1437 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Odisha,6076.87,6819.46,6177.1,87.5,2020-01-01,2022-07-19,2023-08-21,2022-10-17,19,14.66,1
PAIM-1450,Project PAIM-1450 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHAI,Punjab,1545.57,1545.57,382.56,23.0,2022-01-01,2025-10-12,2025-10-12,2022-10-28,0,2.7,0
PAIM-1468,Project PAIM-1468 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Telangana,5288.6,5704.99,3953.01,69.0,2017-05-01,2020-07-14,2022-03-14,2022-10-02,29,7.87,1
PAIM-1469,Project PAIM-1469 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,8261.89,10394.12,7210.09,65.5,2018-09-01,2022-08-11,2026-04-16,2022-10-10,64,25.81,1
