project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,3972.24,55.6,2003-12-01,2007-11-10,2007-11-10,2006-01-19,0,-1.4,0
PAIM-1080,Project PAIM-1080 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Punjab,8434.52,8434.52,1526.63,16.3,2005-04-01,2007-08-19,2007-08-19,2006-01-26,28,44.8,1
PAIM-1102,Project PAIM-1102 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Assam,8362.4,9212.4,8896.39,84.7,2001-12-01,2004-03-20,2004-08-13,2006-01-09,7,10.16,1
PAIM-1106,Project PAIM-1106 - Thermal Power Unit,Railways,Ministry of Railways,DMRC,Assam,151.57,151.57,130.07,100.0,2002-08-01,2005-09-14,2005-09-14,2006-01-12,0,0.9,0
PAIM-1111,Project PAIM-1111 - Expressway,Railways,Ministry of Railways,NHAI,Tamil Nadu,1787.42,1787.42,1787.42,100.0,2003-04-01,2005-08-18,2005-08-18,2006-01-15,0,-0.5,0
PAIM-1123,Project PAIM-1123 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Assam,3062.65,3062.65,1843.81,54.6,2003-12-01,2007-12-10,2007-12-10,2006-01-19,0,4.1,0
PAIM-1140,Project PAIM-1140 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Madhya Pradesh,4993.74,4993.74,2539.05,46.9,2003-12-01,2008-09-05,2008-09-05,2006-01-19,0,4.6,0
PAIM-1199,Project PAIM-1199 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5768.27,6181.75,1166.06,22.0,2004-08-01,2008-03-13,2010-02-24,2006-01-23,34,18.43,1
PAIM-1200,Project PAIM-1200 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Madhya Pradesh,6764.8,8197.25,6995.65,77.5,2001-04-01,2005-06-09,2006-03-29,2006-01-05,14,21.18,1
PAIM-1234,Project PAIM-1234 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,DMRC,Madhya Pradesh,1922.59,2497.82,888.24,39.5,2001-04-01,2006-11-01,2010-11-30,2006-01-05,71,29.92,1
PAIM-1248,Project PAIM-1248 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Assam,2504.02,2504.02,1898.9,75.5,2001-12-01,2007-06-03,2007-06-03,2006-01-09,0,2.3,0
PAIM-1263,Project PAIM-1263 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,DMRC,West Bengal,8110.11,8110.11,5254.84,60.1,2003-12-01,2007-07-13,2007-07-13,2006-01-19,0,-1.4,0
PAIM-1353,Project PAIM-1353 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,GAIL,Punjab,6032.52,6945.53,5787.38,80.8,2001-12-01,2005-10-11,2007-02-05,2006-01-09,23,15.13,1
PAIM-1399,Project PAIM-1399 - Solar Park Development,Power & Renewable Energy,Ministry of Power,Coal India Limited,Madhya Pradesh,7690.86,8588.21,2003.21,20.6,2004-08-01,2008-02-12,2009-12-15,2006-01-23,32,30.0,1
PAIM-1463,Project PAIM-1463 - Expressway,Water Resources,Ministry of Jal Shakti,GAIL,Andhra Pradesh,3590.15,3590.15,3564.83,100.0,2001-12-01,2005-02-13,2005-02-13,2006-01-09,0,2.5,0
