project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6245.83,100.0,2003-12-01,2007-11-10,2007-11-10,2008-09-05,0,-1.4,0
PAIM-1020,Project PAIM-1020 - Railway Line Electrification,Railways,Ministry of Railways,POWERGRID,Madhya Pradesh,7390.42,8924.88,4564.33,52.9,2005-12-01,2009-04-14,2012-03-19,2008-09-16,51,24.92,1
PAIM-1035,Project PAIM-1035 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NTPC,Haryana,1040.94,1115.79,200.04,20.1,2005-12-01,2011-09-01,2013-07-24,2008-09-16,33,8.63,1
PAIM-1077,Project PAIM-1077 - Metro Line Phase II,Coal,Ministry of Coal,NHAI,Telangana,714.56,790.85,704.86,85.0,2005-12-01,2008-05-19,2009-06-01,2008-09-16,18,12.81,1
PAIM-1080,Project PAIM-1080 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,NHPC,Punjab,8434.52,12213.35,6961.95,65.2,2005-04-01,2007-08-19,2009-03-28,2008-09-12,28,44.8,1
PAIM-1111,Project PAIM-1111 - Expressway,Railways,Ministry of Railways,NHAI,Tamil Nadu,1787.42,1787.42,1787.42,100.0,2003-04-01,2005-08-18,2005-08-18,2008-09-01,0,-0.5,0
PAIM-1123,Project PAIM-1123 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Assam,3062.65,3062.65,3062.65,100.0,2003-12-01,2007-12-10,2007-12-10,2008-09-05,0,4.1,0
PAIM-1135,Project PAIM-1135 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,NHAI,Maharashtra,8060.75,8060.75,3526.42,47.6,2006-08-01,2011-04-07,2011-04-07,2008-09-19,0,2.8,0
PAIM-1140,Project PAIM-1140 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Madhya Pradesh,4993.74,4993.74,4993.74,98.4,2003-12-01,2008-09-05,2008-09-05,2008-09-05,0,4.6,0
PAIM-1196,Project PAIM-1196 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Bihar,1454.28,1556.74,87.07,5.4,2007-04-01,2012-12-30,2017-12-09,2008-09-22,86,18.12,1
PAIM-1199,Project PAIM-1199 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5768.27,6831.5,4672.4,77.0,2004-08-01,2008-03-13,2010-02-24,2008-09-09,34,18.43,1
PAIM-1263,Project PAIM-1263 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,DMRC,West Bengal,8110.11,8110.11,7232.56,100.0,2003-12-01,2007-07-13,2007-07-13,2008-09-05,0,-1.4,0
PAIM-1322,Project PAIM-1322 - Bridge Construction,Telecommunications,Ministry of Communications,ONGC,Assam,2678.11,2678.11,2678.11,100.0,2002-01-01,2007-01-05,2007-01-05,2008-09-26,0,0.4,0
PAIM-1377,Project PAIM-1377 - Bridge Construction,Coal,Ministry of Coal,NTPC,West Bengal,4275.0,4397.47,2480.05,58.0,2007-04-01,2009-03-21,2009-11-27,2008-09-22,12,7.37,1
PAIM-1381,Project PAIM-1381 - Gas Pipeline Expansion,Railways,Ministry of Railways,POWERGRID,Tamil Nadu,4406.47,4647.7,2577.71,49.1,2006-08-01,2009-08-15,2010-09-17,2008-09-19,19,8.96,1
PAIM-1399,Project PAIM-1399 - Solar Park Development,Power & Renewable Energy,Ministry of Power,Coal India Limited,Madhya Pradesh,7690.86,9998.32,7597.28,69.3,2004-08-01,2008-02-12,2009-12-15,2008-09-09,32,30.0,1
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,1868.38,100.0,2002-01-01,2005-05-15,2005-05-15,2008-09-26,0,1.6,0
PAIM-1451,Project PAIM-1451 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,1929.03,2022.26,1338.75,74.0,2002-01-01,2007-11-01,2009-07-23,2008-09-26,30,4.83,1
PAIM-1455,Project PAIM-1455 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Indian Railways,Maharashtra,2556.57,2556.57,1875.04,72.7,2005-12-01,2009-10-11,2009-10-11,2008-09-16,0,2.4,0
PAIM-1465,Project PAIM-1465 - Solar Park Development,Water Resources,Ministry of Jal Shakti,Indian Railways,West Bengal,7328.21,8045.17,7345.86,90.8,2006-08-01,2008-08-20,2009-01-13,2008-09-19,7,16.01,1
PAIM-1475,Project PAIM-1475 - Solar Park Development,Railways,Ministry of Railways,GAIL,Assam,916.95,1000.38,629.28,60.0,2002-01-01,2007-03-06,2009-07-14,2008-09-26,41,9.1,1
PAIM-1476,Project PAIM-1476 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Uttar Pradesh,4420.49,4420.49,4420.49,100.0,2002-09-01,2006-05-13,2006-05-13,2008-09-29,0,-0.8,0
PAIM-1490,Project PAIM-1490 - Solar Park Development,Coal,Ministry of Coal,RVNL,West Bengal,5418.6,5418.6,5199.08,100.0,2002-09-01,2007-02-07,2007-02-07,2008-09-29,0,0.7,0
