project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,2013.72,60.0,2003-02-01,2008-05-05,2012-02-19,2009-10-27,66,26.2,1
PAIM-1028,Project PAIM-1028 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Rajasthan,1288.7,1288.7,1121.0,100.0,2002-06-01,2006-07-10,2006-07-10,2009-10-22,0,3.1,0
PAIM-1034,Project PAIM-1034 - Metro Line Phase II,Railways,Ministry of Railways,ONGC,Maharashtra,4574.16,4574.16,4537.34,100.0,2001-10-01,2006-08-06,2006-08-06,2009-10-19,0,0.2,0
PAIM-1114,Project PAIM-1114 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,ONGC,West Bengal,1156.66,1513.51,881.92,60.0,2002-06-01,2007-07-05,2011-11-16,2009-10-22,76,30.85,1
PAIM-1180,Project PAIM-1180 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Haryana,809.14,1118.65,721.77,60.0,2001-10-01,2004-09-15,2006-04-25,2009-10-19,28,38.25,1
PAIM-1210,Project PAIM-1210 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Coal India Limited,Uttar Pradesh,4998.39,5809.84,2619.68,52.6,2005-09-01,2011-02-02,2012-05-08,2009-10-10,22,16.23,1
PAIM-1229,Project PAIM-1229 - Expressway,Power & Renewable Energy,Ministry of Power,NHAI,Odisha,534.63,577.65,323.86,60.0,2004-05-01,2008-09-07,2010-07-11,2009-10-02,32,8.05,1
PAIM-1256,Project PAIM-1256 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Coal India Limited,Haryana,478.67,478.67,75.58,18.4,2009-01-01,2013-11-06,2013-11-06,2009-10-28,0,1.0,0
PAIM-1283,Project PAIM-1283 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Odisha,5394.05,5978.26,4999.02,82.0,2005-01-01,2008-04-15,2009-02-24,2009-10-07,15,10.83,1
PAIM-1314,Project PAIM-1314 - Railway Line Electrification,Railways,Ministry of Railways,NHPC,Madhya Pradesh,2872.99,3047.83,1832.22,64.6,2007-09-01,2010-03-19,2011-05-13,2009-10-20,20,9.96,1
PAIM-1319,Project PAIM-1319 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,863.11,962.58,516.87,60.0,2002-06-01,2004-11-17,2005-11-08,2009-10-22,17,11.52,1
PAIM-1325,Project PAIM-1325 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Punjab,2356.9,2356.9,2226.75,100.0,2004-05-01,2009-08-03,2009-08-03,2009-10-02,0,0.0,0
PAIM-1435,Project PAIM-1435 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NHAI,Punjab,2900.1,3189.78,1936.14,69.3,2005-09-01,2008-11-14,2010-07-15,2009-10-10,29,9.99,1
PAIM-1448,Project PAIM-1448 - Railway Line Electrification,Railways,Ministry of Railways,GAIL,Assam,1097.5,1097.5,949.36,100.0,2006-05-01,2008-08-18,2008-08-18,2009-10-12,0,3.6,0
PAIM-1453,Project PAIM-1453 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,7880.33,7880.33,6963.63,100.0,2004-05-01,2008-01-11,2008-01-11,2009-10-02,0,4.2,0
PAIM-1484,Project PAIM-1484 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Bihar,936.93,1010.04,968.93,87.5,2007-01-01,2008-11-21,2009-03-06,2009-10-17,5,9.36,0
