project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1042,Project PAIM-1042 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Odisha,7643.54,8950.41,122.02,1.5,2002-12-01,2007-12-05,2012-09-11,2004-05-24,83,43.97,1
PAIM-1099,Project PAIM-1099 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHAI,Maharashtra,8337.32,8675.04,1256.64,16.1,2002-12-01,2007-08-07,2008-05-06,2004-05-24,13,10.42,1
PAIM-1109,Project PAIM-1109 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,690.14,690.14,538.51,75.6,2001-08-01,2005-04-12,2005-04-12,2004-05-17,0,3.4,0
PAIM-1145,Project PAIM-1145 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Tamil Nadu,6681.13,6681.13,376.0,5.3,2003-08-01,2008-08-04,2008-08-04,2004-05-27,38,16.52,1
PAIM-1242,Project PAIM-1242 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Haryana,4939.25,5235.45,917.38,18.1,2002-12-01,2007-04-09,2008-03-30,2004-05-24,17,15.42,1
PAIM-1247,Project PAIM-1247 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Punjab,3671.3,3671.3,2025.33,62.7,2002-04-01,2005-09-12,2005-09-12,2004-05-20,0,0.2,0
PAIM-1302,Project PAIM-1302 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Maharashtra,6108.62,6108.62,6108.62,100.0,2001-08-01,2003-08-21,2003-08-21,2004-05-17,0,0.1,0
PAIM-1311,Project PAIM-1311 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Bihar,6111.55,6111.55,3070.6,58.9,2002-04-01,2005-12-11,2005-12-11,2004-05-20,0,2.1,0
PAIM-1348,Project PAIM-1348 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHPC,Rajasthan,7354.14,8668.13,6851.05,70.1,2001-08-01,2004-06-16,2006-06-21,2004-05-17,35,21.44,1
PAIM-1386,Project PAIM-1386 - Expressway,Water Resources,Ministry of Jal Shakti,Coal India Limited,Punjab,2416.09,2746.66,1082.71,37.8,2001-08-01,2006-03-08,2008-06-03,2004-05-17,39,16.42,1
PAIM-1405,Project PAIM-1405 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,Punjab,5517.66,5517.66,228.17,3.6,2003-08-01,2009-04-01,2009-04-01,2004-05-27,37,26.69,1
PAIM-1423,Project PAIM-1423 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHAI,Bihar,4938.72,5735.55,3933.18,60.9,2002-04-01,2004-10-17,2006-10-22,2004-05-20,35,26.4,1
