project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1012,Project PAIM-1012 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Gujarat,4347.02,4699.1,3381.49,84.2,2015-01-01,2017-04-20,2018-03-22,2018-06-14,16,8.1,1
PAIM-1052,Project PAIM-1052 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,POWERGRID,Madhya Pradesh,7533.06,10124.27,6854.08,60.0,2011-02-01,2013-04-21,2015-04-04,2018-06-24,34,34.4,1
PAIM-1120,Project PAIM-1120 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Bihar,7473.71,8846.13,6380.6,65.0,2012-06-01,2014-07-21,2015-10-05,2018-06-30,21,18.36,1
PAIM-1153,Project PAIM-1153 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,RVNL,Tamil Nadu,6585.7,6585.7,1008.73,17.8,2017-09-01,2020-01-19,2020-01-19,2018-06-28,32,32.08,1
PAIM-1168,Project PAIM-1168 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Bihar,4358.43,4773.48,2823.63,60.0,2011-02-01,2014-02-15,2016-01-08,2018-06-24,33,9.52,1
PAIM-1185,Project PAIM-1185 - Expressway,Railways,Ministry of Railways,GAIL,West Bengal,7646.16,9676.62,7055.13,71.5,2015-01-01,2016-10-22,2017-05-20,2018-06-14,10,26.56,1
PAIM-1197,Project PAIM-1197 - Metro Line Phase II,Telecommunications,Ministry of Communications,GAIL,Punjab,6983.48,7574.45,1374.57,20.9,2017-01-01,2020-08-13,2022-11-09,2018-06-25,39,21.76,1
PAIM-1275,Project PAIM-1275 - Thermal Power Unit,Railways,Ministry of Railways,NTPC,West Bengal,7623.89,8426.42,5060.71,69.3,2015-09-01,2018-08-16,2020-12-24,2018-06-17,41,12.63,1
PAIM-1276,Project PAIM-1276 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,8046.72,8948.51,6216.49,79.3,2013-01-01,2016-07-14,2017-07-27,2018-06-04,18,11.21,1
PAIM-1294,Project PAIM-1294 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Madhya Pradesh,2363.14,2363.14,2299.69,100.0,2010-06-01,2012-01-22,2012-01-22,2018-06-19,0,3.6,0
PAIM-1304,Project PAIM-1304 - Expressway,Railways,Ministry of Railways,NTPC,Assam,4046.8,4046.8,1104.02,28.0,2017-01-01,2022-10-02,2022-10-02,2018-06-25,0,-1.3,0
PAIM-1306,Project PAIM-1306 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Punjab,1521.66,1653.49,786.77,42.6,2015-01-01,2020-02-04,2022-07-25,2018-06-14,43,8.66,1
PAIM-1368,Project PAIM-1368 - Gas Pipeline Expansion,Railways,Ministry of Railways,NTPC,Gujarat,5934.89,6750.71,3661.3,47.6,2016-05-01,2019-04-16,2020-12-14,2018-06-20,29,22.49,1
PAIM-1411,Project PAIM-1411 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Bihar,1034.4,1177.98,221.87,19.4,2017-01-01,2020-07-14,2023-02-13,2018-06-25,45,35.69,1
PAIM-1454,Project PAIM-1454 - Bridge Construction,Telecommunications,Ministry of Communications,NHAI,Haryana,1705.75,1705.75,1197.46,70.3,2016-05-01,2019-05-16,2019-05-16,2018-06-20,0,-0.7,0
PAIM-1467,Project PAIM-1467 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Odisha,815.13,815.13,40.99,5.5,2017-09-01,2021-09-10,2021-09-10,2018-06-28,78,45.06,1
PAIM-1478,Project PAIM-1478 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,CPWD,Tamil Nadu,2864.86,3469.92,2225.0,60.0,2010-06-01,2012-05-21,2013-10-28,2018-06-19,25,21.12,1
