project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1005,Project PAIM-1005 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NTPC,Maharashtra,6176.44,6956.85,6687.33,90.8,2023-07-01,2025-02-20,2025-07-16,2025-08-19,7,20.68,1
PAIM-1015,Project PAIM-1015 - Gas Pipeline Expansion,Railways,Ministry of Railways,ONGC,Odisha,7018.71,7474.48,6615.25,85.0,2022-11-01,2024-10-21,2025-09-22,2025-08-17,16,7.79,1
PAIM-1043,Project PAIM-1043 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,ONGC,Karnataka,5728.51,5728.51,4174.35,76.5,2021-07-01,2026-12-02,2026-12-02,2025-08-09,0,-1.8,0
PAIM-1053,Project PAIM-1053 - Solar Park Development,Power & Renewable Energy,Ministry of Power,GAIL,Tamil Nadu,6481.29,7820.4,4442.97,60.8,2017-08-01,2023-01-02,2023-12-24,2025-08-19,17,20.66,1
PAIM-1092,Project PAIM-1092 - Expressway,Water Resources,Ministry of Jal Shakti,CPWD,Uttar Pradesh,6484.95,7246.55,4930.15,75.3,2020-11-01,2025-08-07,2026-08-20,2025-08-07,18,11.74,1
PAIM-1093,Project PAIM-1093 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Andhra Pradesh,926.47,926.47,598.97,61.4,2023-07-01,2027-01-11,2027-01-11,2025-08-19,0,1.9,0
PAIM-1124,Project PAIM-1124 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,West Bengal,2834.49,3390.17,2708.15,77.0,2021-07-01,2023-12-18,2024-10-28,2025-08-09,15,19.6,1
PAIM-1133,Project PAIM-1133 - Expressway,Telecommunications,Ministry of Communications,CPWD,Madhya Pradesh,3974.26,3974.26,3974.26,97.3,2022-11-01,2025-08-17,2025-08-17,2025-08-17,0,1.4,0
PAIM-1146,Project PAIM-1146 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,ONGC,Telangana,2571.88,2571.88,2143.89,92.0,2022-03-01,2025-11-10,2025-11-10,2025-08-12,0,4.0,0
PAIM-1164,Project PAIM-1164 - Railway Line Electrification,Telecommunications,Ministry of Communications,Coal India Limited,Punjab,7010.76,7200.82,6335.76,79.0,2023-07-01,2025-10-18,2026-05-16,2025-08-19,10,4.44,1
PAIM-1209,Project PAIM-1209 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Bihar,7067.46,8657.51,2179.46,26.0,2022-11-01,2027-10-06,2029-08-28,2025-08-17,33,27.0,1
PAIM-1211,Project PAIM-1211 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Assam,7049.95,9162.35,5669.52,60.0,2018-04-01,2021-04-15,2023-03-08,2025-08-22,33,29.96,1
PAIM-1214,Project PAIM-1214 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Haryana,2537.27,2537.27,2230.49,100.0,2019-08-01,2022-11-13,2022-11-13,2025-08-29,0,0.3,0
PAIM-1215,Project PAIM-1215 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Odisha,4716.86,4716.86,4482.23,100.0,2018-12-01,2020-08-22,2020-08-22,2025-08-26,0,4.9,0
PAIM-1224,Project PAIM-1224 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,DMRC,Madhya Pradesh,6933.46,8232.72,5233.74,67.5,2018-12-01,2023-01-09,2024-12-22,2025-08-26,34,18.74,1
PAIM-1233,Project PAIM-1233 - Expressway,Water Resources,Ministry of Jal Shakti,POWERGRID,Bihar,7200.03,7200.03,5369.35,80.7,2022-03-01,2026-06-08,2026-06-08,2025-08-12,0,-0.7,0
PAIM-1290,Project PAIM-1290 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Madhya Pradesh,6161.97,7239.64,4308.84,67.5,2018-12-01,2021-12-15,2022-09-14,2025-08-26,13,17.49,1
PAIM-1305,Project PAIM-1305 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Rajasthan,4477.02,5211.93,629.56,13.1,2023-07-01,2028-12-31,2033-06-05,2025-08-19,77,26.86,1
PAIM-1339,Project PAIM-1339 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Punjab,5167.99,5167.99,4913.12,100.0,2019-08-01,2023-03-13,2023-03-13,2025-08-29,0,1.0,0
PAIM-1361,Project PAIM-1361 - Railway Line Electrification,Telecommunications,Ministry of Communications,Coal India Limited,Tamil Nadu,7130.06,7130.06,6207.68,80.5,2022-11-01,2026-04-14,2026-04-14,2025-08-17,0,3.8,0
PAIM-1366,Project PAIM-1366 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,NTPC,Gujarat,5722.38,5722.38,3927.78,73.9,2023-07-01,2026-05-16,2026-05-16,2025-08-19,0,1.2,0
PAIM-1404,Project PAIM-1404 - Gas Pipeline Expansion,Coal,Ministry of Coal,NTPC,Karnataka,334.82,334.82,334.82,100.0,2020-11-01,2023-03-21,2023-03-21,2025-08-07,0,2.8,0
PAIM-1442,Project PAIM-1442 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,Assam,1436.41,1436.41,1436.41,100.0,2020-11-01,2023-10-17,2023-10-17,2025-08-07,0,3.9,0
PAIM-1457,Project PAIM-1457 - Bridge Construction,Telecommunications,Ministry of Communications,Indian Railways,Telangana,1046.47,1183.33,1156.39,89.0,2023-07-01,2025-01-21,2025-12-23,2025-08-19,16,21.4,1
PAIM-1470,Project PAIM-1470 - Railway Line Electrification,Coal,Ministry of Coal,DMRC,Punjab,4274.79,5335.09,4024.69,69.0,2020-03-01,2023-09-12,2025-01-06,2025-08-02,23,24.8,1
PAIM-1499,Project PAIM-1499 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Bihar,2595.76,2932.82,1951.57,69.8,2020-11-01,2026-01-04,2026-10-24,2025-08-07,14,12.98,1
