project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1007,Project PAIM-1007 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Bihar,4198.33,4198.33,4198.33,100.0,2001-03-01,2003-10-17,2003-10-17,2007-11-25,0,1.9,0
PAIM-1014,Project PAIM-1014 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,2625.86,3313.81,1695.82,50.0,2003-02-01,2008-05-05,2012-02-19,2007-11-07,66,26.2,1
PAIM-1028,Project PAIM-1028 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,Rajasthan,1288.7,1288.7,1272.98,100.0,2002-06-01,2006-07-10,2006-07-10,2007-11-02,0,3.1,0
PAIM-1079,Project PAIM-1079 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,4500.0,4987.28,2918.87,62.2,2006-06-01,2008-03-22,2009-06-26,2007-11-23,22,27.84,1
PAIM-1114,Project PAIM-1114 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,ONGC,West Bengal,1156.66,1513.51,790.25,60.0,2002-06-01,2007-07-05,2011-11-16,2007-11-02,76,30.85,1
PAIM-1281,Project PAIM-1281 - Bridge Construction,Railways,Ministry of Railways,Indian Railways,Gujarat,4325.28,5026.04,818.91,14.6,2006-06-01,2010-03-12,2012-11-23,2007-11-23,47,41.66,1
PAIM-1284,Project PAIM-1284 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Rajasthan,1968.0,2087.29,539.64,22.9,2006-06-01,2009-12-12,2012-01-07,2007-11-23,36,15.59,1
PAIM-1289,Project PAIM-1289 - Expressway,Railways,Ministry of Railways,NTPC,Tamil Nadu,4478.35,5198.46,2071.75,39.3,2005-02-01,2009-04-11,2012-04-07,2007-11-18,52,19.3,1
PAIM-1319,Project PAIM-1319 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,POWERGRID,Andhra Pradesh,863.11,962.58,650.02,69.0,2002-06-01,2004-11-17,2005-11-08,2007-11-02,17,11.52,1
PAIM-1365,Project PAIM-1365 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Gujarat,1643.32,1724.26,703.33,40.0,2006-06-01,2008-12-17,2010-03-23,2007-11-23,22,12.67,1
PAIM-1419,Project PAIM-1419 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHPC,West Bengal,7286.06,7286.06,7286.06,100.0,2004-06-01,2007-04-17,2007-04-17,2007-11-13,0,2.7,0
