project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1001,Project PAIM-1001 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Madhya Pradesh,5148.8,5369.59,4242.43,87.3,2007-10-01,2009-11-19,2010-07-28,2011-03-14,12,4.29,1
PAIM-1024,Project PAIM-1024 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Telangana,766.2,766.2,757.86,100.0,2003-03-01,2008-11-29,2008-11-29,2011-03-19,0,1.2,0
PAIM-1033,Project PAIM-1033 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,RVNL,Rajasthan,7183.32,9905.65,6319.52,60.0,2003-03-01,2004-08-22,2005-08-13,2011-03-19,17,37.9,1
PAIM-1079,Project PAIM-1079 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,4500.0,5753.02,3741.36,64.0,2006-06-01,2008-03-22,2009-06-26,2011-03-07,22,27.84,1
PAIM-1142,Project PAIM-1142 - Bridge Construction,Telecommunications,Ministry of Communications,DMRC,Gujarat,2687.92,2687.92,2462.53,100.0,2003-03-01,2004-10-21,2004-10-21,2011-03-19,0,2.5,0
PAIM-1269,Project PAIM-1269 - Thermal Power Unit,Telecommunications,Ministry of Communications,Indian Railways,Assam,5555.31,7067.26,4841.51,60.0,2003-03-01,2007-07-08,2009-06-20,2011-03-19,34,27.22,1
PAIM-1280,Project PAIM-1280 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,6677.44,6869.87,1651.6,28.1,2009-10-01,2012-12-14,2014-07-04,2011-03-25,27,7.41,1
PAIM-1281,Project PAIM-1281 - Bridge Construction,Railways,Ministry of Railways,Indian Railways,Gujarat,4325.28,6127.24,3284.05,60.0,2006-06-01,2010-03-12,2012-11-23,2011-03-07,47,41.66,1
PAIM-1284,Project PAIM-1284 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Rajasthan,1968.0,2274.75,1644.78,73.0,2006-06-01,2009-12-12,2012-01-07,2011-03-07,36,15.59,1
PAIM-1289,Project PAIM-1289 - Expressway,Railways,Ministry of Railways,NTPC,Tamil Nadu,4478.35,5342.48,3547.98,60.0,2005-02-01,2009-04-11,2012-04-07,2011-03-02,52,19.3,1
PAIM-1294,Project PAIM-1294 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Madhya Pradesh,2363.14,2363.14,1249.84,48.7,2010-06-01,2012-01-22,2012-01-22,2011-03-28,0,3.6,0
PAIM-1321,Project PAIM-1321 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Maharashtra,6432.09,6432.09,6205.33,100.0,2003-11-01,2007-07-13,2007-07-13,2011-03-24,0,2.8,0
PAIM-1365,Project PAIM-1365 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Gujarat,1643.32,1851.46,1602.63,77.5,2006-06-01,2008-12-17,2010-03-23,2011-03-07,22,12.67,1
PAIM-1372,Project PAIM-1372 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Tamil Nadu,4019.31,4437.9,3334.39,81.3,2009-02-01,2011-04-22,2011-10-07,2011-03-23,8,17.04,1
PAIM-1380,Project PAIM-1380 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Maharashtra,5235.39,5235.39,3353.54,73.3,2009-10-01,2011-09-21,2011-09-21,2011-03-25,0,3.0,0
PAIM-1383,Project PAIM-1383 - Solar Park Development,Railways,Ministry of Railways,GAIL,Andhra Pradesh,6071.66,6071.66,5658.47,100.0,2005-03-01,2009-09-06,2009-09-06,2011-03-30,0,3.5,0
PAIM-1478,Project PAIM-1478 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,CPWD,Tamil Nadu,2864.86,2864.86,603.62,21.9,2010-06-01,2012-05-21,2012-05-21,2011-03-28,25,21.12,1
