project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1087,Project PAIM-1087 - Expressway,Coal,Ministry of Coal,ONGC,Gujarat,3386.42,3796.16,2076.59,60.0,2014-04-01,2017-03-16,2018-05-31,2021-08-22,21,12.1,1
PAIM-1092,Project PAIM-1092 - Expressway,Water Resources,Ministry of Jal Shakti,CPWD,Uttar Pradesh,6484.95,6484.95,432.89,6.4,2020-11-01,2025-08-07,2025-08-07,2021-08-28,18,11.74,1
PAIM-1101,Project PAIM-1101 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,ONGC,Rajasthan,7014.56,8779.89,2296.59,27.0,2018-11-01,2023-09-06,2025-10-22,2021-08-17,37,30.2,1
PAIM-1141,Project PAIM-1141 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Gujarat,3991.02,5076.87,3128.76,60.0,2015-08-01,2020-09-03,2022-10-20,2021-08-29,37,27.21,1
PAIM-1143,Project PAIM-1143 - Gas Pipeline Expansion,Coal,Ministry of Coal,DMRC,Gujarat,1399.17,1534.96,1211.04,77.5,2016-11-01,2020-02-14,2021-04-09,2021-08-07,20,9.7,1
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,3237.0,60.0,2015-08-01,2017-11-18,2019-10-11,2021-08-29,33,8.84,1
PAIM-1179,Project PAIM-1179 - Expressway,Coal,Ministry of Coal,NTPC,Uttar Pradesh,5726.7,6632.77,3806.83,61.5,2019-07-01,2022-02-15,2023-07-25,2021-08-19,25,25.89,1
PAIM-1182,Project PAIM-1182 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Andhra Pradesh,4265.04,4265.04,4265.04,100.0,2014-04-01,2018-12-06,2018-12-06,2021-08-22,0,0.5,0
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,182.2,60.0,2014-12-01,2018-01-14,2020-05-24,2021-08-26,41,30.79,1
PAIM-1206,Project PAIM-1206 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Karnataka,3456.08,4087.69,2828.29,77.0,2017-07-01,2020-12-12,2021-10-23,2021-08-09,15,18.28,1
PAIM-1217,Project PAIM-1217 - Solar Park Development,Railways,Ministry of Railways,CPWD,Maharashtra,3109.05,3109.05,1898.51,60.1,2019-07-01,2023-02-10,2023-02-10,2021-08-19,0,2.0,0
PAIM-1292,Project PAIM-1292 - Solar Park Development,Power & Renewable Energy,Ministry of Power,NHPC,Odisha,1573.99,1573.99,1573.99,100.0,2017-07-01,2020-05-16,2020-05-16,2021-08-09,0,1.1,0
PAIM-1315,Project PAIM-1315 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,Indian Railways,Bihar,6103.67,6692.5,5398.41,84.7,2017-07-01,2018-12-23,2019-05-18,2021-08-09,7,9.65,1
PAIM-1336,Project PAIM-1336 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,ONGC,Uttar Pradesh,3527.5,3931.48,1758.29,50.8,2018-03-01,2022-10-06,2024-02-21,2021-08-12,24,11.45,1
PAIM-1340,Project PAIM-1340 - Bridge Construction,Coal,Ministry of Coal,Indian Railways,Telangana,425.11,425.11,425.11,100.0,2013-08-01,2017-05-12,2017-05-12,2021-08-19,0,1.4,0
PAIM-1357,Project PAIM-1357 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Karnataka,3913.4,5446.48,476.06,8.3,2018-11-01,2024-07-02,2027-08-31,2021-08-17,55,47.01,1
PAIM-1404,Project PAIM-1404 - Gas Pipeline Expansion,Coal,Ministry of Coal,NTPC,Karnataka,334.82,334.82,119.13,34.9,2020-11-01,2023-03-21,2023-03-21,2021-08-28,0,2.8,0
PAIM-1442,Project PAIM-1442 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,Assam,1436.41,1436.41,413.92,28.7,2020-11-01,2023-10-17,2023-10-17,2021-08-28,0,3.9,0
PAIM-1470,Project PAIM-1470 - Railway Line Electrification,Coal,Ministry of Coal,DMRC,Punjab,4274.79,4687.13,1232.91,22.9,2020-03-01,2023-09-12,2025-01-06,2021-08-23,23,24.8,1
PAIM-1499,Project PAIM-1499 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,Bihar,2595.76,2595.76,154.43,6.0,2020-11-01,2026-01-04,2026-01-04,2021-08-28,14,12.98,1
