project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1006,Project PAIM-1006 - Bridge Construction,Coal,Ministry of Coal,NHPC,Andhra Pradesh,2060.46,2283.49,843.63,39.0,2007-11-01,2012-05-08,2013-04-09,2010-08-17,16,12.99,1
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6245.83,100.0,2003-12-01,2007-11-10,2007-11-10,2010-08-26,0,-1.4,0
PAIM-1106,Project PAIM-1106 - Thermal Power Unit,Railways,Ministry of Railways,DMRC,Assam,151.57,151.57,151.57,100.0,2002-08-01,2005-09-14,2005-09-14,2010-08-19,0,0.9,0
PAIM-1111,Project PAIM-1111 - Expressway,Railways,Ministry of Railways,NHAI,Tamil Nadu,1787.42,1787.42,1787.42,100.0,2003-04-01,2005-08-18,2005-08-18,2010-08-22,0,-0.5,0
PAIM-1123,Project PAIM-1123 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Assam,3062.65,3062.65,3062.65,100.0,2003-12-01,2007-12-10,2007-12-10,2010-08-26,0,4.1,0
PAIM-1140,Project PAIM-1140 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Madhya Pradesh,4993.74,4993.74,4993.74,100.0,2003-12-01,2008-09-05,2008-09-05,2010-08-26,0,4.6,0
PAIM-1154,Project PAIM-1154 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Andhra Pradesh,2663.73,3467.83,1247.67,41.3,2007-11-01,2011-06-13,2013-12-22,2010-08-17,44,36.22,1
PAIM-1199,Project PAIM-1199 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Maharashtra,5768.27,6831.5,3975.14,65.0,2004-08-01,2008-03-13,2010-02-24,2010-08-30,34,18.43,1
PAIM-1212,Project PAIM-1212 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Rajasthan,3271.3,3271.3,3156.27,100.0,2007-11-01,2009-12-20,2009-12-20,2010-08-17,0,-1.6,0
PAIM-1263,Project PAIM-1263 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,DMRC,West Bengal,8110.11,8110.11,7911.44,100.0,2003-12-01,2007-07-13,2007-07-13,2010-08-26,0,-1.4,0
PAIM-1273,Project PAIM-1273 - Railway Line Electrification,Coal,Ministry of Coal,NTPC,Maharashtra,5374.18,5986.13,1014.08,19.4,2008-07-01,2013-01-06,2016-05-29,2010-08-20,59,18.63,1
PAIM-1282,Project PAIM-1282 - Bridge Construction,Coal,Ministry of Coal,RVNL,Uttar Pradesh,1506.97,1555.27,142.02,8.9,2009-03-01,2014-05-04,2016-03-06,2010-08-23,32,8.24,1
PAIM-1331,Project PAIM-1331 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Tamil Nadu,4408.38,4624.99,905.16,19.4,2009-03-01,2012-09-11,2014-01-06,2010-08-23,23,12.64,1
PAIM-1383,Project PAIM-1383 - Solar Park Development,Railways,Ministry of Railways,GAIL,Andhra Pradesh,6071.66,6071.66,5373.67,100.0,2005-03-01,2009-09-06,2009-09-06,2010-08-02,0,3.5,0
PAIM-1390,Project PAIM-1390 - Solar Park Development,Water Resources,Ministry of Jal Shakti,Coal India Limited,Karnataka,5840.2,7457.86,4516.63,64.0,2005-11-01,2009-01-14,2010-02-16,2010-08-07,19,27.7,1
PAIM-1399,Project PAIM-1399 - Solar Park Development,Power & Renewable Energy,Ministry of Power,Coal India Limited,Madhya Pradesh,7690.86,9998.32,5940.97,60.0,2004-08-01,2008-02-12,2009-12-15,2010-08-30,32,30.0,1
PAIM-1402,Project PAIM-1402 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NTPC,Tamil Nadu,6125.78,6125.78,1262.11,21.8,2009-11-01,2013-11-10,2013-11-10,2010-08-28,0,0.6,0
PAIM-1429,Project PAIM-1429 - Railway Line Electrification,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,West Bengal,2359.39,2359.39,771.83,37.6,2009-11-01,2011-04-25,2011-04-25,2010-08-28,13,18.0,1
PAIM-1497,Project PAIM-1497 - Railway Line Electrification,Railways,Ministry of Railways,NTPC,Odisha,2272.72,2272.72,421.78,16.6,2009-11-01,2015-04-04,2015-04-04,2010-08-28,0,4.1,0
PAIM-1500,Project PAIM-1500 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Uttar Pradesh,1436.04,1626.96,557.32,36.8,2007-11-01,2012-01-09,2014-07-20,2010-08-17,44,15.95,1
