project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1002,Project PAIM-1002 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NTPC,Telangana,4443.86,4443.86,3648.37,83.6,2003-05-01,2007-06-09,2007-06-09,2006-10-12,0,4.8,0
PAIM-1027,Project PAIM-1027 - Gas Pipeline Expansion,Railways,Ministry of Railways,NHAI,Tamil Nadu,2444.01,2444.01,1734.83,64.2,2004-01-01,2008-06-08,2008-06-08,2006-10-17,0,2.7,0
PAIM-1044,Project PAIM-1044 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,2388.33,2388.33,986.41,46.3,2005-05-01,2008-08-13,2008-08-13,2006-10-23,0,4.6,0
PAIM-1113,Project PAIM-1113 - Expressway,Telecommunications,Ministry of Communications,ONGC,Uttar Pradesh,2293.4,2293.4,2090.84,80.5,2004-01-01,2007-06-14,2007-06-14,2006-10-17,0,3.3,0
PAIM-1126,Project PAIM-1126 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,GAIL,Uttar Pradesh,2456.02,2456.02,663.95,30.7,2006-01-01,2007-09-23,2007-09-23,2006-10-28,13,10.53,1
PAIM-1147,Project PAIM-1147 - Solar Park Development,Power & Renewable Energy,Ministry of Power,Coal India Limited,Assam,3587.32,3587.32,388.52,11.4,2006-01-01,2009-05-15,2009-05-15,2006-10-28,17,6.47,1
PAIM-1205,Project PAIM-1205 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,NTPC,West Bengal,2256.8,2256.8,141.13,6.0,2006-01-01,2010-03-11,2010-03-11,2006-10-28,56,20.49,1
PAIM-1243,Project PAIM-1243 - Bridge Construction,Coal,Ministry of Coal,Coal India Limited,Bihar,5454.95,5454.95,323.69,6.3,2006-01-01,2009-09-12,2009-09-12,2006-10-28,77,43.03,1
PAIM-1278,Project PAIM-1278 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Haryana,3805.34,5440.58,1374.88,24.3,2003-05-01,2008-03-05,2013-10-01,2006-10-12,97,42.97,1
PAIM-1301,Project PAIM-1301 - Gas Pipeline Expansion,Railways,Ministry of Railways,GAIL,Tamil Nadu,7260.34,8457.27,2111.33,24.6,2003-05-01,2009-01-29,2010-12-22,2006-10-12,33,16.49,1
PAIM-1322,Project PAIM-1322 - Bridge Construction,Telecommunications,Ministry of Communications,ONGC,Assam,2678.11,2678.11,2675.36,94.1,2002-01-01,2007-01-05,2007-01-05,2006-10-07,0,0.4,0
PAIM-1347,Project PAIM-1347 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,RVNL,Andhra Pradesh,7325.36,7325.36,3900.64,51.5,2004-01-01,2009-09-01,2009-09-01,2006-10-17,0,-1.7,0
PAIM-1374,Project PAIM-1374 - Thermal Power Unit,Coal,Ministry of Coal,GAIL,Uttar Pradesh,5431.14,5431.14,2716.9,51.7,2004-09-01,2008-12-09,2008-12-09,2006-10-21,0,4.0,0
PAIM-1395,Project PAIM-1395 - Railway Line Electrification,Coal,Ministry of Coal,DMRC,Punjab,5739.59,6086.9,462.36,7.8,2005-05-01,2009-05-10,2015-07-26,2006-10-23,108,15.56,1
PAIM-1416,Project PAIM-1416 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Rajasthan,2011.63,2011.63,2011.63,100.0,2002-01-01,2005-05-15,2005-05-15,2006-10-07,0,1.6,0
PAIM-1451,Project PAIM-1451 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,1929.03,2022.26,1183.13,57.2,2002-01-01,2007-11-01,2009-07-23,2006-10-07,30,4.83,1
PAIM-1475,Project PAIM-1475 - Solar Park Development,Railways,Ministry of Railways,GAIL,Assam,916.95,1000.38,541.1,47.8,2002-01-01,2007-03-06,2009-07-14,2006-10-07,41,9.1,1
PAIM-1476,Project PAIM-1476 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Uttar Pradesh,4420.49,4420.49,4420.49,100.0,2002-09-01,2006-05-13,2006-05-13,2006-10-10,0,-0.8,0
PAIM-1490,Project PAIM-1490 - Solar Park Development,Coal,Ministry of Coal,RVNL,West Bengal,5418.6,5418.6,4735.69,91.6,2002-09-01,2007-02-07,2007-02-07,2006-10-10,0,0.7,0
