project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1026,Project PAIM-1026 - Expressway,Water Resources,Ministry of Jal Shakti,NHAI,Uttar Pradesh,8393.76,9686.61,4384.57,40.8,2017-11-01,2021-12-10,2024-08-01,2020-08-17,46,18.48,1
PAIM-1039,Project PAIM-1039 - Railway Line Electrification,Railways,Ministry of Railways,GAIL,Bihar,3691.49,4179.39,2724.14,60.0,2014-08-01,2019-10-04,2021-08-26,2020-08-29,33,13.22,1
PAIM-1095,Project PAIM-1095 - Expressway,Railways,Ministry of Railways,DMRC,Karnataka,4292.99,5394.32,3428.53,60.0,2015-11-01,2020-05-08,2027-03-12,2020-08-06,119,25.65,1
PAIM-1116,Project PAIM-1116 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Telangana,206.03,220.56,181.16,82.0,2015-11-01,2019-02-13,2019-11-13,2020-08-06,13,7.05,1
PAIM-1122,Project PAIM-1122 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Bihar,2477.64,3010.22,1933.76,58.2,2015-03-01,2020-12-29,2022-03-15,2020-08-01,21,21.5,1
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2901.45,69.3,2016-07-01,2019-02-16,2020-10-16,2020-08-09,29,27.27,1
PAIM-1221,Project PAIM-1221 - Solar Park Development,Railways,Ministry of Railways,GAIL,Karnataka,2371.08,3468.3,1854.75,60.0,2015-03-01,2019-02-08,2023-08-25,2020-08-01,79,46.28,1
PAIM-1245,Project PAIM-1245 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,Coal India Limited,West Bengal,4810.73,4810.73,2218.04,41.7,2018-07-01,2023-12-02,2023-12-02,2020-08-19,0,3.9,0
PAIM-1249,Project PAIM-1249 - Solar Park Development,Telecommunications,Ministry of Communications,GAIL,Odisha,4956.8,6601.42,4932.17,69.3,2016-07-01,2020-07-10,2023-02-09,2020-08-09,45,33.18,1
PAIM-1258,Project PAIM-1258 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,4093.09,4093.09,4093.09,100.0,2016-07-01,2019-09-14,2019-09-14,2020-08-09,0,2.4,0
PAIM-1264,Project PAIM-1264 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,RVNL,Telangana,3759.13,3759.13,3759.13,100.0,2013-04-01,2018-01-05,2018-01-05,2020-08-22,0,-0.4,0
PAIM-1265,Project PAIM-1265 - Bridge Construction,Telecommunications,Ministry of Communications,CPWD,Bihar,5680.35,5680.35,5040.65,100.0,2012-08-01,2016-01-13,2016-01-13,2020-08-19,0,-2.0,0
PAIM-1285,Project PAIM-1285 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,West Bengal,3145.61,4029.27,2629.38,74.7,2017-03-01,2019-01-20,2019-10-20,2020-08-12,13,28.09,1
PAIM-1310,Project PAIM-1310 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,West Bengal,2824.49,2824.49,2824.49,100.0,2014-08-01,2016-11-18,2016-11-18,2020-08-29,0,0.4,0
PAIM-1342,Project PAIM-1342 - Gas Pipeline Expansion,Railways,Ministry of Railways,CPWD,Haryana,1589.12,1793.65,357.26,18.6,2018-07-01,2024-01-01,2024-12-02,2020-08-19,16,21.06,1
PAIM-1375,Project PAIM-1375 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,RVNL,Gujarat,8386.02,9618.62,5998.04,60.0,2013-12-01,2017-01-14,2019-05-04,2020-08-26,40,14.7,1
PAIM-1398,Project PAIM-1398 - Solar Park Development,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Telangana,6531.53,7346.55,904.04,10.9,2019-03-01,2023-12-05,2026-12-01,2020-08-22,52,32.09,1
PAIM-1420,Project PAIM-1420 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Coal India Limited,Odisha,1077.38,1186.22,944.65,76.7,2014-08-01,2019-06-06,2020-04-16,2020-08-29,15,10.1,1
PAIM-1443,Project PAIM-1443 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Punjab,7470.31,8576.78,6430.36,79.3,2015-03-01,2019-12-05,2020-11-25,2020-08-01,17,14.81,1
PAIM-1464,Project PAIM-1464 - Railway Line Electrification,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Maharashtra,7127.02,7642.53,6101.49,87.3,2017-03-01,2020-07-13,2021-07-04,2020-08-12,17,7.23,1
PAIM-1466,Project PAIM-1466 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,West Bengal,3728.51,4213.42,3549.91,80.8,2016-07-01,2020-03-12,2021-05-06,2020-08-09,20,13.01,1
PAIM-1480,Project PAIM-1480 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Punjab,5763.16,6636.41,1119.11,18.9,2017-11-01,2023-03-05,2027-10-30,2020-08-17,81,18.18,1
