project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1001,Project PAIM-1001 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHPC,Madhya Pradesh,5148.8,5332.79,4341.39,90.0,2007-10-01,2009-11-19,2010-07-28,2010-07-17,12,4.29,1
PAIM-1024,Project PAIM-1024 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Telangana,766.2,766.2,694.51,100.0,2003-03-01,2008-11-29,2008-11-29,2010-07-22,0,1.2,0
PAIM-1033,Project PAIM-1033 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,RVNL,Rajasthan,7183.32,9905.65,6777.83,60.0,2003-03-01,2004-08-22,2005-08-13,2010-07-22,17,37.9,1
PAIM-1066,Project PAIM-1066 - Metro Line Phase II,Coal,Ministry of Coal,RVNL,Rajasthan,3149.6,3418.97,2171.76,68.7,2002-07-01,2004-08-19,2005-04-27,2010-07-19,12,8.55,1
PAIM-1079,Project PAIM-1079 - Metro Line Phase II,Railways,Ministry of Railways,CPWD,Haryana,4500.0,5753.02,4509.47,69.3,2006-06-01,2008-03-22,2009-06-26,2010-07-10,22,27.84,1
PAIM-1142,Project PAIM-1142 - Bridge Construction,Telecommunications,Ministry of Communications,DMRC,Gujarat,2687.92,2687.92,2611.92,100.0,2003-03-01,2004-10-21,2004-10-21,2010-07-22,0,2.5,0
PAIM-1269,Project PAIM-1269 - Thermal Power Unit,Telecommunications,Ministry of Communications,Indian Railways,Assam,5555.31,7067.26,3688.33,60.0,2003-03-01,2007-07-08,2009-06-20,2010-07-22,34,27.22,1
PAIM-1280,Project PAIM-1280 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,Indian Railways,Telangana,6677.44,6677.44,717.3,12.4,2009-10-01,2012-12-14,2012-12-14,2010-07-28,27,7.41,1
PAIM-1281,Project PAIM-1281 - Bridge Construction,Railways,Ministry of Railways,Indian Railways,Gujarat,4325.28,6127.24,3585.23,60.0,2006-06-01,2010-03-12,2012-11-23,2010-07-10,47,41.66,1
PAIM-1284,Project PAIM-1284 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NHAI,Rajasthan,1968.0,2274.75,1515.52,77.0,2006-06-01,2009-12-12,2012-01-07,2010-07-10,36,15.59,1
PAIM-1289,Project PAIM-1289 - Expressway,Railways,Ministry of Railways,NTPC,Tamil Nadu,4478.35,5342.48,3769.75,63.8,2005-02-01,2009-04-11,2012-04-07,2010-07-05,52,19.3,1
PAIM-1321,Project PAIM-1321 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Maharashtra,6432.09,6432.09,6432.09,100.0,2003-11-01,2007-07-13,2007-07-13,2010-07-27,0,2.8,0
PAIM-1349,Project PAIM-1349 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,GAIL,Gujarat,1203.38,1418.74,1109.72,68.7,2002-07-01,2004-01-22,2004-07-29,2010-07-19,9,17.9,1
PAIM-1365,Project PAIM-1365 - Bridge Construction,Water Resources,Ministry of Jal Shakti,NHPC,Gujarat,1643.32,1851.46,1563.57,80.8,2006-06-01,2008-12-17,2010-03-23,2010-07-10,22,12.67,1
PAIM-1372,Project PAIM-1372 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Tamil Nadu,4019.31,4285.69,2052.96,49.0,2009-02-01,2011-04-22,2011-10-07,2010-07-26,8,17.04,1
PAIM-1380,Project PAIM-1380 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Maharashtra,5235.39,5235.39,1958.37,41.4,2009-10-01,2011-09-21,2011-09-21,2010-07-28,0,3.0,0
PAIM-1438,Project PAIM-1438 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Gujarat,3566.79,3566.79,3566.79,100.0,2002-07-01,2006-05-11,2006-05-11,2010-07-19,0,-0.8,0
PAIM-1460,Project PAIM-1460 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Madhya Pradesh,1577.39,2085.67,1090.54,60.0,2002-07-01,2006-11-07,2008-09-29,2010-07-19,33,32.22,1
