project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1036,Project PAIM-1036 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Uttar Pradesh,6968.61,7600.23,5309.74,64.2,2007-08-01,2010-09-14,2011-10-17,2014-12-22,19,9.06,1
PAIM-1041,Project PAIM-1041 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Maharashtra,2651.63,2771.35,739.46,26.0,2013-07-01,2016-11-12,2018-03-09,2014-12-23,23,11.61,1
PAIM-1050,Project PAIM-1050 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Rajasthan,3527.45,4084.0,2832.09,64.2,2007-08-01,2011-06-11,2013-04-13,2014-12-22,32,15.78,1
PAIM-1074,Project PAIM-1074 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Rajasthan,4535.11,5234.45,3576.28,71.3,2007-08-01,2012-07-05,2013-04-24,2014-12-22,14,15.42,1
PAIM-1083,Project PAIM-1083 - Expressway,Power & Renewable Energy,Ministry of Power,Coal India Limited,Bihar,6685.51,6685.51,2287.54,37.2,2014-03-01,2016-05-19,2016-05-19,2014-12-26,0,-0.4,0
PAIM-1138,Project PAIM-1138 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Gujarat,3297.83,3609.21,2613.37,80.8,2010-11-01,2012-06-23,2013-03-23,2014-12-10,13,9.44,1
PAIM-1162,Project PAIM-1162 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Tamil Nadu,5754.16,6653.96,5766.25,77.6,2012-11-01,2015-01-20,2016-07-19,2014-12-21,26,25.59,1
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7400.14,100.0,2012-03-01,2013-12-21,2013-12-21,2014-12-16,0,3.8,0
PAIM-1259,Project PAIM-1259 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,POWERGRID,Maharashtra,7519.84,8611.44,5693.81,67.5,2008-04-01,2013-12-31,2015-06-09,2014-12-26,25,14.52,1
PAIM-1299,Project PAIM-1299 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Bihar,6667.78,6667.78,6667.78,100.0,2007-08-01,2009-11-18,2009-11-18,2014-12-22,0,-1.2,0
PAIM-1360,Project PAIM-1360 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Odisha,4838.34,5788.5,3705.86,60.0,2008-04-01,2010-09-18,2012-03-17,2014-12-26,26,19.64,1
PAIM-1376,Project PAIM-1376 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Gujarat,7287.08,7287.08,7287.08,100.0,2012-03-01,2014-05-20,2014-05-20,2014-12-16,0,-1.1,0
PAIM-1378,Project PAIM-1378 - Metro Line Phase II,Telecommunications,Ministry of Communications,CPWD,Rajasthan,5157.53,5764.75,2106.2,36.0,2011-07-01,2017-01-30,2019-04-28,2014-12-12,39,11.77,1
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,8572.74,4527.99,60.0,2008-04-01,2011-05-16,2012-05-06,2014-12-26,17,24.54,1
PAIM-1432,Project PAIM-1432 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Karnataka,2701.56,3001.27,2139.45,80.8,2010-11-01,2013-12-15,2014-12-06,2014-12-10,17,11.09,1
PAIM-1496,Project PAIM-1496 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,West Bengal,1458.52,1619.8,959.74,64.2,2007-08-01,2009-04-22,2009-10-28,2014-12-22,9,11.06,1
