project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1003,Project PAIM-1003 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,GAIL,Karnataka,1693.53,2048.76,1349.08,63.8,2018-10-01,2022-03-14,2023-07-30,2024-03-03,24,20.98,1
PAIM-1011,Project PAIM-1011 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Tamil Nadu,8280.09,9635.69,5794.33,65.0,2018-02-01,2021-09-13,2022-06-13,2024-03-01,13,16.37,1
PAIM-1013,Project PAIM-1013 - Bridge Construction,Railways,Ministry of Railways,NTPC,Uttar Pradesh,4799.29,4799.29,1292.81,28.7,2022-10-01,2028-05-02,2028-05-02,2024-03-24,0,0.5,0
PAIM-1071,Project PAIM-1071 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Haryana,7879.38,9164.69,4332.88,46.6,2019-06-01,2024-11-01,2027-06-24,2024-03-06,46,16.31,1
PAIM-1094,Project PAIM-1094 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,5464.7,6852.15,4482.99,60.0,2019-06-01,2023-12-07,2027-09-02,2024-03-06,65,25.39,1
PAIM-1097,Project PAIM-1097 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,RVNL,Odisha,2420.78,2420.78,759.47,30.8,2022-10-01,2027-12-04,2027-12-04,2024-03-24,0,-1.7,0
PAIM-1143,Project PAIM-1143 - Gas Pipeline Expansion,Coal,Ministry of Coal,DMRC,Gujarat,1399.17,1534.96,1125.11,64.2,2016-11-01,2020-02-14,2021-04-09,2024-03-24,20,9.7,1
PAIM-1202,Project PAIM-1202 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,Coal India Limited,Bihar,4768.48,4768.48,2929.58,53.6,2022-02-01,2026-03-12,2026-03-12,2024-03-22,0,0.2,0
PAIM-1206,Project PAIM-1206 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Karnataka,3456.08,4087.69,2384.82,61.0,2017-07-01,2020-12-12,2021-10-23,2024-03-26,15,18.28,1
PAIM-1207,Project PAIM-1207 - Expressway,Power & Renewable Energy,Ministry of Power,DMRC,Odisha,5276.73,6612.92,2472.9,36.5,2021-06-01,2025-10-08,2028-03-08,2024-03-17,42,30.39,1
PAIM-1227,Project PAIM-1227 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,ONGC,Rajasthan,5260.27,5981.93,5051.55,78.0,2022-02-01,2023-09-24,2024-10-06,2024-03-22,18,22.45,1
PAIM-1279,Project PAIM-1279 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Haryana,8331.36,9830.25,6943.54,79.3,2018-10-01,2020-08-21,2021-04-29,2024-03-03,12,17.99,1
PAIM-1292,Project PAIM-1292 - Solar Park Development,Power & Renewable Energy,Ministry of Power,NHPC,Odisha,1573.99,1573.99,1535.71,100.0,2017-07-01,2020-05-16,2020-05-16,2024-03-26,0,1.1,0
PAIM-1315,Project PAIM-1315 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,Indian Railways,Bihar,6103.67,6692.5,4461.3,74.0,2017-07-01,2018-12-23,2019-05-18,2024-03-26,7,9.65,1
PAIM-1330,Project PAIM-1330 - Expressway,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Bihar,842.34,842.34,696.75,94.8,2021-06-01,2024-04-16,2024-04-16,2024-03-17,0,1.4,0
PAIM-1336,Project PAIM-1336 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,ONGC,Uttar Pradesh,3527.5,3931.48,2505.22,70.8,2018-03-01,2022-10-06,2024-02-21,2024-03-29,24,11.45,1
PAIM-1343,Project PAIM-1343 - Solar Park Development,Railways,Ministry of Railways,ONGC,Tamil Nadu,1018.06,1018.06,640.37,56.7,2021-06-01,2026-07-05,2026-07-05,2024-03-17,0,3.1,0
