project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1003,Project PAIM-1003 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,GAIL,Karnataka,1693.53,1831.68,473.32,22.7,2018-10-01,2022-03-14,2023-07-30,2020-03-24,24,20.98,1
PAIM-1011,Project PAIM-1011 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Tamil Nadu,8280.09,9108.51,3617.02,37.0,2018-02-01,2021-09-13,2022-06-13,2020-03-22,13,16.37,1
PAIM-1030,Project PAIM-1030 - Solar Park Development,Water Resources,Ministry of Jal Shakti,NHAI,Gujarat,3997.5,3997.5,3997.5,100.0,2014-02-01,2016-01-22,2016-01-22,2020-03-01,0,1.4,0
PAIM-1041,Project PAIM-1041 - Metro Line Phase II,Telecommunications,Ministry of Communications,RVNL,Maharashtra,2651.63,2959.49,1759.72,67.5,2013-07-01,2016-11-12,2018-03-09,2020-03-26,23,11.61,1
PAIM-1046,Project PAIM-1046 - Solar Park Development,Railways,Ministry of Railways,GAIL,Gujarat,3349.21,3744.84,2836.34,70.8,2014-02-01,2016-03-22,2016-09-27,2020-03-01,9,11.81,1
PAIM-1054,Project PAIM-1054 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Madhya Pradesh,5959.21,6755.86,3634.31,51.3,2016-10-01,2020-07-12,2024-11-03,2020-03-14,75,13.37,1
PAIM-1071,Project PAIM-1071 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Haryana,7879.38,7879.38,288.11,3.5,2019-06-01,2024-11-01,2024-11-01,2020-03-27,46,16.31,1
PAIM-1072,Project PAIM-1072 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Tamil Nadu,1556.51,1883.36,1418.17,74.2,2014-10-01,2019-08-06,2021-11-01,2020-03-03,39,21.0,1
PAIM-1083,Project PAIM-1083 - Expressway,Power & Renewable Energy,Ministry of Power,Coal India Limited,Bihar,6685.51,6685.51,6685.51,100.0,2014-03-01,2016-05-19,2016-05-19,2020-03-29,0,-0.4,0
PAIM-1094,Project PAIM-1094 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NTPC,Maharashtra,5464.7,5464.7,262.86,5.0,2019-06-01,2023-12-07,2023-12-07,2020-03-27,65,25.39,1
PAIM-1149,Project PAIM-1149 - Railway Line Electrification,Power & Renewable Energy,Ministry of Power,POWERGRID,Rajasthan,1587.12,1866.79,1396.92,73.0,2015-06-01,2017-02-20,2017-07-16,2020-03-06,7,17.62,1
PAIM-1162,Project PAIM-1162 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Tamil Nadu,5754.16,7226.56,4093.77,60.0,2012-11-01,2015-01-20,2016-07-19,2020-03-24,26,25.59,1
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,7223.9,100.0,2012-03-01,2013-12-21,2013-12-21,2020-03-19,0,3.8,0
PAIM-1253,Project PAIM-1253 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Assam,7377.52,7377.52,7377.52,100.0,2014-10-01,2019-03-09,2019-03-09,2020-03-03,0,-1.5,0
PAIM-1279,Project PAIM-1279 - Metro Line Phase II,Telecommunications,Ministry of Communications,NHPC,Haryana,8331.36,8914.26,5203.77,62.8,2018-10-01,2020-08-21,2021-04-29,2020-03-24,12,17.99,1
PAIM-1337,Project PAIM-1337 - Expressway,Coal,Ministry of Coal,NHPC,Tamil Nadu,7616.42,8179.36,2204.28,31.6,2017-06-01,2022-02-05,2024-02-10,2020-03-17,35,8.87,1
PAIM-1351,Project PAIM-1351 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,RVNL,Andhra Pradesh,8271.43,10560.98,7480.12,69.3,2016-02-01,2019-06-15,2021-04-17,2020-03-11,32,27.68,1
PAIM-1371,Project PAIM-1371 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,NHAI,Madhya Pradesh,1065.46,1065.46,1065.46,100.0,2016-02-01,2018-02-20,2018-02-20,2020-03-11,0,1.8,0
PAIM-1376,Project PAIM-1376 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Gujarat,7287.08,7287.08,6482.03,100.0,2012-03-01,2014-05-20,2014-05-20,2020-03-19,0,-1.1,0
PAIM-1406,Project PAIM-1406 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,NHAI,Odisha,5608.03,5608.03,5608.03,100.0,2015-06-01,2019-01-11,2019-01-11,2020-03-06,0,-1.8,0
PAIM-1407,Project PAIM-1407 - Expressway,Telecommunications,Ministry of Communications,NHAI,Bihar,7407.17,7407.17,228.09,2.7,2019-06-01,2024-12-31,2024-12-31,2020-03-27,37,20.35,1
PAIM-1441,Project PAIM-1441 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,NHPC,West Bengal,4632.85,4632.85,749.62,17.4,2019-06-01,2024-08-03,2024-08-03,2020-03-27,0,1.7,0
PAIM-1461,Project PAIM-1461 - Expressway,Coal,Ministry of Coal,Coal India Limited,Tamil Nadu,4848.05,4848.05,730.21,13.4,2019-06-01,2021-11-17,2021-11-17,2020-03-27,53,30.48,1
