project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1036,Project PAIM-1036 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Uttar Pradesh,6968.61,7600.23,5114.45,70.8,2007-08-01,2010-09-14,2011-10-17,2013-08-29,19,9.06,1
PAIM-1050,Project PAIM-1050 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Rajasthan,3527.45,4084.0,3323.4,70.8,2007-08-01,2011-06-11,2013-04-13,2013-08-29,32,15.78,1
PAIM-1059,Project PAIM-1059 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,CPWD,Maharashtra,911.22,1103.62,705.6,65.3,2008-11-01,2014-01-04,2014-12-06,2013-08-07,16,21.11,1
PAIM-1074,Project PAIM-1074 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Rajasthan,4535.11,5234.45,4191.4,76.7,2007-08-01,2012-07-05,2013-04-24,2013-08-29,14,15.42,1
PAIM-1089,Project PAIM-1089 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Rajasthan,943.35,943.35,943.35,100.0,2008-11-01,2012-09-11,2012-09-11,2013-08-07,0,4.5,0
PAIM-1137,Project PAIM-1137 - Thermal Power Unit,Telecommunications,Ministry of Communications,POWERGRID,West Bengal,5346.57,6505.48,4621.58,64.2,2006-04-01,2011-05-05,2012-11-22,2013-08-22,27,21.68,1
PAIM-1138,Project PAIM-1138 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Gujarat,3297.83,3557.31,2646.16,87.5,2010-11-01,2012-06-23,2013-03-23,2013-08-17,13,9.44,1
PAIM-1162,Project PAIM-1162 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,NHAI,Tamil Nadu,5754.16,5754.16,1213.98,20.5,2012-11-01,2015-01-20,2015-01-20,2013-08-28,26,25.59,1
PAIM-1187,Project PAIM-1187 - Metro Line Phase II,Telecommunications,Ministry of Communications,NTPC,Punjab,7986.33,7986.33,6545.63,79.3,2012-03-01,2013-12-21,2013-12-21,2013-08-23,0,3.8,0
PAIM-1299,Project PAIM-1299 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Bihar,6667.78,6667.78,6667.78,100.0,2007-08-01,2009-11-18,2009-11-18,2013-08-29,0,-1.2,0
PAIM-1329,Project PAIM-1329 - Thermal Power Unit,Telecommunications,Ministry of Communications,GAIL,Rajasthan,3897.91,5151.78,2991.7,60.0,2006-04-01,2008-09-17,2010-01-12,2013-08-22,23,32.17,1
PAIM-1359,Project PAIM-1359 - Bridge Construction,Coal,Ministry of Coal,NHAI,Uttar Pradesh,3664.49,4212.92,2904.47,60.8,2005-08-01,2009-09-09,2010-11-03,2013-08-19,20,14.97,1
PAIM-1362,Project PAIM-1362 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,6659.09,8233.49,4940.55,60.0,2006-04-01,2011-05-05,2015-01-08,2013-08-22,64,23.64,1
PAIM-1376,Project PAIM-1376 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Gujarat,7287.08,7287.08,4133.38,65.9,2012-03-01,2014-05-20,2014-05-20,2013-08-23,0,-1.1,0
PAIM-1378,Project PAIM-1378 - Metro Line Phase II,Telecommunications,Ministry of Communications,CPWD,Rajasthan,5157.53,5528.61,866.8,18.1,2011-07-01,2017-01-30,2019-04-28,2013-08-19,39,11.77,1
PAIM-1403,Project PAIM-1403 - Thermal Power Unit,Telecommunications,Ministry of Communications,NHPC,Telangana,8126.28,8126.28,7001.08,96.9,2008-11-01,2013-09-06,2013-09-06,2013-08-07,0,-0.4,0
PAIM-1432,Project PAIM-1432 - Thermal Power Unit,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,POWERGRID,Karnataka,2701.56,2951.32,2057.96,70.7,2010-11-01,2013-12-15,2014-12-06,2013-08-17,17,11.09,1
PAIM-1472,Project PAIM-1472 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Bihar,5525.3,6194.8,4529.22,68.7,2005-08-01,2007-02-22,2007-08-30,2013-08-19,9,12.12,1
PAIM-1496,Project PAIM-1496 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,West Bengal,1458.52,1619.8,1192.58,70.8,2007-08-01,2009-04-22,2009-10-28,2013-08-29,9,11.06,1
