project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1036,Project PAIM-1036 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Uttar Pradesh,6968.61,7354.6,3643.39,48.9,2007-08-01,2010-09-14,2011-10-17,2009-09-19,19,9.06,1
PAIM-1050,Project PAIM-1050 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Rajasthan,3527.45,3867.56,1495.35,34.8,2007-08-01,2011-06-11,2013-04-13,2009-09-19,32,15.78,1
PAIM-1058,Project PAIM-1058 - Railway Line Electrification,Telecommunications,Ministry of Communications,ONGC,West Bengal,1246.65,1628.51,995.5,60.0,2003-01-01,2008-10-01,2012-07-17,2009-09-26,66,30.63,1
PAIM-1074,Project PAIM-1074 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Rajasthan,4535.11,4962.48,1083.17,24.7,2007-08-01,2012-07-05,2013-04-24,2009-09-19,14,15.42,1
PAIM-1103,Project PAIM-1103 - Bridge Construction,Power & Renewable Energy,Ministry of Power,POWERGRID,Assam,5885.29,6526.48,4827.31,67.5,2003-01-01,2004-07-24,2005-04-23,2009-09-26,13,10.89,1
PAIM-1137,Project PAIM-1137 - Thermal Power Unit,Telecommunications,Ministry of Communications,POWERGRID,West Bengal,5346.57,6505.48,2613.37,42.6,2006-04-01,2011-05-05,2012-11-22,2009-09-12,27,21.68,1
PAIM-1152,Project PAIM-1152 - Bridge Construction,Telecommunications,Ministry of Communications,ONGC,Punjab,396.36,424.16,269.84,68.7,2001-09-01,2003-02-23,2003-06-28,2009-09-19,6,7.01,0
PAIM-1254,Project PAIM-1254 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,Punjab,6139.98,7977.56,4157.88,60.0,2004-12-01,2008-06-13,2012-11-16,2009-09-06,77,29.93,1
PAIM-1255,Project PAIM-1255 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,Indian Railways,Haryana,1227.74,1227.74,1227.74,100.0,2004-04-01,2009-03-06,2009-03-06,2009-09-02,0,0.3,0
PAIM-1259,Project PAIM-1259 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,POWERGRID,Maharashtra,7519.84,7944.35,806.03,10.1,2008-04-01,2013-12-31,2015-06-09,2009-09-23,25,14.52,1
PAIM-1268,Project PAIM-1268 - Bridge Construction,Coal,Ministry of Coal,NHPC,West Bengal,3378.92,4253.89,2916.5,60.0,2002-05-01,2007-07-04,2009-09-29,2009-09-21,39,25.9,1
PAIM-1297,Project PAIM-1297 - Railway Line Electrification,Water Resources,Ministry of Jal Shakti,DMRC,Haryana,4839.31,4839.31,4324.84,100.0,2004-12-01,2007-03-21,2007-03-21,2009-09-06,0,-1.2,0
PAIM-1299,Project PAIM-1299 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Bihar,6667.78,6667.78,5822.74,90.3,2007-08-01,2009-11-18,2009-11-18,2009-09-19,0,-1.2,0
PAIM-1324,Project PAIM-1324 - Railway Line Electrification,Coal,Ministry of Coal,CPWD,Telangana,6392.44,6392.44,5557.27,100.0,2003-09-01,2008-05-07,2008-05-07,2009-09-29,0,-0.8,0
PAIM-1329,Project PAIM-1329 - Thermal Power Unit,Telecommunications,Ministry of Communications,GAIL,Rajasthan,3897.91,5151.78,2694.09,60.0,2006-04-01,2008-09-17,2010-01-12,2009-09-12,23,32.17,1
PAIM-1359,Project PAIM-1359 - Bridge Construction,Coal,Ministry of Coal,NHAI,Uttar Pradesh,3664.49,4212.92,3461.29,78.2,2005-08-01,2009-09-09,2010-11-03,2009-09-09,20,14.97,1
PAIM-1360,Project PAIM-1360 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Odisha,4838.34,5207.85,2087.26,37.3,2008-04-01,2010-09-18,2012-03-17,2009-09-23,26,19.64,1
PAIM-1362,Project PAIM-1362 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,6659.09,8233.49,2482.92,29.9,2006-04-01,2011-05-05,2015-01-08,2009-09-12,64,23.64,1
PAIM-1385,Project PAIM-1385 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Karnataka,6371.96,7704.56,5160.63,60.0,2002-05-01,2003-10-23,2004-10-13,2009-09-21,17,20.91,1
PAIM-1394,Project PAIM-1394 - Railway Line Electrification,Coal,Ministry of Coal,DMRC,Uttar Pradesh,965.12,1053.35,538.22,60.0,2003-01-01,2005-03-21,2006-06-25,2009-09-26,22,9.14,1
PAIM-1418,Project PAIM-1418 - Thermal Power Unit,Coal,Ministry of Coal,NHPC,Madhya Pradesh,6883.46,7540.4,1898.01,25.8,2008-04-01,2011-05-16,2012-05-06,2009-09-23,17,24.54,1
PAIM-1426,Project PAIM-1426 - Solar Park Development,Telecommunications,Ministry of Communications,CPWD,Uttar Pradesh,7770.08,8477.36,6682.35,69.0,2004-04-01,2007-04-16,2008-01-14,2009-09-02,13,9.1,1
PAIM-1462,Project PAIM-1462 - Bridge Construction,Water Resources,Ministry of Jal Shakti,Indian Railways,Gujarat,3626.52,3626.52,3626.52,100.0,2003-01-01,2008-10-31,2008-10-31,2009-09-26,0,4.7,0
PAIM-1472,Project PAIM-1472 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Bihar,5525.3,6194.8,5615.97,84.7,2005-08-01,2007-02-22,2007-08-30,2009-09-09,9,12.12,1
PAIM-1496,Project PAIM-1496 - Gas Pipeline Expansion,Road Transport & Highways,Ministry of Road Transport and Highways,RVNL,West Bengal,1458.52,1557.08,1254.56,90.8,2007-08-01,2009-04-22,2009-10-28,2009-09-19,9,11.06,1
