project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1006,Project PAIM-1006 - Bridge Construction,Coal,Ministry of Coal,NHPC,Andhra Pradesh,2060.46,2224.02,662.09,26.7,2007-11-01,2012-05-08,2013-04-09,2009-12-20,16,12.99,1
PAIM-1017,Project PAIM-1017 - Solar Park Development,Telecommunications,Ministry of Communications,Coal India Limited,West Bengal,6245.83,6245.83,6179.64,100.0,2003-12-01,2007-11-10,2007-11-10,2009-12-29,0,-1.4,0
PAIM-1102,Project PAIM-1102 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,Indian Railways,Assam,8362.4,9212.4,7054.08,68.7,2001-12-01,2004-03-20,2004-08-13,2009-12-19,7,10.16,1
PAIM-1106,Project PAIM-1106 - Thermal Power Unit,Railways,Ministry of Railways,DMRC,Assam,151.57,151.57,151.57,100.0,2002-08-01,2005-09-14,2005-09-14,2009-12-22,0,0.9,0
PAIM-1111,Project PAIM-1111 - Expressway,Railways,Ministry of Railways,NHAI,Tamil Nadu,1787.42,1787.42,1566.01,100.0,2003-04-01,2005-08-18,2005-08-18,2009-12-25,0,-0.5,0
PAIM-1123,Project PAIM-1123 - Metro Line Phase II,Water Resources,Ministry of Jal Shakti,DMRC,Assam,3062.65,3062.65,2797.22,100.0,2003-12-01,2007-12-10,2007-12-10,2009-12-29,0,4.1,0
PAIM-1140,Project PAIM-1140 - Solar Park Development,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Madhya Pradesh,4993.74,4993.74,4741.4,100.0,2003-12-01,2008-09-05,2008-09-05,2009-12-29,0,4.6,0
PAIM-1154,Project PAIM-1154 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Andhra Pradesh,2663.73,3253.4,812.32,27.8,2007-11-01,2011-06-13,2013-12-22,2009-12-20,44,36.22,1
PAIM-1212,Project PAIM-1212 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,NHPC,Rajasthan,3271.3,3271.3,3140.98,96.5,2007-11-01,2009-12-20,2009-12-20,2009-12-20,0,-1.6,0
PAIM-1248,Project PAIM-1248 - Thermal Power Unit,Road Transport & Highways,Ministry of Road Transport and Highways,POWERGRID,Assam,2504.02,2504.02,2188.3,100.0,2001-12-01,2007-06-03,2007-06-03,2009-12-19,0,2.3,0
PAIM-1263,Project PAIM-1263 - Thermal Power Unit,Power & Renewable Energy,Ministry of Power,DMRC,West Bengal,8110.11,8110.11,8110.11,100.0,2003-12-01,2007-07-13,2007-07-13,2009-12-29,0,-1.4,0
PAIM-1273,Project PAIM-1273 - Railway Line Electrification,Coal,Ministry of Coal,NTPC,Maharashtra,5374.18,5763.6,668.71,11.2,2008-07-01,2013-01-06,2016-05-29,2009-12-23,59,18.63,1
PAIM-1282,Project PAIM-1282 - Bridge Construction,Coal,Ministry of Coal,RVNL,Uttar Pradesh,1506.97,1506.97,51.6,4.0,2009-03-01,2014-05-04,2014-05-04,2009-12-26,32,8.24,1
PAIM-1331,Project PAIM-1331 - Gas Pipeline Expansion,Water Resources,Ministry of Jal Shakti,NHAI,Tamil Nadu,4408.38,4408.38,413.42,8.6,2009-03-01,2012-09-11,2012-09-11,2009-12-26,23,12.64,1
PAIM-1353,Project PAIM-1353 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,GAIL,Punjab,6032.52,6945.53,3702.48,60.8,2001-12-01,2005-10-11,2007-02-05,2009-12-19,23,15.13,1
PAIM-1383,Project PAIM-1383 - Solar Park Development,Railways,Ministry of Railways,GAIL,Andhra Pradesh,6071.66,6071.66,5734.39,100.0,2005-03-01,2009-09-06,2009-09-06,2009-12-05,0,3.5,0
PAIM-1390,Project PAIM-1390 - Solar Park Development,Water Resources,Ministry of Jal Shakti,Coal India Limited,Karnataka,5840.2,7457.86,5821.16,69.3,2005-11-01,2009-01-14,2010-02-16,2009-12-10,19,27.7,1
PAIM-1463,Project PAIM-1463 - Expressway,Water Resources,Ministry of Jal Shakti,GAIL,Andhra Pradesh,3590.15,3590.15,3590.15,100.0,2001-12-01,2005-02-13,2005-02-13,2009-12-19,0,2.5,0
PAIM-1500,Project PAIM-1500 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Uttar Pradesh,1436.04,1576.05,367.68,24.9,2007-11-01,2012-01-09,2014-07-20,2009-12-20,44,15.95,1
