project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1018,Project PAIM-1018 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,ONGC,Punjab,277.79,349.54,239.15,77.0,2019-10-01,2023-06-12,2025-08-17,2023-11-09,38,25.83,1
PAIM-1026,Project PAIM-1026 - Expressway,Water Resources,Ministry of Jal Shakti,NHAI,Uttar Pradesh,8393.76,9945.18,6448.63,60.0,2017-11-01,2021-12-10,2024-08-01,2023-11-30,46,18.48,1
PAIM-1049,Project PAIM-1049 - Bridge Construction,Railways,Ministry of Railways,NTPC,Madhya Pradesh,8258.34,8258.34,1613.88,18.7,2023-02-01,2027-11-07,2027-11-07,2023-11-28,0,2.5,0
PAIM-1060,Project PAIM-1060 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHAI,Madhya Pradesh,4029.4,5001.93,3054.86,60.0,2018-06-01,2021-02-15,2022-01-17,2023-11-02,16,24.14,1
PAIM-1064,Project PAIM-1064 - Bridge Construction,Railways,Ministry of Railways,POWERGRID,Telangana,1604.51,1604.51,770.28,46.9,2021-10-01,2026-07-07,2026-07-07,2023-11-20,0,4.9,0
PAIM-1065,Project PAIM-1065 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Rajasthan,2461.51,2461.51,2121.26,75.5,2019-10-01,2025-04-02,2025-04-02,2023-11-09,0,3.1,0
PAIM-1088,Project PAIM-1088 - Gas Pipeline Expansion,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Bihar,8164.55,8164.55,2712.23,29.5,2023-02-01,2025-12-17,2025-12-17,2023-11-28,0,1.4,0
PAIM-1095,Project PAIM-1095 - Expressway,Railways,Ministry of Railways,DMRC,Karnataka,4292.99,5394.32,2970.1,60.0,2015-11-01,2020-05-08,2027-03-12,2023-11-19,119,25.65,1
PAIM-1116,Project PAIM-1116 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Telangana,206.03,220.56,146.43,68.7,2015-11-01,2019-02-13,2019-11-13,2023-11-19,13,7.05,1
PAIM-1155,Project PAIM-1155 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,RVNL,Odisha,4621.87,5106.23,925.12,16.0,2021-10-01,2026-11-04,2030-12-25,2023-11-20,72,17.15,1
PAIM-1190,Project PAIM-1190 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,DMRC,Maharashtra,3491.77,4443.81,2600.81,60.0,2016-07-01,2019-02-16,2020-10-16,2023-11-22,29,27.27,1
PAIM-1192,Project PAIM-1192 - Gas Pipeline Expansion,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Indian Railways,Telangana,450.02,547.08,352.58,74.2,2018-06-01,2020-10-18,2021-10-09,2023-11-02,17,21.57,1
PAIM-1218,Project PAIM-1218 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,CPWD,Gujarat,4887.71,4887.71,2604.87,58.9,2021-10-01,2025-06-12,2025-06-12,2023-11-20,0,4.4,0
PAIM-1235,Project PAIM-1235 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,Coal India Limited,Odisha,880.18,880.18,776.85,100.0,2018-06-01,2021-09-13,2021-09-13,2023-11-02,0,4.7,0
PAIM-1249,Project PAIM-1249 - Solar Park Development,Telecommunications,Ministry of Communications,GAIL,Odisha,4956.8,6601.42,3930.15,60.0,2016-07-01,2020-07-10,2023-02-09,2023-11-22,45,33.18,1
