project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1053,Project PAIM-1053 - Solar Park Development,Power & Renewable Energy,Ministry of Power,GAIL,Tamil Nadu,6481.29,7597.21,1989.41,28.1,2017-08-01,2023-01-02,2023-12-24,2020-05-17,17,20.66,1
PAIM-1141,Project PAIM-1141 - Metro Line Phase II,Road Transport & Highways,Ministry of Road Transport and Highways,NTPC,Gujarat,3991.02,5076.87,2990.99,58.1,2015-08-01,2020-09-03,2022-10-20,2020-05-06,37,27.21,1
PAIM-1170,Project PAIM-1170 - Bridge Construction,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,NHPC,Rajasthan,4338.16,4721.68,2872.55,64.0,2015-08-01,2017-11-18,2019-10-11,2020-05-06,33,8.84,1
PAIM-1189,Project PAIM-1189 - Thermal Power Unit,Water Resources,Ministry of Jal Shakti,POWERGRID,Gujarat,217.29,284.2,194.35,60.0,2014-12-01,2018-01-14,2020-05-24,2020-05-03,41,30.79,1
PAIM-1211,Project PAIM-1211 - Metro Line Phase II,Power & Renewable Energy,Ministry of Power,GAIL,Assam,7049.95,8340.86,4306.99,45.4,2018-04-01,2021-04-15,2023-03-08,2020-05-20,33,29.96,1
PAIM-1214,Project PAIM-1214 - Gas Pipeline Expansion,Coal,Ministry of Coal,NHPC,Haryana,2537.27,2537.27,598.07,26.1,2019-08-01,2022-11-13,2022-11-13,2020-05-27,0,0.3,0
PAIM-1215,Project PAIM-1215 - Bridge Construction,Road Transport & Highways,Ministry of Road Transport and Highways,Indian Railways,Odisha,4716.86,4716.86,4338.88,82.7,2018-12-01,2020-08-22,2020-08-22,2020-05-24,0,4.9,0
PAIM-1220,Project PAIM-1220 - Expressway,Railways,Ministry of Railways,GAIL,Tamil Nadu,1524.58,1524.58,1171.0,71.0,2016-12-01,2021-11-05,2021-11-05,2020-05-14,0,2.1,0
PAIM-1224,Project PAIM-1224 - Expressway,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,DMRC,Madhya Pradesh,6933.46,7438.73,1571.26,18.8,2018-12-01,2023-01-09,2024-12-22,2020-05-24,34,18.74,1
PAIM-1276,Project PAIM-1276 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Indian Railways,Gujarat,8046.72,8948.51,5661.77,71.3,2013-01-01,2016-07-14,2017-07-27,2020-05-24,18,11.21,1
PAIM-1290,Project PAIM-1290 - Bridge Construction,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,CPWD,Madhya Pradesh,6161.97,6581.06,1788.34,30.6,2018-12-01,2021-12-15,2022-09-14,2020-05-24,13,17.49,1
PAIM-1309,Project PAIM-1309 - Gas Pipeline Expansion,Telecommunications,Ministry of Communications,NHPC,Odisha,7511.66,7511.66,7511.66,100.0,2012-05-01,2017-03-06,2017-03-06,2020-05-19,0,-1.1,0
PAIM-1339,Project PAIM-1339 - Railway Line Electrification,Telecommunications,Ministry of Communications,RVNL,Punjab,5167.99,5167.99,1286.15,24.0,2019-08-01,2023-03-13,2023-03-13,2020-05-27,0,1.0,0
