project_code,project_name,sector,ministry,implementing_agency,state,original_cost,revised_cost,expenditure,physical_progress,sanction_date,original_doc,revised_doc,snapshot_date,target_final_delay_months,target_cost_overrun_pct,target_is_high_risk
PAIM-1036,Project PAIM-1036 - Solar Park Development,Road Transport & Highways,Ministry of Road Transport and Highways,CPWD,Uttar Pradesh,6968.61,7600.23,6637.91,84.2,2007-08-01,2010-09-14,2011-10-17,2011-01-12,19,9.06,1
PAIM-1050,Project PAIM-1050 - Thermal Power Unit,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,GAIL,Rajasthan,3527.45,4084.0,3084.75,67.9,2007-08-01,2011-06-11,2013-04-13,2011-01-12,32,15.78,1
PAIM-1055,Project PAIM-1055 - Expressway,Coal,Ministry of Coal,NHPC,Andhra Pradesh,5973.89,5973.89,426.26,6.5,2010-04-01,2014-06-09,2014-06-09,2011-01-26,55,8.82,1
PAIM-1058,Project PAIM-1058 - Railway Line Electrification,Telecommunications,Ministry of Communications,ONGC,West Bengal,1246.65,1628.51,989.78,60.0,2003-01-01,2008-10-01,2012-07-17,2011-01-19,66,30.63,1
PAIM-1074,Project PAIM-1074 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Rajasthan,4535.11,5234.45,2632.9,48.3,2007-08-01,2012-07-05,2013-04-24,2011-01-12,14,15.42,1
PAIM-1103,Project PAIM-1103 - Bridge Construction,Power & Renewable Energy,Ministry of Power,POWERGRID,Assam,5885.29,6526.48,3998.38,60.8,2003-01-01,2004-07-24,2005-04-23,2011-01-19,13,10.89,1
PAIM-1137,Project PAIM-1137 - Thermal Power Unit,Telecommunications,Ministry of Communications,POWERGRID,West Bengal,5346.57,6505.48,4310.48,67.1,2006-04-01,2011-05-05,2012-11-22,2011-01-05,27,21.68,1
PAIM-1229,Project PAIM-1229 - Expressway,Power & Renewable Energy,Ministry of Power,NHAI,Odisha,534.63,577.65,372.88,60.0,2004-05-01,2008-09-07,2010-07-11,2011-01-25,32,8.05,1
PAIM-1259,Project PAIM-1259 - Gas Pipeline Expansion,Power & Renewable Energy,Ministry of Power,POWERGRID,Maharashtra,7519.84,8429.51,2186.48,25.1,2008-04-01,2013-12-31,2015-06-09,2011-01-16,25,14.52,1
PAIM-1261,Project PAIM-1261 - Railway Line Electrification,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,DMRC,Assam,3443.9,3913.53,244.42,6.6,2009-08-01,2015-05-02,2019-10-25,2011-01-23,78,35.07,1
PAIM-1283,Project PAIM-1283 - Metro Line Phase II,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,Coal India Limited,Odisha,5394.05,5978.26,4999.13,76.7,2005-01-01,2008-04-15,2009-02-24,2011-01-30,15,10.83,1
PAIM-1299,Project PAIM-1299 - Bridge Construction,Telecommunications,Ministry of Communications,GAIL,Bihar,6667.78,6667.78,6667.78,100.0,2007-08-01,2009-11-18,2009-11-18,2011-01-12,0,-1.2,0
PAIM-1324,Project PAIM-1324 - Railway Line Electrification,Coal,Ministry of Coal,CPWD,Telangana,6392.44,6392.44,6392.44,100.0,2003-09-01,2008-05-07,2008-05-07,2011-01-22,0,-0.8,0
PAIM-1325,Project PAIM-1325 - Metro Line Phase II,Petroleum & Natural Gas,Ministry of Petroleum and Natural Gas,Coal India Limited,Punjab,2356.9,2356.9,2356.9,100.0,2004-05-01,2009-08-03,2009-08-03,2011-01-25,0,0.0,0
PAIM-1329,Project PAIM-1329 - Thermal Power Unit,Telecommunications,Ministry of Communications,GAIL,Rajasthan,3897.91,5151.78,3515.56,60.0,2006-04-01,2008-09-17,2010-01-12,2011-01-05,23,32.17,1
PAIM-1359,Project PAIM-1359 - Bridge Construction,Coal,Ministry of Coal,NHAI,Uttar Pradesh,3664.49,4212.92,3438.17,74.2,2005-08-01,2009-09-09,2010-11-03,2011-01-02,20,14.97,1
PAIM-1360,Project PAIM-1360 - Metro Line Phase II,Telecommunications,Ministry of Communications,DMRC,Odisha,4838.34,5630.14,4133.77,77.5,2008-04-01,2010-09-18,2012-03-17,2011-01-16,26,19.64,1
PAIM-1362,Project PAIM-1362 - Expressway,Road Transport & Highways,Ministry of Road Transport and Highways,DMRC,Maharashtra,6659.09,8233.49,4372.36,49.6,2006-04-01,2011-05-05,2015-01-08,2011-01-05,64,23.64,1
PAIM-1394,Project PAIM-1394 - Railway Line Electrification,Coal,Ministry of Coal,DMRC,Uttar Pradesh,965.12,1053.35,662.42,60.0,2003-01-01,2005-03-21,2006-06-25,2011-01-19,22,9.14,1
PAIM-1412,Project PAIM-1412 - Railway Line Electrification,Urban Infrastructure & Metro,Ministry of Housing and Urban Affairs,CPWD,West Bengal,5890.33,6141.63,976.0,14.0,2009-08-01,2013-11-08,2017-06-02,2011-01-23,62,10.97,1
